AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
SLC9A2 ENSG00000115616.2 0.165028 0.073228 ENSG00000115616
YBX2 ENSG00000006047.8 0.02356 0.041288 ENSG00000006047
LIMD1 ENSG00000144791.5 0.22238 0.083758 ENSG00000144791
ELK4 ENSG00000158711.9 0.059229 0.050357 ENSG00000158711
PPP5D1 ENSG00000230510.2 0.039673 0.050948 ENSG00000230510
OTOF ENSG00000115155.12 0.037898 0.041224 ENSG00000115155
WWC1 ENSG00000113645.9 0.021463 0.051488 ENSG00000113645
SLX4 ENSG00000188827.6 0.019177 0.033105 ENSG00000188827
PNRC1 ENSG00000146278.10 0.015447 0.045477 ENSG00000146278
TCF25 ENSG00000141002.14 0.014506 0.034488 ENSG00000141002
AKAP12 ENSG00000131016.12 0.068963 0.073586 ENSG00000131016
OGDHL ENSG00000197444.5 0.062391 0.051666 ENSG00000197444
VMAC ENSG00000187650.3 0.09398 0.06153 ENSG00000187650
FBXW4 ENSG00000107829.9 0.039557 0.04144 ENSG00000107829
ECHDC3 ENSG00000134463.10 0.091745 0.072609 ENSG00000134463
CCDC37 ENSG00000163885.7 0.019679 0.04505 ENSG00000163885
LRRC57 ENSG00000180979.5 0.074752 0.054798 ENSG00000180979
ZIM2 ENSG00000269699.1 0.156038 0.087748 ENSG00000269699
RAP2A ENSG00000125249.6 0.034062 0.053566 ENSG00000125249
ESRRA ENSG00000173153.9 0.060541 0.050409 ENSG00000173153
NBPF12 ENSG00000186275.7 0.058688 0.063728 ENSG00000186275
GPR85 ENSG00000164604.7 0.093753 0.065298 ENSG00000164604
TSKS ENSG00000126467.6 0.051597 0.056747 ENSG00000126467
C1orf115 ENSG00000162817.6 0.016977 0.044775 ENSG00000162817
CCDC124 ENSG00000007080.6 0.130643 0.077256 ENSG00000007080
SACS ENSG00000151835.9 0.014063 0.053393 ENSG00000151835
SMAD5 ENSG00000113658.12 0.045945 0.048965 ENSG00000113658
COPG1 ENSG00000181789.10 0.017532 0.039093 ENSG00000181789
PHAX ENSG00000164902.9 0.03605 0.050417 ENSG00000164902
ACTL6A ENSG00000136518.12 0.118254 0.073479 ENSG00000136518
ARHGAP6 ENSG00000047648.17 0.134952 0.074206 ENSG00000047648
ANKS4B ENSG00000175311.5 0.023478 0.064467 ENSG00000175311
NFKB2 ENSG00000077150.13 0.073335 0.055098 ENSG00000077150
RASA4B ENSG00000170667.9 0.073317 0.054827 ENSG00000170667
COMMD3 ENSG00000148444.11 0.042173 0.051205 ENSG00000148444
MSH2 ENSG00000095002.8 0.04488 0.054629 ENSG00000095002
SLC12A9 ENSG00000146828.13 0.094991 0.057667 ENSG00000146828
GOLGA8S ENSG00000261739.2 0.041702 0.050997 ENSG00000261739
IPO8 ENSG00000133704.5 0.068101 0.0611 ENSG00000133704
TMEM55B ENSG00000165782.6 0.067029 0.070498 ENSG00000165782
CNKSR3 ENSG00000153721.13 0.037069 0.048338 ENSG00000153721
SLC5A9 ENSG00000117834.8 0.154242 0.071688 ENSG00000117834
CLDN9 ENSG00000213937.3 0.055615 0.065689 ENSG00000213937
PTX3 ENSG00000163661.3 0.109828 0.073451 ENSG00000163661
SRCRB4D ENSG00000146700.8 0.061256 0.05773 ENSG00000146700
LRPPRC ENSG00000138095.14 0.018328 0.043081 ENSG00000138095
CCDC153 ENSG00000248712.3 0.03506 0.045815 ENSG00000248712
RP11-403P17.5 ENSG00000260851.2 0.072221 0.060604 ENSG00000260851
SAC3D1 ENSG00000168061.9 0.019013 0.03324 ENSG00000168061
TICAM1 ENSG00000127666.8 0.026811 0.067694 ENSG00000127666
KIF27 ENSG00000165115.10 0.074064 0.060978 ENSG00000165115
CDH3 ENSG00000062038.9 0.024281 0.041091 ENSG00000062038
ZNF93 ENSG00000184635.9 0.023402 0.051576 ENSG00000184635
LRRC18 ENSG00000165383.6 0.012953 0.041455 ENSG00000165383
ZNF273 ENSG00000198039.7 0.060025 0.059578 ENSG00000198039
CD2 ENSG00000116824.4 0.02773 0.040134 ENSG00000116824
METTL6 ENSG00000206562.7 0.011947 0.043873 ENSG00000206562
NME8 ENSG00000086288.7 0.088831 0.057481 ENSG00000086288
VRK3 ENSG00000105053.6 0.070276 0.071692 ENSG00000105053
SLC39A10 ENSG00000196950.9 0.02324 0.038419 ENSG00000196950
GOLGA7B ENSG00000155265.6 0.127983 0.073705 ENSG00000155265
ZBBX ENSG00000169064.8 0.01436 0.027564 ENSG00000169064
PRAP1 ENSG00000165828.9 0.020264 0.05532 ENSG00000165828
AP4B1 ENSG00000134262.8 0.027799 0.042757 ENSG00000134262
RBBP5 ENSG00000117222.9 0.119794 0.066231 ENSG00000117222
ZBTB42 ENSG00000179627.9 0.010178 0.028537 ENSG00000179627
ITPR2 ENSG00000123104.7 0.055308 0.054137 ENSG00000123104
FCGR3B ENSG00000162747.5 0.03132 0.050058 ENSG00000162747
RPS11 ENSG00000142534.2 0.016417 0.045559 ENSG00000142534
RNF215 ENSG00000099999.10 0.026272 0.036505 ENSG00000099999
HSPBP1 ENSG00000133265.6 0.079988 0.084417 ENSG00000133265
SLC16A9 ENSG00000165449.7 0.036238 0.055336 ENSG00000165449
MX1 ENSG00000157601.9 0.164007 0.090193 ENSG00000157601
EPAS1 ENSG00000116016.9 0.033798 0.049553 ENSG00000116016
ACTR3 ENSG00000115091.7 0.096776 0.068872 ENSG00000115091
NUTM2A ENSG00000184923.8 0.069251 0.059057 ENSG00000184923
EMP1 ENSG00000134531.5 0.162591 0.077202 ENSG00000134531
CECR6 ENSG00000183307.3 0.010531 0.037574 ENSG00000183307
ZDHHC2 ENSG00000104219.8 0.035579 0.053823 ENSG00000104219
ZSCAN2 ENSG00000176371.9 0.068998 0.078964 ENSG00000176371
GABPB2 ENSG00000143458.7 0.030666 0.037141 ENSG00000143458
ZNF611 ENSG00000213020.4 0.045977 0.054902 ENSG00000213020
ABCB5 ENSG00000004846.12 0.042749 0.056067 ENSG00000004846
OBSL1 ENSG00000124006.10 0.013491 0.046893 ENSG00000124006
MOGAT3 ENSG00000106384.6 0.022402 0.04309 ENSG00000106384
TAS2R5 ENSG00000127366.4 0.043355 0.040665 ENSG00000127366
GNAI3 ENSG00000065135.7 0.059549 0.05211 ENSG00000065135
POLA2 ENSG00000014138.4 0.024881 0.046579 ENSG00000014138
RBP4 ENSG00000138207.8 0.054034 0.04993 ENSG00000138207
ACP2 ENSG00000134575.5 0.029526 0.032766 ENSG00000134575
MRC1L1 ENSG00000183748.4 0.070499 0.055036 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.037473 0.048548 ENSG00000148690
MKNK2 ENSG00000099875.10 0.021616 0.051994 ENSG00000099875
BAG5 ENSG00000166170.9 0.029579 0.056326 ENSG00000166170
DNAH2 ENSG00000183914.10 0.086062 0.066542 ENSG00000183914
S100A4 ENSG00000196154.7 0.022439 0.046033 ENSG00000196154
GSDMD ENSG00000104518.6 0.065257 0.058495 ENSG00000104518
FDPS ENSG00000160752.10 0.013952 0.04182 ENSG00000160752
FBN3 ENSG00000142449.8 0.434259 0.087449 ENSG00000142449
MAN2C1 ENSG00000140400.10 0.105615 0.061098 ENSG00000140400
PIGC ENSG00000135845.4 0.02502 0.040049 ENSG00000135845
PRICKLE4 ENSG00000124593.10 0.109554 0.07327 ENSG00000124593
UBXN4 ENSG00000144224.12 0.036706 0.045617 ENSG00000144224
GSTCD ENSG00000138780.10 0.047721 0.04173 ENSG00000138780
SIPA1L2 ENSG00000116991.6 0.024599 0.062181 ENSG00000116991
GRIK4 ENSG00000149403.7 0.02775 0.045387 ENSG00000149403
LRRC59 ENSG00000108829.9 0.027582 0.056762 ENSG00000108829
CLEC4M ENSG00000104938.12 0.088524 0.072436 ENSG00000104938
ALAD ENSG00000148218.11 0.076671 0.06891 ENSG00000148218
ENC1 ENSG00000171617.9 0.063193 0.05075 ENSG00000171617
SNX17 ENSG00000115234.6 0.027814 0.042231 ENSG00000115234
HIST1H2AH ENSG00000184825.4 0.024557 0.038737 ENSG00000184825
SH3D21 ENSG00000214193.5 0.013372 0.033882 ENSG00000214193
MAN1A1 ENSG00000111885.5 0.014363 0.035738 ENSG00000111885
PDIA5 ENSG00000065485.13 0.037405 0.03869 ENSG00000065485
PNKP ENSG00000039650.5 0.038134 0.065072 ENSG00000039650
ZER1 ENSG00000160445.6 0.058253 0.068381 ENSG00000160445
SLC35C1 ENSG00000181830.7 0.015598 0.029484 ENSG00000181830
SNTB2 ENSG00000168807.12 0.115978 0.056478 ENSG00000168807
TMEM259 ENSG00000182087.8 0.089655 0.077431 ENSG00000182087
CEACAM5 ENSG00000105388.10 0.024927 0.051071 ENSG00000105388
CACHD1 ENSG00000158966.9 0.03129 0.045209 ENSG00000158966
ADAM10 ENSG00000137845.10 0.093913 0.069707 ENSG00000137845
SLC27A3 ENSG00000143554.9 0.098805 0.072127 ENSG00000143554
CBR1 ENSG00000159228.8 0.018132 0.043337 ENSG00000159228
TRAK2 ENSG00000115993.7 0.048423 0.054919 ENSG00000115993
TRIM47 ENSG00000132481.2 0.011354 0.03966 ENSG00000132481
ARNTL ENSG00000133794.13 0.011734 0.041064 ENSG00000133794
NMRK1 ENSG00000106733.16 0.144596 0.075435 ENSG00000106733
HES4 ENSG00000188290.6 0.029302 0.043231 ENSG00000188290
TYMP ENSG00000025708.8 0.074408 0.059804 ENSG00000025708
FGD4 ENSG00000139132.10 0.092444 0.05592 ENSG00000139132
ZNF844 ENSG00000223547.5 0.013316 0.038007 ENSG00000223547
GOLGA8R ENSG00000186399.8 0.103656 0.061193 ENSG00000186399
TGFB2 ENSG00000092969.7 0.082198 0.057651 ENSG00000092969
ARL6IP5 ENSG00000144746.6 0.094681 0.05744 ENSG00000144746
ZNF704 ENSG00000164684.9 0.040391 0.049031 ENSG00000164684
TMEM99 ENSG00000167920.4 0.264125 0.081396 ENSG00000167920
MYOF ENSG00000138119.12 0.16654 0.075473 ENSG00000138119
ITFG2 ENSG00000111203.7 0.061146 0.059487 ENSG00000111203
JAK3 ENSG00000105639.14 0.017875 0.055427 ENSG00000105639
PLCG2 ENSG00000197943.5 0.045821 0.066967 ENSG00000197943
ZC3H7B ENSG00000100403.10 0.02056 0.031618 ENSG00000100403
LMAN1L ENSG00000140506.12 0.010242 0.037067 ENSG00000140506
ABCB6 ENSG00000115657.8 0.066669 0.063007 ENSG00000115657
TIPIN ENSG00000075131.5 0.240457 0.071842 ENSG00000075131
ENO4 ENSG00000188316.9 0.041988 0.055134 ENSG00000188316
PPT2-EGFL8 ENSG00000258388.3 0.072017 0.06282 ENSG00000258388
QSER1 ENSG00000060749.10 0.011422 0.040076 ENSG00000060749
GTF2H1 ENSG00000110768.7 0.080448 0.062291 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.108808 0.065059 ENSG00000117280
USP24 ENSG00000162402.8 0.017187 0.038743 ENSG00000162402
FAM105A ENSG00000145569.5 0.025952 0.058244 ENSG00000145569
TOR4A ENSG00000198113.2 0.041197 0.0457 ENSG00000198113
DNAJC17 ENSG00000104129.5 0.0782 0.059117 ENSG00000104129
GPR111 ENSG00000164393.4 0.045846 0.045571 ENSG00000164393
PIF1 ENSG00000140451.8 0.156784 0.069927 ENSG00000140451
ADSL ENSG00000239900.6 0.052116 0.041143 ENSG00000239900
CREBL2 ENSG00000111269.2 0.027991 0.041831 ENSG00000111269
SERP1 ENSG00000120742.6 0.015397 0.038085 ENSG00000120742
TNIP2 ENSG00000168884.10 0.012633 0.038905 ENSG00000168884
GPC2 ENSG00000213420.3 0.06419 0.045342 ENSG00000213420
LDHC ENSG00000166796.7 0.159764 0.086823 ENSG00000166796
R3HCC1 ENSG00000104679.6 0.058071 0.05344 ENSG00000104679
ZNF417 ENSG00000173480.6 0.066554 0.062863 ENSG00000173480
CD80 ENSG00000121594.7 0.116108 0.06623 ENSG00000121594
CCDC170 ENSG00000120262.8 0.015309 0.04156 ENSG00000120262
RNASEH2B ENSG00000136104.13 0.053601 0.06524 ENSG00000136104
RAB11FIP3 ENSG00000090565.11 0.010432 0.061353 ENSG00000090565
SMAP1 ENSG00000112305.10 0.044317 0.05174 ENSG00000112305
TM4SF1 ENSG00000169908.6 0.015844 0.037995 ENSG00000169908
ICAM5 ENSG00000105376.4 0.075891 0.058678 ENSG00000105376
ATXN2L ENSG00000168488.14 0.042854 0.041383 ENSG00000168488
FAM200A ENSG00000221909.2 0.117728 0.072276 ENSG00000221909
RPS23 ENSG00000186468.8 0.123301 0.067157 ENSG00000186468
NT5DC2 ENSG00000168268.6 0.032316 0.03687 ENSG00000168268
CSTA ENSG00000121552.3 0.053097 0.054667 ENSG00000121552
AP001816.1 ENSG00000254531.1 0.014904 0.03457 ENSG00000254531
RNF168 ENSG00000163961.4 0.047828 0.056328 ENSG00000163961
CCDC111 ENSG00000164306.6 0.084297 0.061698 ENSG00000164306
FCGR3A ENSG00000203747.5 0.018186 0.047185 ENSG00000203747
PARVB ENSG00000188677.9 0.087798 0.074999 ENSG00000188677
LRRC19 ENSG00000184434.7 0.104791 0.059381 ENSG00000184434
AHI1 ENSG00000135541.16 0.069453 0.059296 ENSG00000135541
XPC ENSG00000154767.10 0.087802 0.059051 ENSG00000154767
RNF115 ENSG00000121848.8 0.015606 0.036256 ENSG00000121848
ZNF559 ENSG00000188321.9 0.152509 0.075364 ENSG00000188321
STEAP2 ENSG00000157214.9 0.056059 0.048652 ENSG00000157214
CBLL1 ENSG00000105879.6 0.272776 0.086395 ENSG00000105879
TRHDE ENSG00000072657.4 0.118387 0.068215 ENSG00000072657
NR3C1 ENSG00000113580.10 0.047701 0.059208 ENSG00000113580
CNTNAP1 ENSG00000108797.7 0.011663 0.030982 ENSG00000108797
NLK ENSG00000087095.8 0.027142 0.066383 ENSG00000087095
ARRB1 ENSG00000137486.12 0.015119 0.042413 ENSG00000137486
MRPS9 ENSG00000135972.4 0.204668 0.072354 ENSG00000135972
MARVELD3 ENSG00000140832.5 0.121379 0.058971 ENSG00000140832
HTR2B ENSG00000135914.5 0.09369 0.0594 ENSG00000135914
TTYH1 ENSG00000167614.9 0.314312 0.111638 ENSG00000167614
XYLT2 ENSG00000015532.5 0.099729 0.074576 ENSG00000015532
ETFB ENSG00000105379.5 0.016447 0.042055 ENSG00000105379
CCDC154 ENSG00000197599.8 0.046691 0.059135 ENSG00000197599
LMO2 ENSG00000135363.7 0.039167 0.048521 ENSG00000135363
DUSP7 ENSG00000164086.8 0.018593 0.033395 ENSG00000164086
ADORA3 ENSG00000121933.13 0.036855 0.042187 ENSG00000121933
PPIL3 ENSG00000240344.4 0.079156 0.059378 ENSG00000240344
FAM19A1 ENSG00000183662.6 0.111308 0.065699 ENSG00000183662
TOMM34 ENSG00000025772.7 0.020687 0.0354 ENSG00000025772
RNF112 ENSG00000128482.11 0.022424 0.035531 ENSG00000128482
SERPING1 ENSG00000149131.11 0.084162 0.048909 ENSG00000149131
FAM86B1 ENSG00000186523.10 0.013452 0.03168 ENSG00000186523
THNSL2 ENSG00000144115.12 0.061639 0.04945 ENSG00000144115
MC4R ENSG00000166603.3 0.044739 0.057504 ENSG00000166603
METRN ENSG00000103260.4 0.030056 0.045545 ENSG00000103260
ENTPD6 ENSG00000197586.8 0.051151 0.045734 ENSG00000197586
TRIP6 ENSG00000087077.7 0.051223 0.047651 ENSG00000087077
FAM221A ENSG00000188732.6 0.078448 0.062846 ENSG00000188732
CLCF1 ENSG00000175505.9 0.032216 0.0422 ENSG00000175505
C7orf50 ENSG00000146540.10 0.024869 0.038099 ENSG00000146540
BHLHA15 ENSG00000180535.2 0.081904 0.053123 ENSG00000180535
METTL3 ENSG00000165819.7 0.015025 0.050898 ENSG00000165819
EXOG ENSG00000157036.8 0.050409 0.046842 ENSG00000157036
RPN2 ENSG00000118705.12 0.071193 0.071874 ENSG00000118705
DNM3 ENSG00000197959.9 0.057758 0.051636 ENSG00000197959
PHF5A ENSG00000100410.3 0.024542 0.029709 ENSG00000100410
MRPL1 ENSG00000169288.13 0.011088 0.034326 ENSG00000169288
HRASLS5 ENSG00000168004.5 0.026141 0.035227 ENSG00000168004
SOX9 ENSG00000125398.5 0.053121 0.062158 ENSG00000125398
ZNF736 ENSG00000234444.4 0.052364 0.059736 ENSG00000234444
SFR1 ENSG00000156384.10 0.069376 0.065318 ENSG00000156384
NDUFV1 ENSG00000167792.7 0.030678 0.049415 ENSG00000167792
CSDC2 ENSG00000172346.10 0.018241 0.031498 ENSG00000172346
NHP2 ENSG00000145912.4 0.032892 0.045188 ENSG00000145912
GPR108 ENSG00000125734.9 0.076232 0.071978 ENSG00000125734
TAGLN2 ENSG00000158710.10 0.06011 0.059524 ENSG00000158710
LRP5L ENSG00000100068.7 0.104812 0.062014 ENSG00000100068
SECTM1 ENSG00000141574.3 0.069127 0.062105 ENSG00000141574
SMC4 ENSG00000113810.11 0.015279 0.041094 ENSG00000113810
SDCBP2 ENSG00000125775.10 0.063312 0.060865 ENSG00000125775
SGCE ENSG00000127990.11 0.045939 0.054189 ENSG00000127990
ZNF644 ENSG00000122482.16 0.023208 0.047632 ENSG00000122482
ITGB6 ENSG00000115221.6 0.04192 0.038208 ENSG00000115221
ATG10 ENSG00000152348.11 0.091871 0.064121 ENSG00000152348
EML6 ENSG00000214595.7 0.023361 0.044812 ENSG00000214595
CSNK1G2 ENSG00000133275.11 0.065933 0.064804 ENSG00000133275
FBN2 ENSG00000138829.6 0.160253 0.069935 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.04038 0.043909 ENSG00000163406
GALNS ENSG00000141012.8 0.021153 0.044509 ENSG00000141012
FAM124B ENSG00000124019.9 0.026153 0.042595 ENSG00000124019
ACP1 ENSG00000143727.11 0.021323 0.045425 ENSG00000143727
AFF1 ENSG00000172493.16 0.035286 0.053701 ENSG00000172493
FAM65C ENSG00000042062.7 0.022852 0.044553 ENSG00000042062
SHANK1 ENSG00000161681.11 0.02125 0.039283 ENSG00000161681
MLYCD ENSG00000103150.4 0.017074 0.070517 ENSG00000103150
RAMP2 ENSG00000131477.6 0.013857 0.027851 ENSG00000131477
SLC35F3 ENSG00000183780.8 0.140985 0.07841 ENSG00000183780
AC010536.1 ENSG00000226180.2 0.062952 0.069681 ENSG00000226180
RASSF2 ENSG00000101265.11 0.01893 0.063344 ENSG00000101265
ZBED2 ENSG00000177494.5 0.024672 0.031459 ENSG00000177494
SRSF12 ENSG00000154548.8 0.039435 0.044425 ENSG00000154548
SLC23A2 ENSG00000089057.10 0.016159 0.060203 ENSG00000089057
TMEM51 ENSG00000171729.9 0.07347 0.058915 ENSG00000171729
ACKR3 ENSG00000144476.5 0.019825 0.051675 ENSG00000144476
LAMB3 ENSG00000196878.8 0.03626 0.044845 ENSG00000196878
POLR2B ENSG00000047315.10 0.084579 0.064414 ENSG00000047315
PTPN18 ENSG00000072135.8 0.044482 0.044893 ENSG00000072135
ZNF699 ENSG00000196110.3 0.031286 0.039316 ENSG00000196110
HARS2 ENSG00000112855.10 0.016208 0.026988 ENSG00000112855
CAPN2 ENSG00000162909.13 0.04992 0.055388 ENSG00000162909
CRYZL1 ENSG00000205758.7 0.015187 0.059767 ENSG00000205758
SNRPB2 ENSG00000125870.6 0.011045 0.050783 ENSG00000125870
CCDC24 ENSG00000159214.8 0.022025 0.041817 ENSG00000159214
ZNF160 ENSG00000170949.13 0.195088 0.09257 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.053952 0.049076 ENSG00000123545
PLTP ENSG00000100979.10 0.014765 0.043007 ENSG00000100979
GLTP ENSG00000139433.5 0.011613 0.035081 ENSG00000139433
CCDC159 ENSG00000183401.7 0.029461 0.046047 ENSG00000183401
C21orf33 ENSG00000160221.12 0.067136 0.055762 ENSG00000160221
RTKN2 ENSG00000182010.6 0.163557 0.071379 ENSG00000182010
FBXO22 ENSG00000167196.9 0.049799 0.043623 ENSG00000167196
AOC3 ENSG00000131471.2 0.01281 0.038685 ENSG00000131471
NCOA5 ENSG00000124160.7 0.011543 0.049328 ENSG00000124160
WDR27 ENSG00000184465.11 0.01283 0.035896 ENSG00000184465
GNAO1 ENSG00000087258.9 0.135112 0.075535 ENSG00000087258
LRCH3 ENSG00000186001.8 0.036714 0.04713 ENSG00000186001
PCSK2 ENSG00000125851.5 0.07931 0.064658 ENSG00000125851
GKN1 ENSG00000169605.5 0.01486 0.041428 ENSG00000169605
MARS ENSG00000166986.8 0.033467 0.0619 ENSG00000166986
ILDR2 ENSG00000143195.8 0.103883 0.05954 ENSG00000143195
BAI3 ENSG00000135298.9 0.034006 0.046069 ENSG00000135298
ZNF235 ENSG00000159917.10 0.045148 0.064262 ENSG00000159917
SYNRG ENSG00000006114.11 0.05322 0.059108 ENSG00000006114
CLDN20 ENSG00000171217.5 0.013393 0.033485 ENSG00000171217
GGA1 ENSG00000100083.14 0.073864 0.061804 ENSG00000100083
ARHGAP1 ENSG00000175220.7 0.056033 0.045744 ENSG00000175220
TNFAIP8L3 ENSG00000183578.5 0.019831 0.036087 ENSG00000183578
BASP1 ENSG00000176788.7 0.052402 0.058339 ENSG00000176788
ZNF627 ENSG00000198551.5 0.022768 0.040082 ENSG00000198551
MIER1 ENSG00000198160.10 0.087231 0.062139 ENSG00000198160
CH25H ENSG00000138135.5 0.090669 0.063719 ENSG00000138135
EHD2 ENSG00000024422.7 0.014223 0.034249 ENSG00000024422
IL33 ENSG00000137033.7 0.021439 0.04243 ENSG00000137033
MCM7 ENSG00000166508.13 0.083958 0.064604 ENSG00000166508
MAEL ENSG00000143194.8 0.044771 0.049644 ENSG00000143194
TAF6 ENSG00000106290.10 0.012302 0.028849 ENSG00000106290
ARMC7 ENSG00000125449.2 0.100092 0.064133 ENSG00000125449
RIPK1 ENSG00000137275.9 0.069937 0.054663 ENSG00000137275
CSTF2T ENSG00000177613.7 0.015399 0.038041 ENSG00000177613
IZUMO1 ENSG00000182264.4 0.030816 0.044845 ENSG00000182264
PPIL4 ENSG00000131013.3 0.049499 0.051815 ENSG00000131013
PMF1 ENSG00000160783.14 0.042373 0.045891 ENSG00000160783
LRGUK ENSG00000155530.2 0.101824 0.062599 ENSG00000155530
TNXB ENSG00000168477.13 0.069003 0.059419 ENSG00000168477
AKR1B1 ENSG00000085662.9 0.285392 0.084873 ENSG00000085662
MFSD1 ENSG00000118855.14 0.065286 0.056267 ENSG00000118855
ORC1 ENSG00000085840.7 0.081701 0.051421 ENSG00000085840
FAM8A1 ENSG00000137414.5 0.028991 0.040961 ENSG00000137414
DYRK1B ENSG00000105204.9 0.110474 0.068521 ENSG00000105204
ANXA1 ENSG00000135046.9 0.014237 0.028453 ENSG00000135046
LMNB1 ENSG00000113368.7 0.035804 0.04583 ENSG00000113368
NEK1 ENSG00000137601.11 0.04049 0.041028 ENSG00000137601
KBTBD6 ENSG00000165572.6 0.016378 0.046387 ENSG00000165572
SMPD3 ENSG00000103056.7 0.044583 0.038565 ENSG00000103056
ZDHHC12 ENSG00000160446.14 0.07418 0.081155 ENSG00000160446
MPPE1 ENSG00000154889.12 0.057549 0.061921 ENSG00000154889
XPO7 ENSG00000130227.12 0.029009 0.060259 ENSG00000130227
TGM2 ENSG00000198959.7 0.017135 0.053868 ENSG00000198959
P2RX2 ENSG00000187848.8 0.020888 0.036634 ENSG00000187848
NUDCD1 ENSG00000120526.6 0.014091 0.027627 ENSG00000120526
NT5C ENSG00000125458.2 0.027142 0.039314 ENSG00000125458
HUS1B ENSG00000188996.4 0.012551 0.034508 ENSG00000188996
STC2 ENSG00000113739.6 0.121969 0.082343 ENSG00000113739
STX1B ENSG00000099365.5 0.252324 0.082009 ENSG00000099365
PLCB2 ENSG00000137841.7 0.047857 0.057631 ENSG00000137841
MYO6 ENSG00000196586.9 0.041116 0.047325 ENSG00000196586
MTFR1L ENSG00000117640.13 0.169766 0.076681 ENSG00000117640
MRPS7 ENSG00000125445.6 0.068861 0.051961 ENSG00000125445
GALNT5 ENSG00000136542.4 0.011095 0.037119 ENSG00000136542
METTL2B ENSG00000165055.10 0.095342 0.066543 ENSG00000165055
KANSL2 ENSG00000139620.8 0.160984 0.069458 ENSG00000139620
ACSBG2 ENSG00000130377.9 0.053692 0.062865 ENSG00000130377
IGIP ENSG00000182700.3 0.061465 0.054242 ENSG00000182700
UBL3 ENSG00000122042.9 0.08319 0.060878 ENSG00000122042
ZNF668 ENSG00000167394.8 0.030729 0.039918 ENSG00000167394
GZMA ENSG00000145649.7 0.024774 0.034636 ENSG00000145649
RNF19A ENSG00000034677.7 0.049834 0.051421 ENSG00000034677
DFNB59 ENSG00000204311.7 0.041454 0.045468 ENSG00000204311
PTGIS ENSG00000124212.5 0.031339 0.054947 ENSG00000124212
ARL11 ENSG00000152213.3 0.059587 0.047322 ENSG00000152213
RAPGEF2 ENSG00000109756.4 0.082754 0.060541 ENSG00000109756
SERTAD3 ENSG00000167565.8 0.021584 0.063096 ENSG00000167565
POGK ENSG00000143157.7 0.03059 0.044929 ENSG00000143157
C22orf29 ENSG00000215012.4 0.031771 0.054508 ENSG00000215012
IFRD1 ENSG00000006652.9 0.144992 0.069351 ENSG00000006652
PRTN3 ENSG00000196415.5 0.050691 0.059809 ENSG00000196415
RBP1 ENSG00000114115.5 0.022295 0.041486 ENSG00000114115
PPM1K ENSG00000163644.9 0.191019 0.077146 ENSG00000163644
LRRK1 ENSG00000154237.8 0.099146 0.071071 ENSG00000154237
DNAJC18 ENSG00000170464.5 0.027719 0.037843 ENSG00000170464
ELL2 ENSG00000118985.10 0.018897 0.04445 ENSG00000118985
FAM35A ENSG00000122376.7 0.055221 0.048034 ENSG00000122376
SLC38A6 ENSG00000139974.11 0.139769 0.085939 ENSG00000139974
THUMPD1 ENSG00000066654.8 0.012333 0.033805 ENSG00000066654
NUP85 ENSG00000125450.6 0.344358 0.078364 ENSG00000125450
CGNL1 ENSG00000128849.9 0.022708 0.047805 ENSG00000128849
TRAF6 ENSG00000175104.10 0.014643 0.054225 ENSG00000175104
GOT2 ENSG00000125166.8 0.098155 0.061628 ENSG00000125166
PRKAA2 ENSG00000162409.6 0.115147 0.074032 ENSG00000162409
AQP4 ENSG00000171885.9 0.039157 0.051813 ENSG00000171885
ANKRD28 ENSG00000206560.6 0.016617 0.042967 ENSG00000206560
PPM1M ENSG00000164088.13 0.07376 0.053664 ENSG00000164088
NDUFA4 ENSG00000189043.5 0.013392 0.064716 ENSG00000189043
URGCP ENSG00000106608.12 0.031159 0.047226 ENSG00000106608
RIN1 ENSG00000174791.6 0.010266 0.04954 ENSG00000174791
KIAA1407 ENSG00000163617.6 0.023891 0.044018 ENSG00000163617
RAD51 ENSG00000051180.12 0.03113 0.045021 ENSG00000051180
C17orf67 ENSG00000214226.4 0.130809 0.076733 ENSG00000214226
SLC7A8 ENSG00000092068.14 0.098246 0.075498 ENSG00000092068
DAZL ENSG00000092345.9 0.027338 0.049719 ENSG00000092345
FCGRT ENSG00000104870.8 0.022679 0.052904 ENSG00000104870
COPG2 ENSG00000158623.10 0.076545 0.059492 ENSG00000158623
PMEL ENSG00000185664.10 0.064437 0.06742 ENSG00000185664
C14orf37 ENSG00000139971.11 0.043814 0.061239 ENSG00000139971
INO80E ENSG00000169592.10 0.173341 0.074853 ENSG00000169592
FAM57A ENSG00000167695.10 0.085501 0.067273 ENSG00000167695
SKIV2L ENSG00000204351.7 0.030955 0.039694 ENSG00000204351
C11orf45 ENSG00000174370.5 0.017038 0.053337 ENSG00000174370
HMGB4 ENSG00000176256.6 0.025045 0.044598 ENSG00000176256
IPMK ENSG00000151151.5 0.042707 0.047893 ENSG00000151151
DARS ENSG00000115866.6 0.1512 0.072319 ENSG00000115866
ZNF84 ENSG00000198040.6 0.033966 0.038643 ENSG00000198040
