AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
CYBRD1 ENSG00000071967.7 0.23464 0.08662 ENSG00000071967
DNAJC15 ENSG00000120675.4 0.5908 0.066638 ENSG00000120675
RPS6KA5 ENSG00000100784.5 0.142832 0.067068 ENSG00000100784
DOPEY1 ENSG00000083097.10 0.189243 0.069233 ENSG00000083097
METTL2B ENSG00000165055.10 0.35242 0.080472 ENSG00000165055
KANSL2 ENSG00000139620.8 0.14156 0.065793 ENSG00000139620
EML3 ENSG00000149499.7 0.268891 0.074609 ENSG00000149499
RNF19A ENSG00000034677.7 0.186016 0.083707 ENSG00000034677
CX3CR1 ENSG00000168329.9 0.294117 0.073404 ENSG00000168329
DNAJC18 ENSG00000170464.5 0.175615 0.073565 ENSG00000170464
NUP85 ENSG00000125450.6 0.278049 0.080998 ENSG00000125450
GOT2 ENSG00000125166.8 0.265356 0.073521 ENSG00000125166
C17orf67 ENSG00000214226.4 0.218092 0.083137 ENSG00000214226
COPG2 ENSG00000158623.10 0.364982 0.081304 ENSG00000158623
INO80E ENSG00000169592.10 0.182513 0.077315 ENSG00000169592
ZFP41 ENSG00000181638.13 0.173325 0.06536 ENSG00000181638
EBPL ENSG00000123179.9 0.300763 0.074185 ENSG00000123179
CYP4B1 ENSG00000142973.8 0.276934 0.083263 ENSG00000142973
PRRT4 ENSG00000224940.4 0.185352 0.070087 ENSG00000224940
TIMM50 ENSG00000105197.6 0.133553 0.065146 ENSG00000105197
GUCY2C ENSG00000070019.3 0.22496 0.072567 ENSG00000070019
LY75 ENSG00000054219.9 0.309442 0.077221 ENSG00000054219
BAI1 ENSG00000181790.6 0.20207 0.079623 ENSG00000181790
CD5 ENSG00000110448.6 0.166823 0.065903 ENSG00000110448
DLG5 ENSG00000151208.12 0.203111 0.074643 ENSG00000151208
RGL4 ENSG00000159496.10 0.28574 0.076639 ENSG00000159496
GNPDA2 ENSG00000163281.6 0.434421 0.074538 ENSG00000163281
VPS13A ENSG00000197969.7 0.289858 0.079719 ENSG00000197969
SLC25A24 ENSG00000085491.11 0.253915 0.077429 ENSG00000085491
NSUN6 ENSG00000241058.1 0.19164 0.066038 ENSG00000241058
CFDP1 ENSG00000153774.4 0.166091 0.06606 ENSG00000153774
RNF14 ENSG00000013561.13 0.349331 0.076771 ENSG00000013561
EIF1AD ENSG00000175376.4 0.11289 0.053922 ENSG00000175376
MAATS1 ENSG00000183833.12 0.262965 0.07989 ENSG00000183833
CPAMD8 ENSG00000160111.8 0.154933 0.076693 ENSG00000160111
CPB2 ENSG00000080618.9 0.15287 0.072341 ENSG00000080618
SAMD1 ENSG00000141858.7 0.17403 0.076561 ENSG00000141858
SCGB2A1 ENSG00000124939.4 0.226852 0.071733 ENSG00000124939
C20orf196 ENSG00000171984.10 0.194588 0.089886 ENSG00000171984
HSD17B13 ENSG00000170509.7 0.263453 0.073393 ENSG00000170509
TONSL ENSG00000160949.12 0.155105 0.064586 ENSG00000160949
CGB7 ENSG00000196337.6 0.375154 0.094252 ENSG00000196337
CYP4F22 ENSG00000171954.7 0.155637 0.07218 ENSG00000171954
DGKD ENSG00000077044.5 0.220884 0.07889 ENSG00000077044
H1FNT ENSG00000187166.1 0.151118 0.064467 ENSG00000187166
DBNDD1 ENSG00000003249.9 0.259688 0.083435 ENSG00000003249
SLCO1B3 ENSG00000111700.8 0.136387 0.067304 ENSG00000111700
CARD8 ENSG00000105483.12 0.136868 0.068274 ENSG00000105483
THEM6 ENSG00000130193.7 0.134233 0.061361 ENSG00000130193
ANKLE2 ENSG00000176915.10 0.36482 0.097591 ENSG00000176915
SLC25A41 ENSG00000181240.9 0.731547 0.052013 ENSG00000181240
MGST3 ENSG00000143198.7 0.301074 0.08983 ENSG00000143198
AGAP8 ENSG00000174194.11 0.678006 0.066966 ENSG00000174194
L3MBTL3 ENSG00000198945.3 0.243322 0.072257 ENSG00000198945
POLE3 ENSG00000148229.8 0.190496 0.090143 ENSG00000148229
ZNF350 ENSG00000256683.2 0.174648 0.078862 ENSG00000256683
AGAP9 ENSG00000198035.9 0.366308 0.082789 ENSG00000198035
FAM21A ENSG00000099290.11 0.665154 0.059624 ENSG00000099290
RPS27L ENSG00000185088.8 0.284314 0.076595 ENSG00000185088
NKX3-2 ENSG00000109705.7 0.133612 0.066576 ENSG00000109705
PXT1 ENSG00000179165.9 0.150502 0.072214 ENSG00000179165
TSPAN15 ENSG00000099282.5 0.18983 0.079955 ENSG00000099282
DCUN1D2 ENSG00000150401.10 0.242354 0.085423 ENSG00000150401
ADH5 ENSG00000197894.6 0.179302 0.076312 ENSG00000197894
EP400NL ENSG00000185684.8 0.413325 0.080553 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.226561 0.074502 ENSG00000163320
CLEC18A ENSG00000157322.12 0.566249 0.070216 ENSG00000157322
GALNT3 ENSG00000115339.9 0.172916 0.065338 ENSG00000115339
ANKLE1 ENSG00000160117.10 0.203036 0.080793 ENSG00000160117
CDKL1 ENSG00000100490.5 0.159019 0.07195 ENSG00000100490
C9orf142 ENSG00000148362.6 0.166726 0.078284 ENSG00000148362
KCNK1 ENSG00000135750.10 0.23334 0.082482 ENSG00000135750
ULK4 ENSG00000168038.6 0.214613 0.067363 ENSG00000168038
AP1S1 ENSG00000106367.9 0.401119 0.077886 ENSG00000106367
RABGAP1L ENSG00000152061.17 0.219805 0.070353 ENSG00000152061
TMEM60 ENSG00000135211.5 0.207374 0.070023 ENSG00000135211
ANKRD16 ENSG00000134461.11 0.206085 0.078912 ENSG00000134461
RECQL ENSG00000004700.11 0.221613 0.085673 ENSG00000004700
AKR1C2 ENSG00000151632.12 0.332689 0.082857 ENSG00000151632
PKHD1 ENSG00000170927.10 0.221945 0.066472 ENSG00000170927
EPS15 ENSG00000085832.12 0.470754 0.090575 ENSG00000085832
NPIPB7 ENSG00000233232.2 0.12187 0.055857 ENSG00000233232
SLC44A2 ENSG00000129353.10 0.241424 0.079214 ENSG00000129353
PLA2G15 ENSG00000103066.8 0.140255 0.062796 ENSG00000103066
ZNF7 ENSG00000147789.11 0.314025 0.07765 ENSG00000147789
SMIM2 ENSG00000139656.5 0.346259 0.083401 ENSG00000139656
VPS9D1 ENSG00000075399.8 0.298355 0.078684 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.472251 0.075402 ENSG00000053900
SMDT1 ENSG00000183172.7 0.603911 0.065399 ENSG00000183172
OSBPL6 ENSG00000079156.12 0.314401 0.078575 ENSG00000079156
KIAA1683 ENSG00000130518.11 0.227872 0.07264 ENSG00000130518
PHYH ENSG00000107537.9 0.208896 0.090935 ENSG00000107537
ARG1 ENSG00000118520.8 0.455327 0.081338 ENSG00000118520
RABL2A ENSG00000144134.14 0.158879 0.072555 ENSG00000144134
TXNL4B ENSG00000140830.4 0.14609 0.071628 ENSG00000140830
TEPP ENSG00000159648.7 0.210689 0.070405 ENSG00000159648
CRYL1 ENSG00000165475.9 0.254884 0.086779 ENSG00000165475
FAM153B ENSG00000182230.7 0.458784 0.072719 ENSG00000182230
RRBP1 ENSG00000125844.10 0.176062 0.071714 ENSG00000125844
MRPL37 ENSG00000116221.11 0.239407 0.087221 ENSG00000116221
IP6K2 ENSG00000068745.10 0.173481 0.083143 ENSG00000068745
OR7A5 ENSG00000188269.4 0.231364 0.076122 ENSG00000188269
WDR26 ENSG00000162923.10 0.142618 0.06894 ENSG00000162923
DDIT4 ENSG00000168209.4 0.184086 0.084943 ENSG00000168209
FIGN ENSG00000182263.9 0.232404 0.084591 ENSG00000182263
FAM213A ENSG00000122378.9 0.122364 0.05783 ENSG00000122378
AK9 ENSG00000155085.11 0.17587 0.069305 ENSG00000155085
WDR75 ENSG00000115368.5 0.257872 0.076886 ENSG00000115368
ARL4D ENSG00000175906.4 0.406651 0.084089 ENSG00000175906
TIMM10 ENSG00000134809.4 0.386031 0.08621 ENSG00000134809
HRCT1 ENSG00000196196.2 0.285782 0.082223 ENSG00000196196
C12orf54 ENSG00000177627.5 0.168646 0.068541 ENSG00000177627
CNTN1 ENSG00000018236.10 0.725584 0.048028 ENSG00000018236
VSTM4 ENSG00000165633.7 0.13182 0.063864 ENSG00000165633
DMRTA1 ENSG00000176399.2 0.379797 0.081622 ENSG00000176399
ADH4 ENSG00000198099.4 0.177215 0.076367 ENSG00000198099
DHODH ENSG00000102967.7 0.131963 0.055668 ENSG00000102967
CIAPIN1 ENSG00000005194.10 0.248955 0.084147 ENSG00000005194
MED21 ENSG00000152944.4 0.130392 0.061205 ENSG00000152944
ESPL1 ENSG00000135476.7 0.226475 0.080141 ENSG00000135476
COQ5 ENSG00000110871.10 0.380054 0.07875 ENSG00000110871
CATSPER2 ENSG00000166762.12 0.314683 0.099251 ENSG00000166762
AGAP6 ENSG00000204149.5 0.470134 0.075332 ENSG00000204149
MOB4 ENSG00000115540.10 0.16583 0.073973 ENSG00000115540
TMEM231 ENSG00000205084.5 0.212169 0.076063 ENSG00000205084
EXOSC5 ENSG00000077348.4 0.201011 0.079437 ENSG00000077348
TDRD5 ENSG00000162782.11 0.272295 0.075803 ENSG00000162782
PRMT7 ENSG00000132600.12 0.207441 0.07005 ENSG00000132600
CDC42EP4 ENSG00000179604.8 0.173736 0.085922 ENSG00000179604
PDHB ENSG00000168291.8 0.181381 0.069159 ENSG00000168291
TUBG2 ENSG00000037042.8 0.168728 0.066592 ENSG00000037042
APTX ENSG00000137074.14 0.319027 0.080718 ENSG00000137074
MPP2 ENSG00000108852.10 0.519599 0.073348 ENSG00000108852
ASAH1 ENSG00000104763.13 0.164499 0.076007 ENSG00000104763
MUT ENSG00000146085.7 0.226656 0.074832 ENSG00000146085
PSMC5 ENSG00000087191.8 0.166747 0.07319 ENSG00000087191
ATXN10 ENSG00000130638.11 0.26897 0.080308 ENSG00000130638
GPR17 ENSG00000144230.12 0.358681 0.080353 ENSG00000144230
ALDH16A1 ENSG00000161618.5 0.179511 0.076569 ENSG00000161618
IMPDH1 ENSG00000106348.12 0.150741 0.069563 ENSG00000106348
RTCB ENSG00000100220.7 0.165851 0.076646 ENSG00000100220
GRAMD4 ENSG00000075240.12 0.235143 0.085124 ENSG00000075240
TBC1D20 ENSG00000125875.9 0.275184 0.084793 ENSG00000125875
CLCA2 ENSG00000137975.7 0.275603 0.075316 ENSG00000137975
NCLN ENSG00000125912.6 0.259412 0.079999 ENSG00000125912
GIMAP8 ENSG00000171115.3 0.443863 0.081331 ENSG00000171115
SPIRE2 ENSG00000204991.6 0.253116 0.072014 ENSG00000204991
TECPR1 ENSG00000205356.5 0.172847 0.063741 ENSG00000205356
TMEM170A ENSG00000166822.8 0.136102 0.064205 ENSG00000166822
NUDT12 ENSG00000112874.5 0.460768 0.077084 ENSG00000112874
BEND6 ENSG00000151917.13 0.181835 0.065088 ENSG00000151917
DNA2 ENSG00000138346.10 0.19547 0.070164 ENSG00000138346
DOCK7 ENSG00000116641.11 0.163043 0.065979 ENSG00000116641
ANO5 ENSG00000171714.10 0.22903 0.073344 ENSG00000171714
ASB16 ENSG00000161664.2 0.204128 0.077154 ENSG00000161664
SLURP1 ENSG00000126233.1 0.227978 0.070557 ENSG00000126233
ZNHIT6 ENSG00000117174.6 0.196039 0.065751 ENSG00000117174
OBSCN ENSG00000154358.15 0.428957 0.076507 ENSG00000154358
MED28 ENSG00000118579.6 0.194017 0.065398 ENSG00000118579
CASC1 ENSG00000118307.14 0.191473 0.079857 ENSG00000118307
FAM101B ENSG00000183688.4 0.230641 0.078524 ENSG00000183688
ASCC1 ENSG00000138303.13 0.301963 0.088265 ENSG00000138303
DMRT1 ENSG00000137090.7 0.225928 0.084713 ENSG00000137090
ADSS ENSG00000035687.9 0.159494 0.074162 ENSG00000035687
PPA1 ENSG00000180817.6 0.272675 0.08637 ENSG00000180817
TGM4 ENSG00000163810.7 0.222088 0.077608 ENSG00000163810
TXNDC15 ENSG00000113621.10 0.399406 0.087963 ENSG00000113621
PMS1 ENSG00000064933.12 0.235 0.081177 ENSG00000064933
CCDC13 ENSG00000244607.1 0.150115 0.068946 ENSG00000244607
EPB41L4A ENSG00000129595.8 0.396066 0.075511 ENSG00000129595
MXD3 ENSG00000213347.6 0.223607 0.069419 ENSG00000213347
ERCC3 ENSG00000163161.8 0.196273 0.069031 ENSG00000163161
NXPE3 ENSG00000144815.9 0.127372 0.062644 ENSG00000144815
IVD ENSG00000128928.4 0.21152 0.082377 ENSG00000128928
TRIM66 ENSG00000166436.11 0.391835 0.083597 ENSG00000166436
DNAJB12 ENSG00000148719.9 0.27011 0.085898 ENSG00000148719
C2CD5 ENSG00000111731.8 0.148026 0.0646 ENSG00000111731
RASA3 ENSG00000185989.9 0.147156 0.064162 ENSG00000185989
CLDN15 ENSG00000106404.9 0.325668 0.079189 ENSG00000106404
DR1 ENSG00000117505.7 0.127455 0.060085 ENSG00000117505
SMIM8 ENSG00000111850.5 0.223571 0.076812 ENSG00000111850
ZNF577 ENSG00000161551.8 0.236503 0.079004 ENSG00000161551
SRRD ENSG00000100104.7 0.195611 0.078965 ENSG00000100104
CAPZA3 ENSG00000177938.3 0.31364 0.077221 ENSG00000177938
PCDHB15 ENSG00000113248.3 0.208911 0.075073 ENSG00000113248
CNOT8 ENSG00000155508.9 0.209531 0.079124 ENSG00000155508
TCN2 ENSG00000185339.4 0.171608 0.076231 ENSG00000185339
LMO7 ENSG00000136153.15 0.238461 0.075272 ENSG00000136153
RBMXL1 ENSG00000213516.5 0.18421 0.073509 ENSG00000213516
AK4 ENSG00000162433.10 0.398341 0.083823 ENSG00000162433
COL22A1 ENSG00000169436.12 0.326916 0.086393 ENSG00000169436
FUK ENSG00000157353.12 0.161381 0.077311 ENSG00000157353
NOC3L ENSG00000173145.7 0.157202 0.066022 ENSG00000173145
ADAL ENSG00000168803.10 0.391559 0.092858 ENSG00000168803
BMP3 ENSG00000152785.6 0.196041 0.073556 ENSG00000152785
AC105020.1 ENSG00000203392.2 0.152432 0.068871 ENSG00000203392
TNNI1 ENSG00000159173.14 0.268212 0.081798 ENSG00000159173
TUBGCP3 ENSG00000126216.8 0.165855 0.078481 ENSG00000126216
GSDMC ENSG00000147697.4 0.229952 0.080884 ENSG00000147697
PDHX ENSG00000110435.7 0.234495 0.069493 ENSG00000110435
SLC35E4 ENSG00000100036.11 0.304332 0.082101 ENSG00000100036
YPEL3 ENSG00000090238.7 0.245873 0.075509 ENSG00000090238
ASCC3 ENSG00000112249.9 0.191231 0.072334 ENSG00000112249
AKR1E2 ENSG00000165568.13 0.241707 0.083287 ENSG00000165568
PCDHB12 ENSG00000120328.4 0.128301 0.06068 ENSG00000120328
C1orf106 ENSG00000163362.6 0.189183 0.072114 ENSG00000163362
ZNF211 ENSG00000121417.9 0.23424 0.076247 ENSG00000121417
SLC10A6 ENSG00000145283.7 0.17487 0.069528 ENSG00000145283
PAMR1 ENSG00000149090.7 0.181822 0.086057 ENSG00000149090
DPP7 ENSG00000176978.9 0.150811 0.065392 ENSG00000176978
C10orf68 ENSG00000150076.18 0.268983 0.071861 ENSG00000150076
HHLA3 ENSG00000197568.9 0.229495 0.078515 ENSG00000197568
CHKB ENSG00000100288.15 0.256894 0.077862 ENSG00000100288
BAIAP2L2 ENSG00000128298.12 0.151285 0.068472 ENSG00000128298
RGPD8 ENSG00000169629.7 0.51704 0.069888 ENSG00000169629
DYNC1I1 ENSG00000158560.10 0.175258 0.077299 ENSG00000158560
SMARCA4 ENSG00000127616.12 0.173937 0.060953 ENSG00000127616
CLCN7 ENSG00000103249.13 0.268585 0.083569 ENSG00000103249
GSTM3 ENSG00000134202.6 0.587152 0.069883 ENSG00000134202
FBLN7 ENSG00000144152.8 0.175645 0.072131 ENSG00000144152
CYP8B1 ENSG00000180432.4 0.234346 0.085812 ENSG00000180432
SLC27A5 ENSG00000083807.5 0.191048 0.072657 ENSG00000083807
NUDT2 ENSG00000164978.13 0.637117 0.058999 ENSG00000164978
NME7 ENSG00000143156.9 0.157924 0.062874 ENSG00000143156
LYNX1 ENSG00000180155.14 0.216266 0.080052 ENSG00000180155
CBLN1 ENSG00000102924.7 0.170951 0.074503 ENSG00000102924
MRPL45 ENSG00000174100.5 0.18468 0.079762 ENSG00000174100
LDB3 ENSG00000122367.15 0.266861 0.078587 ENSG00000122367
GUF1 ENSG00000151806.9 0.457942 0.072858 ENSG00000151806
ALG11 ENSG00000253710.1 0.213322 0.071898 ENSG00000253710
DNPH1 ENSG00000112667.8 0.197008 0.080733 ENSG00000112667
CNOT6L ENSG00000138767.8 0.161881 0.071431 ENSG00000138767
ASB4 ENSG00000005981.8 0.319075 0.075627 ENSG00000005981
TADA2A ENSG00000108264.12 0.368221 0.073494 ENSG00000108264
MED19 ENSG00000156603.10 0.265453 0.079327 ENSG00000156603
CCDC92 ENSG00000119242.4 0.182356 0.080321 ENSG00000119242
UGGT2 ENSG00000102595.14 0.309111 0.07622 ENSG00000102595
ZNF365 ENSG00000138311.11 0.194693 0.076197 ENSG00000138311
CDIPT ENSG00000103502.9 0.208232 0.084566 ENSG00000103502
CSGALNACT2 ENSG00000169826.6 0.297894 0.080607 ENSG00000169826
NUDT6 ENSG00000170917.8 0.109028 0.054217 ENSG00000170917
WFS1 ENSG00000109501.9 0.356601 0.079019 ENSG00000109501
MAT1A ENSG00000151224.8 0.230129 0.068515 ENSG00000151224
LYRM2 ENSG00000083099.6 0.147732 0.07046 ENSG00000083099
APBB2 ENSG00000163697.12 0.170593 0.079509 ENSG00000163697
MAVS ENSG00000088888.13 0.281364 0.090026 ENSG00000088888
DDX58 ENSG00000107201.5 0.290675 0.076822 ENSG00000107201
SPHK1 ENSG00000176170.9 0.158895 0.076507 ENSG00000176170
GP6 ENSG00000088053.7 0.189883 0.090058 ENSG00000088053
MZT2A ENSG00000173272.9 0.53313 0.071613 ENSG00000173272
CYB561D2 ENSG00000114395.6 0.242921 0.101173 ENSG00000114395
ETV4 ENSG00000175832.8 0.238998 0.066912 ENSG00000175832
LYPD3 ENSG00000124466.8 0.197861 0.072707 ENSG00000124466
C20orf26 ENSG00000089101.13 0.157392 0.071051 ENSG00000089101
STRA13 ENSG00000169689.10 0.168399 0.083656 ENSG00000169689
SH2D3A ENSG00000125731.8 0.329525 0.085552 ENSG00000125731
PNPO ENSG00000108439.5 0.153862 0.062803 ENSG00000108439
RIBC2 ENSG00000128408.7 0.25845 0.075842 ENSG00000128408
FRMD4A ENSG00000151474.15 0.23265 0.085081 ENSG00000151474
PPP1R3C ENSG00000119938.8 0.164991 0.064338 ENSG00000119938
PARVG ENSG00000138964.11 0.2006 0.082819 ENSG00000138964
CHST1 ENSG00000175264.3 0.160046 0.074439 ENSG00000175264
SF3B3 ENSG00000189091.8 0.223973 0.073304 ENSG00000189091
CDK10 ENSG00000185324.17 0.296425 0.075012 ENSG00000185324
BNIP1 ENSG00000113734.13 0.394489 0.084734 ENSG00000113734
CNTN2 ENSG00000184144.5 0.220277 0.070924 ENSG00000184144
BICC1 ENSG00000122870.7 0.147097 0.070232 ENSG00000122870
RRAS2 ENSG00000133818.8 0.223423 0.077257 ENSG00000133818
PTPLAD2 ENSG00000188921.11 0.541993 0.074103 ENSG00000188921
C15orf65 ENSG00000261652.2 0.171553 0.071492 ENSG00000261652
FAM81B ENSG00000153347.5 0.162547 0.066739 ENSG00000153347
ZNF432 ENSG00000256087.2 0.395702 0.081573 ENSG00000256087
CHMP1A ENSG00000131165.10 0.421687 0.086526 ENSG00000131165
PLAC8L1 ENSG00000173261.4 0.187591 0.068552 ENSG00000173261
FKBP1A ENSG00000088832.10 0.223744 0.094268 ENSG00000088832
ZBED6CL ENSG00000188707.4 0.154688 0.067524 ENSG00000188707
ACADM ENSG00000117054.9 0.18943 0.065534 ENSG00000117054
LCAT ENSG00000213398.3 0.180379 0.078569 ENSG00000213398
ACSF3 ENSG00000176715.11 0.253693 0.077553 ENSG00000176715
MTAP ENSG00000099810.14 0.15213 0.071064 ENSG00000099810
GLO1 ENSG00000124767.6 0.475678 0.075172 ENSG00000124767
SMG7 ENSG00000116698.16 0.131475 0.063257 ENSG00000116698
REEP5 ENSG00000129625.8 0.176181 0.069388 ENSG00000129625
NUP35 ENSG00000163002.8 0.170071 0.069077 ENSG00000163002
FOXP1 ENSG00000114861.14 0.174513 0.077693 ENSG00000114861
GCDH ENSG00000105607.8 0.197292 0.071031 ENSG00000105607
NCF2 ENSG00000116701.10 0.318681 0.091005 ENSG00000116701
MBOAT7 ENSG00000125505.12 0.182075 0.08724 ENSG00000125505
PLA2G7 ENSG00000146070.12 0.144104 0.066804 ENSG00000146070
TMEM235 ENSG00000204278.8 0.162937 0.073741 ENSG00000204278
FAM184A ENSG00000111879.14 0.180614 0.067283 ENSG00000111879
LPCAT2 ENSG00000087253.7 0.150943 0.074859 ENSG00000087253
UNC79 ENSG00000133958.9 0.184813 0.073908 ENSG00000133958
STRC ENSG00000242866.5 0.258241 0.090338 ENSG00000242866
SMPD2 ENSG00000135587.4 0.196191 0.066402 ENSG00000135587
FKBP11 ENSG00000134285.6 0.165786 0.070169 ENSG00000134285
MRPL54 ENSG00000183617.4 0.416667 0.091992 ENSG00000183617
HBS1L ENSG00000112339.10 0.148527 0.068225 ENSG00000112339
CCDC171 ENSG00000164989.11 0.154004 0.064954 ENSG00000164989
HIBCH ENSG00000198130.10 0.14426 0.063519 ENSG00000198130
RGCC ENSG00000102760.12 0.17993 0.070953 ENSG00000102760
FGF5 ENSG00000138675.12 0.148252 0.070975 ENSG00000138675
EIF3C ENSG00000184110.10 0.122116 0.058768 ENSG00000184110
EXOSC6 ENSG00000223496.1 0.251904 0.076629 ENSG00000223496
HILPDA ENSG00000135245.9 0.185172 0.074902 ENSG00000135245
IL1R2 ENSG00000115590.9 0.365158 0.077547 ENSG00000115590
MRPL14 ENSG00000180992.5 0.225205 0.079301 ENSG00000180992
MPHOSPH6 ENSG00000135698.5 0.172838 0.075916 ENSG00000135698
DHX8 ENSG00000067596.6 0.374528 0.087445 ENSG00000067596
TIGD2 ENSG00000180346.2 0.155524 0.068194 ENSG00000180346
PFKM ENSG00000152556.11 0.268424 0.079923 ENSG00000152556
DHX34 ENSG00000134815.14 0.192958 0.077138 ENSG00000134815
METTL17 ENSG00000165792.13 0.18446 0.079354 ENSG00000165792
FGFR4 ENSG00000160867.10 0.173177 0.062694 ENSG00000160867
HHATL ENSG00000010282.10 0.168332 0.068023 ENSG00000010282
TCTN2 ENSG00000168778.7 0.277023 0.073119 ENSG00000168778
CRYZ ENSG00000116791.9 0.672542 0.058517 ENSG00000116791
TSPAN17 ENSG00000048140.13 0.527095 0.070937 ENSG00000048140
DNAJB1 ENSG00000132002.3 0.181969 0.076029 ENSG00000132002
SLC35F5 ENSG00000115084.8 0.32165 0.074839 ENSG00000115084
PLLP ENSG00000102934.5 0.249027 0.079315 ENSG00000102934
MSI1 ENSG00000135097.2 0.211413 0.077069 ENSG00000135097
TMEM61 ENSG00000143001.4 0.367127 0.082373 ENSG00000143001
VCAM1 ENSG00000162692.6 0.126195 0.062324 ENSG00000162692
GRIK2 ENSG00000164418.15 0.1782 0.074831 ENSG00000164418
SYCE1L ENSG00000205078.5 0.407965 0.079178 ENSG00000205078
AC021860.1 ENSG00000196355.2 0.561971 0.07283 ENSG00000196355
KCNC3 ENSG00000131398.9 0.250684 0.081802 ENSG00000131398
FPGT ENSG00000254685.1 0.179717 0.068813 ENSG00000254685
TTLL6 ENSG00000170703.11 0.15793 0.069807 ENSG00000170703
CTD-3105H18.18 ENSG00000269755.1 0.126957 0.063154 ENSG00000269755
PTER ENSG00000165983.10 0.318672 0.078639 ENSG00000165983
SLC36A1 ENSG00000123643.7 0.348333 0.079657 ENSG00000123643
TMEM8B ENSG00000137103.12 0.132613 0.064625 ENSG00000137103
TMEM161A ENSG00000064545.10 0.168843 0.073127 ENSG00000064545
UIMC1 ENSG00000087206.12 0.174145 0.066108 ENSG00000087206
TAB2 ENSG00000055208.13 0.165328 0.078957 ENSG00000055208
NAGS ENSG00000161653.6 0.149105 0.067879 ENSG00000161653
RAET1E ENSG00000164520.7 0.162463 0.073418 ENSG00000164520
ZNF471 ENSG00000196263.3 0.182163 0.082208 ENSG00000196263
OMA1 ENSG00000162600.7 0.180023 0.077266 ENSG00000162600
LRRK2 ENSG00000188906.9 0.1929 0.064317 ENSG00000188906
C7orf73 ENSG00000243317.3 0.521232 0.07521 ENSG00000243317
NUDT13 ENSG00000166321.9 0.295738 0.082956 ENSG00000166321
GOLT1B ENSG00000111711.5 0.159211 0.073996 ENSG00000111711
RBM26 ENSG00000139746.11 0.133627 0.064953 ENSG00000139746
KCNJ11 ENSG00000187486.5 0.320279 0.078095 ENSG00000187486
SLC25A30 ENSG00000174032.12 0.215351 0.073083 ENSG00000174032
NAPRT1 ENSG00000147813.11 0.726264 0.052442 ENSG00000147813
TOR3A ENSG00000186283.9 0.134482 0.05843 ENSG00000186283
ZDHHC7 ENSG00000153786.8 0.233572 0.092093 ENSG00000153786
FAM107A ENSG00000168309.12 0.264535 0.082981 ENSG00000168309
KLK10 ENSG00000129451.7 0.371591 0.089624 ENSG00000129451
TGM3 ENSG00000125780.11 0.191386 0.077952 ENSG00000125780
SPG20OS ENSG00000120664.6 0.139641 0.06789 ENSG00000120664
DPP10 ENSG00000175497.12 0.158417 0.063355 ENSG00000175497
METTL21D ENSG00000100483.9 0.157362 0.066675 ENSG00000100483
MED24 ENSG00000008838.13 0.160301 0.066965 ENSG00000008838
PDLIM5 ENSG00000163110.10 0.156741 0.068299 ENSG00000163110
SLC44A5 ENSG00000137968.12 0.633201 0.056534 ENSG00000137968
FAM114A1 ENSG00000197712.7 0.232988 0.07887 ENSG00000197712
CLTB ENSG00000175416.8 0.305866 0.087755 ENSG00000175416
MARCO ENSG00000019169.9 0.181717 0.081136 ENSG00000019169
CASP8 ENSG00000064012.17 0.346366 0.085136 ENSG00000064012
SPTBN5 ENSG00000137877.8 0.180699 0.071524 ENSG00000137877
SLC39A2 ENSG00000165794.5 0.274951 0.084152 ENSG00000165794
PARG ENSG00000227345.4 0.13296 0.065517 ENSG00000227345
CYP2W1 ENSG00000073067.9 0.204996 0.073485 ENSG00000073067
NSUN7 ENSG00000179299.12 0.298193 0.077168 ENSG00000179299
SPATA6L ENSG00000106686.12 0.48022 0.079882 ENSG00000106686
DDX55 ENSG00000111364.11 0.184221 0.067944 ENSG00000111364
ZNF615 ENSG00000197619.9 0.160973 0.068368 ENSG00000197619
SHCBP1 ENSG00000171241.4 0.144508 0.068912 ENSG00000171241
TIMM13 ENSG00000099800.3 0.160129 0.07575 ENSG00000099800
SLC46A3 ENSG00000139508.10 0.195025 0.07391 ENSG00000139508
FBXO31 ENSG00000103264.11 0.174997 0.074573 ENSG00000103264
PHGR1 ENSG00000233041.4 0.162017 0.076479 ENSG00000233041
GPR63 ENSG00000112218.7 0.425485 0.074806 ENSG00000112218
ARL17A ENSG00000185829.11 0.543549 0.079399 ENSG00000185829
EXT2 ENSG00000151348.9 0.199302 0.083515 ENSG00000151348
RP11-419C5.2 ENSG00000226232.3 0.552543 0.073998 ENSG00000226232
SYT13 ENSG00000019505.3 0.360709 0.076411 ENSG00000019505
DHX15 ENSG00000109606.8 0.214753 0.079284 ENSG00000109606
CTD-2368P22.1 ENSG00000176593.3 0.243003 0.073684 ENSG00000176593
SAP25 ENSG00000205307.6 0.230022 0.082485 ENSG00000205307
SIGLEC12 ENSG00000254521.2 0.382769 0.078368 ENSG00000254521
SCAMP2 ENSG00000140497.12 0.171818 0.073675 ENSG00000140497
CDC5L ENSG00000096401.7 0.180135 0.088299 ENSG00000096401
EDEM3 ENSG00000116406.14 0.189622 0.066025 ENSG00000116406
