AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
IDI2 ENSG00000148377.5 0.12218 0.05084 ENSG00000148377
IDNK ENSG00000148057.11 0.124445 0.057039 ENSG00000148057
NOM1 ENSG00000146909.3 0.244281 0.066374 ENSG00000146909
ADAMTS19 ENSG00000145808.4 0.116591 0.054712 ENSG00000145808
GOLGA4 ENSG00000144674.12 0.143732 0.065451 ENSG00000144674
POLR2D ENSG00000144231.6 0.20673 0.069769 ENSG00000144231
EPHX1 ENSG00000143819.8 0.113976 0.056935 ENSG00000143819
RPTOR ENSG00000141564.9 0.175527 0.072112 ENSG00000141564
GAS8 ENSG00000141013.10 0.274194 0.07748 ENSG00000141013
SYT16 ENSG00000139973.11 0.224872 0.07894 ENSG00000139973
PHF11 ENSG00000136147.12 0.1201 0.056136 ENSG00000136147
WASF3 ENSG00000132970.8 0.147229 0.062079 ENSG00000132970
ANKEF1 ENSG00000132623.10 0.266614 0.078108 ENSG00000132623
FBP2 ENSG00000130957.4 0.13696 0.065967 ENSG00000130957
PKDREJ ENSG00000130943.5 0.119433 0.053749 ENSG00000130943
COLGALT1 ENSG00000130309.6 0.227892 0.075423 ENSG00000130309
RPL36 ENSG00000130255.8 0.147502 0.069672 ENSG00000130255
DPP6 ENSG00000130226.12 0.133932 0.062754 ENSG00000130226
TEP1 ENSG00000129566.8 0.16094 0.073937 ENSG00000129566
SPINK2 ENSG00000128040.6 0.116078 0.055953 ENSG00000128040
ABHD8 ENSG00000127220.5 0.152161 0.068705 ENSG00000127220
POLR1B ENSG00000125630.11 0.278263 0.075124 ENSG00000125630
WBP4 ENSG00000120688.7 0.15688 0.067166 ENSG00000120688
MTRF1 ENSG00000120662.11 0.137252 0.063111 ENSG00000120662
C2orf40 ENSG00000119147.5 0.18067 0.070331 ENSG00000119147
TCEANC2 ENSG00000116205.6 0.123219 0.053748 ENSG00000116205
SPARC ENSG00000113140.6 0.156687 0.071805 ENSG00000113140
NCOA7 ENSG00000111912.14 0.122546 0.059018 ENSG00000111912
TMEM14C ENSG00000111843.9 0.090563 0.044369 ENSG00000111843
ZNF330 ENSG00000109445.6 0.144132 0.062421 ENSG00000109445
RPS16 ENSG00000105193.4 0.19834 0.060799 ENSG00000105193
SLC25A15 ENSG00000102743.10 0.127356 0.055731 ENSG00000102743
HAO1 ENSG00000101323.4 0.121796 0.06048 ENSG00000101323
NFKBIA ENSG00000100906.6 0.132483 0.064225 ENSG00000100906
SUN2 ENSG00000100242.11 0.13644 0.060127 ENSG00000100242
DERL3 ENSG00000099958.10 0.135523 0.059284 ENSG00000099958
SEC22C ENSG00000093183.9 0.158063 0.06525 ENSG00000093183
PKP1 ENSG00000081277.7 0.193004 0.073519 ENSG00000081277
CACNA1S ENSG00000081248.6 0.141139 0.070118 ENSG00000081248
CHRNA3 ENSG00000080644.11 0.265273 0.06492 ENSG00000080644
RIMS1 ENSG00000079841.14 0.322825 0.066847 ENSG00000079841
TMEM38A ENSG00000072954.2 0.165646 0.068519 ENSG00000072954
HOMER3 ENSG00000051128.14 0.193881 0.07887 ENSG00000051128
OFD1 ENSG00000046651.10 0.226379 0.084932 ENSG00000046651
SPDL1 ENSG00000040275.12 0.130924 0.063294 ENSG00000040275
TFPI ENSG00000003436.10 0.108594 0.05142 ENSG00000003436
