AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
AGAP9 ENSG00000198035.9 0.366308 0.082789 ENSG00000198035
PALLD ENSG00000129116.13 0.03772 0.054871 ENSG00000129116
AHCYL1 ENSG00000168710.13 0.125018 0.066146 ENSG00000168710
FAM21A ENSG00000099290.11 0.665154 0.059624 ENSG00000099290
TMEM243 ENSG00000135185.7 0.047196 0.045141 ENSG00000135185
HSD17B4 ENSG00000133835.10 0.036801 0.046084 ENSG00000133835
TUBD1 ENSG00000108423.10 0.06391 0.053105 ENSG00000108423
CBX7 ENSG00000100307.8 0.015595 0.036658 ENSG00000100307
CCT5 ENSG00000150753.7 0.011709 0.045581 ENSG00000150753
RNASEH2A ENSG00000104889.4 0.033383 0.046331 ENSG00000104889
VEGFB ENSG00000173511.5 0.041771 0.045801 ENSG00000173511
E2F6 ENSG00000169016.12 0.047014 0.046769 ENSG00000169016
HEY1 ENSG00000164683.12 0.071253 0.059936 ENSG00000164683
SPG11 ENSG00000104133.10 0.011197 0.026472 ENSG00000104133
LPO ENSG00000167419.6 0.014745 0.034781 ENSG00000167419
ZNF841 ENSG00000197608.7 0.132545 0.074156 ENSG00000197608
THAP2 ENSG00000173451.2 0.062644 0.057838 ENSG00000173451
RPS27L ENSG00000185088.8 0.284314 0.076595 ENSG00000185088
CHRM3 ENSG00000133019.7 0.049311 0.067261 ENSG00000133019
ZDHHC17 ENSG00000186908.10 0.021055 0.049908 ENSG00000186908
GORAB ENSG00000120370.8 0.075453 0.057109 ENSG00000120370
FAM115A ENSG00000198420.5 0.108611 0.068974 ENSG00000198420
ZBTB11 ENSG00000066422.4 0.015189 0.034252 ENSG00000066422
NKX3-2 ENSG00000109705.7 0.133612 0.066576 ENSG00000109705
HNRNPK ENSG00000165119.14 0.04534 0.05267 ENSG00000165119
PXT1 ENSG00000179165.9 0.150502 0.072214 ENSG00000179165
ZNF746 ENSG00000181220.11 0.108651 0.063995 ENSG00000181220
CTDSPL ENSG00000144677.10 0.045579 0.050795 ENSG00000144677
TRPT1 ENSG00000149743.9 0.032914 0.049722 ENSG00000149743
SCGB3A1 ENSG00000161055.3 0.097487 0.070194 ENSG00000161055
TSPAN15 ENSG00000099282.5 0.18983 0.079955 ENSG00000099282
ARHGAP32 ENSG00000134909.14 0.013 0.036729 ENSG00000134909
SURF1 ENSG00000148290.5 0.085923 0.074296 ENSG00000148290
TMEM11 ENSG00000178307.5 0.010585 0.031636 ENSG00000178307
AKNAD1 ENSG00000162641.14 0.065569 0.053325 ENSG00000162641
CDC42BPG ENSG00000171219.8 0.049285 0.050459 ENSG00000171219
GPIHBP1 ENSG00000182851.2 0.067847 0.055368 ENSG00000182851
CSRP3 ENSG00000129170.4 0.048919 0.065037 ENSG00000129170
DCUN1D2 ENSG00000150401.10 0.242354 0.085423 ENSG00000150401
PITHD1 ENSG00000057757.5 0.051029 0.048223 ENSG00000057757
FSTL3 ENSG00000070404.5 0.02029 0.057065 ENSG00000070404
MCM6 ENSG00000076003.4 0.070222 0.049269 ENSG00000076003
ADH5 ENSG00000197894.6 0.179302 0.076312 ENSG00000197894
EP400NL ENSG00000185684.8 0.413325 0.080553 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.226561 0.074502 ENSG00000163320
CLEC18A ENSG00000157322.12 0.566249 0.070216 ENSG00000157322
ACTR8 ENSG00000113812.9 0.138449 0.072853 ENSG00000113812
NDUFS8 ENSG00000110717.6 0.042272 0.044692 ENSG00000110717
CDYL2 ENSG00000166446.9 0.045157 0.059112 ENSG00000166446
GALNT3 ENSG00000115339.9 0.172916 0.065338 ENSG00000115339
XRN2 ENSG00000088930.6 0.062726 0.055518 ENSG00000088930
HDAC5 ENSG00000108840.11 0.024915 0.033039 ENSG00000108840
ANKLE1 ENSG00000160117.10 0.203036 0.080793 ENSG00000160117
CEP85L ENSG00000111860.9 0.083346 0.050852 ENSG00000111860
CASC5 ENSG00000137812.15 0.044472 0.044359 ENSG00000137812
CDKL1 ENSG00000100490.5 0.159019 0.07195 ENSG00000100490
JOSD1 ENSG00000100221.6 0.096965 0.051004 ENSG00000100221
RNF31 ENSG00000092098.12 0.048804 0.048317 ENSG00000092098
GLTSCR1 ENSG00000063169.6 0.014027 0.028605 ENSG00000063169
C9orf142 ENSG00000148362.6 0.166726 0.078284 ENSG00000148362
TCTN1 ENSG00000204852.11 0.073612 0.050987 ENSG00000204852
DENND2C ENSG00000175984.10 0.044959 0.061903 ENSG00000175984
TBC1D9 ENSG00000109436.7 0.037181 0.057766 ENSG00000109436
KCNK1 ENSG00000135750.10 0.23334 0.082482 ENSG00000135750
VWA5A ENSG00000110002.11 0.046595 0.050761 ENSG00000110002
PLN ENSG00000198523.5 0.010333 0.033905 ENSG00000198523
MOCS2 ENSG00000164172.14 0.079551 0.054362 ENSG00000164172
STK36 ENSG00000163482.7 0.085608 0.057014 ENSG00000163482
HAAO ENSG00000162882.10 0.029143 0.032865 ENSG00000162882
ZNF76 ENSG00000065029.10 0.038961 0.069718 ENSG00000065029
METTL15 ENSG00000169519.15 0.05957 0.039842 ENSG00000169519
EAF1 ENSG00000144597.9 0.096704 0.065796 ENSG00000144597
C3orf14 ENSG00000114405.6 0.025409 0.054546 ENSG00000114405
TXNL1 ENSG00000091164.8 0.016099 0.039714 ENSG00000091164
ULK4 ENSG00000168038.6 0.214613 0.067363 ENSG00000168038
SLC27A2 ENSG00000140284.6 0.109789 0.064734 ENSG00000140284
TNKS1BP1 ENSG00000149115.9 0.015678 0.02813 ENSG00000149115
PXMP2 ENSG00000176894.5 0.132208 0.066106 ENSG00000176894
SLC52A3 ENSG00000101276.10 0.121096 0.090071 ENSG00000101276
RASSF4 ENSG00000107551.15 0.011676 0.038624 ENSG00000107551
PSTPIP1 ENSG00000140368.8 0.011306 0.026468 ENSG00000140368
ADAM33 ENSG00000149451.13 0.06031 0.062724 ENSG00000149451
LEFTY1 ENSG00000243709.1 0.036646 0.05147 ENSG00000243709
MNX1 ENSG00000130675.10 0.037278 0.051855 ENSG00000130675
CARD9 ENSG00000187796.9 0.044622 0.073296 ENSG00000187796
OAF ENSG00000184232.4 0.031179 0.050174 ENSG00000184232
ABHD6 ENSG00000163686.9 0.031716 0.037086 ENSG00000163686
AP1S1 ENSG00000106367.9 0.401119 0.077886 ENSG00000106367
ZDHHC16 ENSG00000171307.14 0.026524 0.04575 ENSG00000171307
RABGAP1L ENSG00000152061.17 0.219805 0.070353 ENSG00000152061
NOP58 ENSG00000055044.6 0.027367 0.040499 ENSG00000055044
RNF165 ENSG00000141622.9 0.05289 0.068483 ENSG00000141622
DNAJB14 ENSG00000164031.12 0.065442 0.055117 ENSG00000164031
ZNF473 ENSG00000142528.11 0.060718 0.067172 ENSG00000142528
TMEM60 ENSG00000135211.5 0.207374 0.070023 ENSG00000135211
IL27RA ENSG00000104998.2 0.074733 0.067393 ENSG00000104998
FZD8 ENSG00000177283.4 0.082492 0.062119 ENSG00000177283
TVP23B ENSG00000171928.9 0.020244 0.029589 ENSG00000171928
TMEM55A ENSG00000155099.3 0.025488 0.035178 ENSG00000155099
CDON ENSG00000064309.10 0.021251 0.03723 ENSG00000064309
ZNF446 ENSG00000083838.11 0.070672 0.046657 ENSG00000083838
ANKRD16 ENSG00000134461.11 0.206085 0.078912 ENSG00000134461
POLR3GL ENSG00000121851.8 0.037009 0.048713 ENSG00000121851
HEXA ENSG00000213614.5 0.044608 0.048041 ENSG00000213614
HIST2H2BF ENSG00000203814.5 0.018031 0.050675 ENSG00000203814
FGB ENSG00000171564.7 0.069767 0.059864 ENSG00000171564
RACGAP1 ENSG00000161800.8 0.073719 0.054715 ENSG00000161800
RNF25 ENSG00000163481.3 0.031215 0.045214 ENSG00000163481
NUAK2 ENSG00000163545.7 0.039762 0.04632 ENSG00000163545
CHTF18 ENSG00000127586.12 0.054076 0.062408 ENSG00000127586
RAB36 ENSG00000100228.8 0.125629 0.070262 ENSG00000100228
CLASP1 ENSG00000074054.13 0.022902 0.04892 ENSG00000074054
CCL25 ENSG00000131142.9 0.088905 0.063288 ENSG00000131142
CAV2 ENSG00000105971.9 0.039292 0.045649 ENSG00000105971
CHI3L1 ENSG00000133048.8 0.153005 0.077766 ENSG00000133048
PSMD5 ENSG00000095261.9 0.053849 0.053296 ENSG00000095261
GNPDA1 ENSG00000113552.11 0.114399 0.064333 ENSG00000113552
DECR2 ENSG00000242612.2 0.144314 0.079403 ENSG00000242612
TAC3 ENSG00000166863.7 0.039328 0.055288 ENSG00000166863
ZNF304 ENSG00000131845.10 0.112959 0.065055 ENSG00000131845
LIN7C ENSG00000148943.7 0.058296 0.050321 ENSG00000148943
TBXAS1 ENSG00000059377.11 0.020219 0.044627 ENSG00000059377
HOXD3 ENSG00000128652.7 0.098477 0.071847 ENSG00000128652
ABCF3 ENSG00000161204.7 0.032533 0.066883 ENSG00000161204
RECQL ENSG00000004700.11 0.221613 0.085673 ENSG00000004700
DDOST ENSG00000244038.5 0.01497 0.047152 ENSG00000244038
UBA52 ENSG00000221983.3 0.092878 0.058862 ENSG00000221983
SERGEF ENSG00000129158.6 0.070985 0.054747 ENSG00000129158
CCNT1 ENSG00000129315.5 0.045517 0.043387 ENSG00000129315
GDE1 ENSG00000006007.7 0.0495 0.063069 ENSG00000006007
AKR1C2 ENSG00000151632.12 0.332689 0.082857 ENSG00000151632
PKHD1 ENSG00000170927.10 0.221945 0.066472 ENSG00000170927
PRKG2 ENSG00000138669.5 0.085526 0.065068 ENSG00000138669
TNFRSF18 ENSG00000186891.9 0.06304 0.055701 ENSG00000186891
ALAS1 ENSG00000023330.10 0.051935 0.045115 ENSG00000023330
RP11-664I21.6 ENSG00000254943.1 0.04001 0.047207 ENSG00000254943
RNF113B ENSG00000139797.7 0.011493 0.040986 ENSG00000139797
GNAI2 ENSG00000114353.12 0.046176 0.039578 ENSG00000114353
HAUS6 ENSG00000147874.6 0.020813 0.049107 ENSG00000147874
EPS15 ENSG00000085832.12 0.470754 0.090575 ENSG00000085832
MDM2 ENSG00000135679.17 0.03162 0.047764 ENSG00000135679
EPN3 ENSG00000049283.13 0.037026 0.055252 ENSG00000049283
NPIPB7 ENSG00000233232.2 0.12187 0.055857 ENSG00000233232
L3HYPDH ENSG00000126790.7 0.028724 0.04083 ENSG00000126790
MFSD3 ENSG00000167700.4 0.022087 0.03423 ENSG00000167700
SLC44A2 ENSG00000129353.10 0.241424 0.079214 ENSG00000129353
AFAP1L2 ENSG00000169129.10 0.051455 0.061826 ENSG00000169129
PLA2G15 ENSG00000103066.8 0.140255 0.062796 ENSG00000103066
TEX264 ENSG00000164081.8 0.019112 0.025955 ENSG00000164081
SNX19 ENSG00000120451.6 0.036381 0.041137 ENSG00000120451
PRR14 ENSG00000156858.7 0.092131 0.056097 ENSG00000156858
ZNF7 ENSG00000147789.11 0.314025 0.07765 ENSG00000147789
ZNF772 ENSG00000197128.7 0.061502 0.053963 ENSG00000197128
SMIM2 ENSG00000139656.5 0.346259 0.083401 ENSG00000139656
C22orf26 ENSG00000182257.5 0.024018 0.055114 ENSG00000182257
FSIP2 ENSG00000188738.9 0.096298 0.059559 ENSG00000188738
VPS9D1 ENSG00000075399.8 0.298355 0.078684 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.472251 0.075402 ENSG00000053900
CACNB1 ENSG00000067191.11 0.039634 0.041582 ENSG00000067191
SMDT1 ENSG00000183172.7 0.603911 0.065399 ENSG00000183172
ODF2 ENSG00000136811.11 0.052156 0.050444 ENSG00000136811
BCCIP ENSG00000107949.12 0.058324 0.051954 ENSG00000107949
BRICD5 ENSG00000182685.3 0.078114 0.056239 ENSG00000182685
TYRO3 ENSG00000092445.7 0.011954 0.03654 ENSG00000092445
PDE4C ENSG00000105650.16 0.024842 0.045318 ENSG00000105650
FER ENSG00000151422.8 0.102921 0.059576 ENSG00000151422
EVI5L ENSG00000142459.4 0.060535 0.062605 ENSG00000142459
OSBPL6 ENSG00000079156.12 0.314401 0.078575 ENSG00000079156
NAALADL1 ENSG00000168060.10 0.117684 0.062504 ENSG00000168060
KIDINS220 ENSG00000134313.10 0.124372 0.072682 ENSG00000134313
RAB22A ENSG00000124209.3 0.089135 0.073116 ENSG00000124209
NFIA ENSG00000162599.11 0.018498 0.045861 ENSG00000162599
KIAA1683 ENSG00000130518.11 0.227872 0.07264 ENSG00000130518
TMEM101 ENSG00000091947.5 0.0981 0.06308 ENSG00000091947
PHYH ENSG00000107537.9 0.208896 0.090935 ENSG00000107537
TRIM38 ENSG00000112343.8 0.065767 0.047947 ENSG00000112343
POLR2A ENSG00000181222.10 0.024082 0.035823 ENSG00000181222
NDRG2 ENSG00000165795.16 0.054614 0.066428 ENSG00000165795
IRF1 ENSG00000125347.9 0.028904 0.037682 ENSG00000125347
ARG1 ENSG00000118520.8 0.455327 0.081338 ENSG00000118520
RABL2A ENSG00000144134.14 0.158879 0.072555 ENSG00000144134
CFHR1 ENSG00000244414.1 0.031089 0.04356 ENSG00000244414
MGP ENSG00000111341.5 0.031982 0.045954 ENSG00000111341
TXNL4B ENSG00000140830.4 0.14609 0.071628 ENSG00000140830
PCIF1 ENSG00000100982.7 0.018054 0.045443 ENSG00000100982
TEPP ENSG00000159648.7 0.210689 0.070405 ENSG00000159648
ALS2CL ENSG00000178038.12 0.09399 0.06537 ENSG00000178038
NECAP2 ENSG00000157191.15 0.065955 0.060378 ENSG00000157191
PPDPF ENSG00000125534.5 0.076112 0.055207 ENSG00000125534
TMEM87B ENSG00000153214.5 0.095151 0.053234 ENSG00000153214
KCTD6 ENSG00000168301.8 0.034853 0.044244 ENSG00000168301
SOWAHC ENSG00000198142.3 0.035969 0.03767 ENSG00000198142
ELMSAN1 ENSG00000156030.8 0.0464 0.05245 ENSG00000156030
VASH2 ENSG00000143494.11 0.085973 0.058364 ENSG00000143494
CAPN8 ENSG00000203697.7 0.117801 0.061765 ENSG00000203697
ACKR5 ENSG00000121797.9 0.063715 0.049404 ENSG00000121797
MACROD2 ENSG00000172264.12 0.061307 0.082344 ENSG00000172264
CRYL1 ENSG00000165475.9 0.254884 0.086779 ENSG00000165475
FAM153B ENSG00000182230.7 0.458784 0.072719 ENSG00000182230
UQCRC2 ENSG00000140740.6 0.089618 0.067357 ENSG00000140740
DHRS12 ENSG00000102796.6 0.010631 0.036685 ENSG00000102796
PRDM10 ENSG00000170325.10 0.047446 0.057849 ENSG00000170325
KRTAP1-1 ENSG00000188581.8 0.023208 0.037158 ENSG00000188581
SCPEP1 ENSG00000121064.8 0.161079 0.082471 ENSG00000121064
CCNDBP1 ENSG00000166946.9 0.046499 0.049041 ENSG00000166946
MPPED2 ENSG00000066382.12 0.020293 0.038457 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.030327 0.059767 ENSG00000157445
DDX59 ENSG00000118197.9 0.015319 0.053692 ENSG00000118197
RRBP1 ENSG00000125844.10 0.176062 0.071714 ENSG00000125844
MRPL37 ENSG00000116221.11 0.239407 0.087221 ENSG00000116221
DDX49 ENSG00000105671.7 0.062676 0.059568 ENSG00000105671
UBE2T ENSG00000077152.5 0.106973 0.070671 ENSG00000077152
MYL9 ENSG00000101335.5 0.03425 0.055795 ENSG00000101335
SUCO ENSG00000094975.8 0.032611 0.052318 ENSG00000094975
WSB1 ENSG00000109046.10 0.044928 0.044101 ENSG00000109046
SPG7 ENSG00000197912.9 0.068752 0.055034 ENSG00000197912
MAGI1 ENSG00000151276.18 0.025198 0.058801 ENSG00000151276
BDH1 ENSG00000161267.7 0.015655 0.06712 ENSG00000161267
TTC22 ENSG00000006555.6 0.050576 0.057901 ENSG00000006555
IP6K2 ENSG00000068745.10 0.173481 0.083143 ENSG00000068745
CCDC39 ENSG00000145075.7 0.135211 0.076329 ENSG00000145075
ANAPC13 ENSG00000129055.8 0.03405 0.042605 ENSG00000129055
FRY ENSG00000073910.15 0.084202 0.061097 ENSG00000073910
FTSJD2 ENSG00000137200.8 0.116192 0.069735 ENSG00000137200
TGFBR2 ENSG00000163513.13 0.011356 0.049844 ENSG00000163513
ANKRD46 ENSG00000186106.7 0.034814 0.047535 ENSG00000186106
SLC22A1 ENSG00000175003.8 0.04924 0.045552 ENSG00000175003
SCT ENSG00000070031.3 0.015887 0.034365 ENSG00000070031
ALDOA ENSG00000149925.12 0.039786 0.048001 ENSG00000149925
SUGT1 ENSG00000165416.9 0.045205 0.054543 ENSG00000165416
OR7A5 ENSG00000188269.4 0.231364 0.076122 ENSG00000188269
U2AF1 ENSG00000160201.7 0.011421 0.04175 ENSG00000160201
WDR26 ENSG00000162923.10 0.142618 0.06894 ENSG00000162923
DDIT4 ENSG00000168209.4 0.184086 0.084943 ENSG00000168209
SOX6 ENSG00000110693.11 0.025178 0.046098 ENSG00000110693
TRMT112 ENSG00000173113.2 0.106306 0.057397 ENSG00000173113
SEPT10 ENSG00000186522.10 0.053384 0.04799 ENSG00000186522
LIMCH1 ENSG00000064042.13 0.037329 0.049671 ENSG00000064042
EIF1B ENSG00000114784.3 0.013312 0.036829 ENSG00000114784
FIGN ENSG00000182263.9 0.232404 0.084591 ENSG00000182263
AC112715.2 ENSG00000224132.2 0.018136 0.039862 ENSG00000224132
RP11-1407O15.2 ENSG00000174093.6 0.054814 0.054985 ENSG00000174093
ZFYVE16 ENSG00000039319.12 0.037931 0.044696 ENSG00000039319
FAM213A ENSG00000122378.9 0.122364 0.05783 ENSG00000122378
C1orf189 ENSG00000163263.6 0.021001 0.035969 ENSG00000163263
AK9 ENSG00000155085.11 0.17587 0.069305 ENSG00000155085
TRAPPC3 ENSG00000054116.7 0.046925 0.04633 ENSG00000054116
SCAF8 ENSG00000213079.5 0.044861 0.057939 ENSG00000213079
OSR2 ENSG00000164920.5 0.032655 0.048028 ENSG00000164920
FBXL2 ENSG00000153558.9 0.02599 0.040766 ENSG00000153558
TMEM260 ENSG00000070269.9 0.081883 0.054711 ENSG00000070269
SIGLEC11 ENSG00000161640.11 0.027177 0.054285 ENSG00000161640
C1orf216 ENSG00000142686.7 0.054852 0.052413 ENSG00000142686
WDR75 ENSG00000115368.5 0.257872 0.076886 ENSG00000115368
BSCL2 ENSG00000168000.10 0.110903 0.06494 ENSG00000168000
ZNF251 ENSG00000198169.4 0.061847 0.042618 ENSG00000198169
ARL4D ENSG00000175906.4 0.406651 0.084089 ENSG00000175906
RAD17 ENSG00000152942.14 0.039812 0.053017 ENSG00000152942
SNX24 ENSG00000064652.6 0.016825 0.042656 ENSG00000064652
TIMM10 ENSG00000134809.4 0.386031 0.08621 ENSG00000134809
ADAMTS13 ENSG00000160323.14 0.025524 0.053194 ENSG00000160323
GLT1D1 ENSG00000151948.7 0.163003 0.094608 ENSG00000151948
SMAD3 ENSG00000166949.11 0.067511 0.061188 ENSG00000166949
CACNB3 ENSG00000167535.3 0.023653 0.034998 ENSG00000167535
HRCT1 ENSG00000196196.2 0.285782 0.082223 ENSG00000196196
LPAR3 ENSG00000171517.5 0.021041 0.050226 ENSG00000171517
TIMM44 ENSG00000104980.3 0.089423 0.068177 ENSG00000104980
DAB2 ENSG00000153071.10 0.012668 0.045458 ENSG00000153071
C12orf54 ENSG00000177627.5 0.168646 0.068541 ENSG00000177627
CNTN1 ENSG00000018236.10 0.725584 0.048028 ENSG00000018236
AES ENSG00000104964.10 0.041545 0.068507 ENSG00000104964
DOCK4 ENSG00000128512.15 0.05365 0.04795 ENSG00000128512
VSTM4 ENSG00000165633.7 0.13182 0.063864 ENSG00000165633
GTF2E2 ENSG00000197265.4 0.064857 0.057085 ENSG00000197265
DMRTA1 ENSG00000176399.2 0.379797 0.081622 ENSG00000176399
ADH4 ENSG00000198099.4 0.177215 0.076367 ENSG00000198099
JMJD7 ENSG00000243789.6 0.09506 0.05937 ENSG00000243789
LIMA1 ENSG00000050405.9 0.014484 0.035168 ENSG00000050405
DHODH ENSG00000102967.7 0.131963 0.055668 ENSG00000102967
MAST2 ENSG00000086015.15 0.060901 0.050005 ENSG00000086015
PYCARD ENSG00000103490.13 0.10195 0.067542 ENSG00000103490
CAMP ENSG00000164047.3 0.029918 0.030824 ENSG00000164047
NAGLU ENSG00000108784.5 0.148229 0.074777 ENSG00000108784
CCDC101 ENSG00000176476.4 0.065846 0.05223 ENSG00000176476
CIAPIN1 ENSG00000005194.10 0.248955 0.084147 ENSG00000005194
TSGA10 ENSG00000135951.10 0.039691 0.049579 ENSG00000135951
UPK1B ENSG00000114638.3 0.126643 0.065532 ENSG00000114638
CLDN16 ENSG00000113946.3 0.013402 0.043552 ENSG00000113946
FAM171A1 ENSG00000148468.12 0.029641 0.055915 ENSG00000148468
MED21 ENSG00000152944.4 0.130392 0.061205 ENSG00000152944
EFTUD2 ENSG00000108883.8 0.029581 0.041175 ENSG00000108883
ESPL1 ENSG00000135476.7 0.226475 0.080141 ENSG00000135476
HECA ENSG00000112406.4 0.019187 0.043771 ENSG00000112406
COQ5 ENSG00000110871.10 0.380054 0.07875 ENSG00000110871
ARHGAP17 ENSG00000140750.12 0.012697 0.044334 ENSG00000140750
RAP1B ENSG00000127314.13 0.048864 0.045091 ENSG00000127314
SHOC2 ENSG00000108061.7 0.032129 0.051484 ENSG00000108061
SLCO6A1 ENSG00000205359.5 0.044431 0.035498 ENSG00000205359
DPF2 ENSG00000133884.5 0.079883 0.055594 ENSG00000133884
ADCK5 ENSG00000173137.7 0.10918 0.061897 ENSG00000173137
CATSPER2 ENSG00000166762.12 0.314683 0.099251 ENSG00000166762
AGAP6 ENSG00000204149.5 0.470134 0.075332 ENSG00000204149
ZNF592 ENSG00000166716.5 0.01056 0.029557 ENSG00000166716
IFNLR1 ENSG00000185436.7 0.076757 0.059344 ENSG00000185436
ARHGAP23 ENSG00000225485.3 0.013674 0.042907 ENSG00000225485
GPR141 ENSG00000187037.4 0.032122 0.046684 ENSG00000187037
MOB4 ENSG00000115540.10 0.16583 0.073973 ENSG00000115540
TMEM231 ENSG00000205084.5 0.212169 0.076063 ENSG00000205084
COLQ ENSG00000206561.8 0.011657 0.041324 ENSG00000206561
NMT1 ENSG00000136448.7 0.04741 0.047901 ENSG00000136448
CCDC30 ENSG00000186409.10 0.03452 0.054628 ENSG00000186409
GSTA3 ENSG00000174156.8 0.082996 0.066741 ENSG00000174156
CILP ENSG00000138615.4 0.034072 0.036613 ENSG00000138615
CAPN10 ENSG00000142330.15 0.089107 0.063119 ENSG00000142330
EXOSC5 ENSG00000077348.4 0.201011 0.079437 ENSG00000077348
QRICH2 ENSG00000129646.9 0.109522 0.069448 ENSG00000129646
TDRD5 ENSG00000162782.11 0.272295 0.075803 ENSG00000162782
NR4A2 ENSG00000153234.9 0.033361 0.046641 ENSG00000153234
APOC1 ENSG00000130208.5 0.035023 0.049703 ENSG00000130208
CHDH ENSG00000016391.5 0.075175 0.060512 ENSG00000016391
C12orf45 ENSG00000151131.5 0.031391 0.049069 ENSG00000151131
DNAH1 ENSG00000114841.13 0.020953 0.033271 ENSG00000114841
F7 ENSG00000057593.9 0.046083 0.060396 ENSG00000057593
FAM208A ENSG00000163946.9 0.067145 0.050548 ENSG00000163946
BPTF ENSG00000171634.12 0.082086 0.068267 ENSG00000171634
ASL ENSG00000126522.12 0.11172 0.064493 ENSG00000126522
PRMT7 ENSG00000132600.12 0.207441 0.07005 ENSG00000132600
CDC42EP4 ENSG00000179604.8 0.173736 0.085922 ENSG00000179604
COPS4 ENSG00000138663.4 0.01237 0.047001 ENSG00000138663
PDHB ENSG00000168291.8 0.181381 0.069159 ENSG00000168291
TMA7 ENSG00000232112.3 0.01646 0.021329 ENSG00000232112
FAM117A ENSG00000121104.3 0.057719 0.061924 ENSG00000121104
CPEB2 ENSG00000137449.11 0.013623 0.039105 ENSG00000137449
TUBG2 ENSG00000037042.8 0.168728 0.066592 ENSG00000037042
TMC6 ENSG00000141524.11 0.068775 0.073371 ENSG00000141524
TSEN15 ENSG00000198860.7 0.064286 0.04639 ENSG00000198860
CAPRIN1 ENSG00000135387.15 0.089929 0.054021 ENSG00000135387
KIAA1009 ENSG00000135315.7 0.013531 0.032247 ENSG00000135315
AP1B1 ENSG00000100280.12 0.079854 0.049165 ENSG00000100280
TLE3 ENSG00000140332.11 0.034079 0.055938 ENSG00000140332
SP2 ENSG00000167182.11 0.018717 0.032193 ENSG00000167182
INADL ENSG00000132849.14 0.051126 0.070984 ENSG00000132849
GGH ENSG00000137563.7 0.084663 0.05661 ENSG00000137563
ZMIZ1 ENSG00000108175.12 0.06668 0.061057 ENSG00000108175
APTX ENSG00000137074.14 0.319027 0.080718 ENSG00000137074
MPP2 ENSG00000108852.10 0.519599 0.073348 ENSG00000108852
GBX1 ENSG00000164900.4 0.107047 0.071482 ENSG00000164900
ZCCHC9 ENSG00000131732.7 0.034006 0.051802 ENSG00000131732
ATP8B1 ENSG00000081923.6 0.016647 0.036683 ENSG00000081923
ASAH1 ENSG00000104763.13 0.164499 0.076007 ENSG00000104763
MUT ENSG00000146085.7 0.226656 0.074832 ENSG00000146085
BCS1L ENSG00000074582.8 0.060292 0.053521 ENSG00000074582
DOC2B ENSG00000262359.1 0.100164 0.068567 ENSG00000262359
POLQ ENSG00000051341.9 0.016352 0.035387 ENSG00000051341
AHRR ENSG00000063438.12 0.119142 0.073222 ENSG00000063438
DCPS ENSG00000110063.4 0.061772 0.052174 ENSG00000110063
LPPR3 ENSG00000129951.14 0.035101 0.048618 ENSG00000129951
PSMC5 ENSG00000087191.8 0.166747 0.07319 ENSG00000087191
ATXN10 ENSG00000130638.11 0.26897 0.080308 ENSG00000130638
GPR17 ENSG00000144230.12 0.358681 0.080353 ENSG00000144230
PRRC2C ENSG00000117523.11 0.02846 0.041971 ENSG00000117523
DDX17 ENSG00000100201.14 0.077463 0.051693 ENSG00000100201
COASY ENSG00000068120.10 0.01037 0.031857 ENSG00000068120
KLF5 ENSG00000102554.9 0.053076 0.056343 ENSG00000102554
CYYR1 ENSG00000166265.7 0.042496 0.055369 ENSG00000166265
ZNF696 ENSG00000185730.3 0.013602 0.035645 ENSG00000185730
RAB3GAP2 ENSG00000118873.10 0.082059 0.062571 ENSG00000118873
CYCS ENSG00000172115.4 0.070657 0.05102 ENSG00000172115
CUZD1 ENSG00000138161.8 0.05509 0.05451 ENSG00000138161
DHTKD1 ENSG00000181192.7 0.105749 0.08111 ENSG00000181192
CDC123 ENSG00000151465.9 0.070592 0.07554 ENSG00000151465
F2RL3 ENSG00000127533.3 0.018852 0.054605 ENSG00000127533
GUCY1A3 ENSG00000164116.12 0.010191 0.031577 ENSG00000164116
ALDH16A1 ENSG00000161618.5 0.179511 0.076569 ENSG00000161618
C2orf49 ENSG00000135974.5 0.013077 0.046233 ENSG00000135974
IMPDH1 ENSG00000106348.12 0.150741 0.069563 ENSG00000106348
LMO1 ENSG00000166407.9 0.134919 0.076059 ENSG00000166407
RTCB ENSG00000100220.7 0.165851 0.076646 ENSG00000100220
TRAF3 ENSG00000131323.10 0.047335 0.058886 ENSG00000131323
C20orf27 ENSG00000101220.13 0.045807 0.060652 ENSG00000101220
GRAMD4 ENSG00000075240.12 0.235143 0.085124 ENSG00000075240
ARHGDIB ENSG00000111348.4 0.087784 0.056339 ENSG00000111348
TBC1D20 ENSG00000125875.9 0.275184 0.084793 ENSG00000125875
RARRES2 ENSG00000106538.5 0.043163 0.051201 ENSG00000106538
RHBDD2 ENSG00000005486.12 0.058761 0.051572 ENSG00000005486
MARCH1 ENSG00000145416.9 0.047823 0.059421 ENSG00000145416
SEMA6D ENSG00000137872.11 0.092822 0.062946 ENSG00000137872
CDK9 ENSG00000136807.7 0.035689 0.04589 ENSG00000136807
SPATC1L ENSG00000160284.10 0.043422 0.055348 ENSG00000160284
