AssociatedGeneName EnsemblGeneID h2.WholeBlood se.WholeBlood ensid
TBC1D4 ENSG00000136111.8 0.122812 0.061181 ENSG00000136111
TMTC4 ENSG00000125247.11 0.344322 0.069866 ENSG00000125247
CMTM3 ENSG00000140931.15 0.184786 0.066834 ENSG00000140931
FKBP15 ENSG00000119321.4 0.148976 0.066407 ENSG00000119321
ITPA ENSG00000125877.7 0.289628 0.075158 ENSG00000125877
SIRT1 ENSG00000096717.7 0.217512 0.068823 ENSG00000096717
F5 ENSG00000198734.6 0.233429 0.074767 ENSG00000198734
OSGIN1 ENSG00000140961.8 0.254084 0.087106 ENSG00000140961
C5orf49 ENSG00000215217.2 0.139565 0.065114 ENSG00000215217
REP15 ENSG00000174236.2 0.296261 0.087934 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.260978 0.068719 ENSG00000111328
ZDHHC13 ENSG00000177054.9 0.167039 0.07198 ENSG00000177054
LINGO2 ENSG00000174482.6 0.12564 0.060342 ENSG00000174482
ATF6 ENSG00000118217.5 0.12769 0.060198 ENSG00000118217
CDKN2B ENSG00000147883.9 0.186634 0.07041 ENSG00000147883
IBA57 ENSG00000181873.8 0.152869 0.057009 ENSG00000181873
HIGD2A ENSG00000146066.2 0.220548 0.0676 ENSG00000146066
SNX7 ENSG00000162627.12 0.263999 0.077159 ENSG00000162627
SUPT20H ENSG00000102710.15 0.233417 0.068925 ENSG00000102710
LILRA3 ENSG00000170866.7 0.516112 0.073926 ENSG00000170866
MSH3 ENSG00000113318.9 0.360631 0.070289 ENSG00000113318
MICALCL ENSG00000133808.4 0.217741 0.090429 ENSG00000133808
SPNS1 ENSG00000169682.13 0.192639 0.07059 ENSG00000169682
GATM ENSG00000171766.11 0.155048 0.059348 ENSG00000171766
CNN2 ENSG00000064666.10 0.29018 0.079547 ENSG00000064666
ERMP1 ENSG00000099219.9 0.247908 0.078599 ENSG00000099219
NPIPB6 ENSG00000198156.6 0.111684 0.050165 ENSG00000198156
BBS2 ENSG00000125124.7 0.332859 0.072759 ENSG00000125124
IGSF11 ENSG00000144847.8 0.297195 0.079502 ENSG00000144847
MS4A14 ENSG00000166928.6 0.227614 0.065753 ENSG00000166928
METTL13 ENSG00000010165.14 0.139102 0.054904 ENSG00000010165
PEX6 ENSG00000124587.9 0.69617 0.049011 ENSG00000124587
LYRM5 ENSG00000205707.6 0.224661 0.066936 ENSG00000205707
TTC38 ENSG00000075234.12 0.380012 0.079364 ENSG00000075234
SIMC1 ENSG00000170085.13 0.179109 0.070265 ENSG00000170085
DNAJB5 ENSG00000137094.10 0.099631 0.048722 ENSG00000137094
BEAN1 ENSG00000166546.9 0.125542 0.057138 ENSG00000166546
B3GALNT2 ENSG00000162885.7 0.193039 0.068933 ENSG00000162885
ACP5 ENSG00000102575.6 0.238754 0.068811 ENSG00000102575
DUSP18 ENSG00000167065.9 0.274116 0.070131 ENSG00000167065
ZNF302 ENSG00000089335.16 0.281783 0.072333 ENSG00000089335
XAB2 ENSG00000076924.7 0.16586 0.077084 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.494075 0.067469 ENSG00000218537
GTF2A2 ENSG00000140307.6 0.13038 0.05633 ENSG00000140307
ATP6AP1L ENSG00000205464.7 0.393531 0.070848 ENSG00000205464
HOXB3 ENSG00000120093.7 0.140814 0.058077 ENSG00000120093
ELL ENSG00000105656.7 0.143965 0.059064 ENSG00000105656
UBE2E3 ENSG00000170035.11 0.191653 0.06667 ENSG00000170035
KANK2 ENSG00000197256.6 0.375043 0.074364 ENSG00000197256
DUSP14 ENSG00000161326.8 0.279691 0.067686 ENSG00000161326
AASDH ENSG00000157426.9 0.192459 0.069398 ENSG00000157426
DZIP3 ENSG00000198919.8 0.195828 0.058113 ENSG00000198919
CST7 ENSG00000077984.4 0.485999 0.080983 ENSG00000077984
ASRGL1 ENSG00000162174.8 0.176765 0.063717 ENSG00000162174
UGT2A3 ENSG00000135220.6 0.141627 0.065742 ENSG00000135220
ZNF197 ENSG00000186448.10 0.11093 0.054871 ENSG00000186448
PRDM5 ENSG00000138738.6 0.344359 0.07136 ENSG00000138738
DIEXF ENSG00000117597.13 0.144237 0.05641 ENSG00000117597
ZNF814 ENSG00000204514.5 0.278781 0.070188 ENSG00000204514
ARMC10 ENSG00000170632.9 0.150941 0.063904 ENSG00000170632
DBF4B ENSG00000161692.13 0.316859 0.074183 ENSG00000161692
GALK2 ENSG00000156958.10 0.091484 0.043725 ENSG00000156958
PPFIA4 ENSG00000143847.11 0.166278 0.068432 ENSG00000143847
MCC ENSG00000171444.13 0.193537 0.067199 ENSG00000171444
GSTM5 ENSG00000134201.6 0.225406 0.078566 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.222095 0.066105 ENSG00000170248
ERAP2 ENSG00000164308.12 0.610465 0.054627 ENSG00000164308
CTNNA1 ENSG00000044115.15 0.19341 0.057432 ENSG00000044115
MBTPS1 ENSG00000140943.12 0.193904 0.082892 ENSG00000140943
LIPC ENSG00000166035.6 0.195661 0.084822 ENSG00000166035
SPAG1 ENSG00000104450.8 0.177061 0.061685 ENSG00000104450
MYO7B ENSG00000169994.14 0.272877 0.076746 ENSG00000169994
MASTL ENSG00000120539.10 0.192613 0.062903 ENSG00000120539
COG4 ENSG00000103051.14 0.196929 0.064778 ENSG00000103051
KIAA1143 ENSG00000163807.4 0.118953 0.052628 ENSG00000163807
MC1R ENSG00000258839.2 0.239813 0.07204 ENSG00000258839
C1orf234 ENSG00000227868.2 0.151057 0.074269 ENSG00000227868
SENP6 ENSG00000112701.13 0.309697 0.073123 ENSG00000112701
ECT2L ENSG00000203734.6 0.159124 0.070954 ENSG00000203734
MIIP ENSG00000116691.6 0.257663 0.068796 ENSG00000116691
RPSA ENSG00000168028.9 0.201508 0.067563 ENSG00000168028
UPK3B ENSG00000243566.2 0.304128 0.069685 ENSG00000243566
WDR60 ENSG00000126870.11 0.128899 0.059457 ENSG00000126870
C6orf164 ENSG00000203871.3 0.179569 0.062441 ENSG00000203871
GAPDHS ENSG00000105679.4 0.133016 0.065257 ENSG00000105679
ALG1L ENSG00000189366.5 0.22858 0.072902 ENSG00000189366
CUBN ENSG00000107611.10 0.278767 0.075253 ENSG00000107611
SLC25A13 ENSG00000004864.9 0.106628 0.052594 ENSG00000004864
ORMDL3 ENSG00000172057.5 0.276739 0.06996 ENSG00000172057
TMPRSS9 ENSG00000178297.8 0.212512 0.077464 ENSG00000178297
PSEN2 ENSG00000143801.12 0.129989 0.064457 ENSG00000143801
LILRA1 ENSG00000104974.6 0.283534 0.08317 ENSG00000104974
DDO ENSG00000203797.4 0.321435 0.080362 ENSG00000203797
FSBP ENSG00000265817.1 0.138936 0.066014 ENSG00000265817
NDUFAF1 ENSG00000137806.4 0.171211 0.065382 ENSG00000137806
SPATA32 ENSG00000184361.8 0.18873 0.064936 ENSG00000184361
SULT1A2 ENSG00000197165.6 0.394935 0.070502 ENSG00000197165
GRAMD1A ENSG00000089351.10 0.236384 0.079032 ENSG00000089351
FSTL4 ENSG00000053108.12 0.160181 0.068129 ENSG00000053108
MCM8 ENSG00000125885.9 0.294251 0.082026 ENSG00000125885
GINM1 ENSG00000055211.8 0.205318 0.062821 ENSG00000055211
CTNS ENSG00000040531.10 0.415393 0.076628 ENSG00000040531
MGME1 ENSG00000125871.9 0.276238 0.079251 ENSG00000125871
MIF4GD ENSG00000125457.9 0.173395 0.068324 ENSG00000125457
CCDC114 ENSG00000105479.10 0.19673 0.066599 ENSG00000105479
TAC4 ENSG00000176358.10 0.149976 0.069508 ENSG00000176358
CKAP2 ENSG00000136108.10 0.200141 0.071406 ENSG00000136108
ALDH1A1 ENSG00000165092.8 0.155553 0.065047 ENSG00000165092
RRP12 ENSG00000052749.9 0.174596 0.05994 ENSG00000052749
KREMEN1 ENSG00000183762.8 0.128789 0.058296 ENSG00000183762
MAPK3 ENSG00000102882.7 0.098583 0.044518 ENSG00000102882
BBX ENSG00000114439.14 0.123497 0.055494 ENSG00000114439
VCP ENSG00000165280.11 0.122504 0.052031 ENSG00000165280
TSNARE1 ENSG00000171045.10 0.180073 0.063771 ENSG00000171045
CCSAP ENSG00000154429.6 0.127425 0.060369 ENSG00000154429
BDH2 ENSG00000164039.10 0.108961 0.05262 ENSG00000164039
GDPD3 ENSG00000102886.10 0.208797 0.077922 ENSG00000102886
CTPS2 ENSG00000047230.10 0.146835 0.067894 ENSG00000047230
SNX11 ENSG00000002919.10 0.232075 0.065057 ENSG00000002919
TRMT10B ENSG00000165275.5 0.161468 0.067327 ENSG00000165275
TNFRSF10A ENSG00000104689.5 0.175947 0.07814 ENSG00000104689
C1QTNF4 ENSG00000172247.3 0.242626 0.080132 ENSG00000172247
TMEM163 ENSG00000152128.13 0.171939 0.065938 ENSG00000152128
PRDX5 ENSG00000126432.9 0.138611 0.06115 ENSG00000126432
VEGFA ENSG00000112715.16 0.196432 0.081946 ENSG00000112715
ECHDC3 ENSG00000134463.10 0.24299 0.079223 ENSG00000134463
GIPC3 ENSG00000179855.5 0.148725 0.073125 ENSG00000179855
GPR85 ENSG00000164604.7 0.122541 0.059786 ENSG00000164604
SRCRB4D ENSG00000146700.8 0.166469 0.060695 ENSG00000146700
RP11-403P17.5 ENSG00000260851.2 0.214349 0.063004 ENSG00000260851
GTPBP8 ENSG00000163607.10 0.129212 0.06197 ENSG00000163607
MX1 ENSG00000157601.9 0.166783 0.079836 ENSG00000157601
POLA2 ENSG00000014138.4 0.112126 0.054649 ENSG00000014138
ACP2 ENSG00000134575.5 0.146126 0.059819 ENSG00000134575
FRA10AC1 ENSG00000148690.10 0.145001 0.066252 ENSG00000148690
MAN2C1 ENSG00000140400.10 0.450332 0.069295 ENSG00000140400
PIGC ENSG00000135845.4 0.355247 0.072496 ENSG00000135845
KRTAP10-12 ENSG00000189169.6 0.141483 0.067018 ENSG00000189169
SENP7 ENSG00000138468.11 0.13565 0.051127 ENSG00000138468
PNKP ENSG00000039650.5 0.231427 0.072786 ENSG00000039650
SLC35C1 ENSG00000181830.7 0.116668 0.055638 ENSG00000181830
HSF2 ENSG00000025156.7 0.142652 0.060189 ENSG00000025156
ARNTL ENSG00000133794.13 0.129728 0.056214 ENSG00000133794
NMRK1 ENSG00000106733.16 0.439914 0.071989 ENSG00000106733
HES4 ENSG00000188290.6 0.128889 0.060335 ENSG00000188290
OSCAR ENSG00000170909.9 0.239163 0.091954 ENSG00000170909
CCNA1 ENSG00000133101.5 0.132908 0.058671 ENSG00000133101
SFI1 ENSG00000198089.10 0.192379 0.067331 ENSG00000198089
TMEM99 ENSG00000167920.4 0.14539 0.06334 ENSG00000167920
PROSER2 ENSG00000148426.8 0.192409 0.077884 ENSG00000148426
RAB7L1 ENSG00000117280.8 0.320303 0.073285 ENSG00000117280
GPC2 ENSG00000213420.3 0.118813 0.058241 ENSG00000213420
LDHC ENSG00000166796.7 0.397996 0.074186 ENSG00000166796
SMAP1 ENSG00000112305.10 0.102736 0.050839 ENSG00000112305
NT5DC2 ENSG00000168268.6 0.133823 0.058379 ENSG00000168268
AP001816.1 ENSG00000254531.1 0.310397 0.073995 ENSG00000254531
LRRC19 ENSG00000184434.7 0.117308 0.057832 ENSG00000184434
AHI1 ENSG00000135541.16 0.241232 0.068213 ENSG00000135541
ARHGAP19 ENSG00000213390.6 0.215745 0.066581 ENSG00000213390
MRPS9 ENSG00000135972.4 0.180667 0.063085 ENSG00000135972
METRN ENSG00000103260.4 0.14883 0.069278 ENSG00000103260
BIN1 ENSG00000136717.10 0.27291 0.073884 ENSG00000136717
FLT4 ENSG00000037280.11 0.258779 0.084129 ENSG00000037280
ATG10 ENSG00000152348.11 0.393628 0.07018 ENSG00000152348
FBN2 ENSG00000138829.6 0.246633 0.065047 ENSG00000138829
AP1M1 ENSG00000072958.4 0.17325 0.061474 ENSG00000072958
CUL7 ENSG00000044090.4 0.217515 0.066734 ENSG00000044090
GGA1 ENSG00000100083.14 0.218632 0.076589 ENSG00000100083
TAF2 ENSG00000064313.7 0.129089 0.058889 ENSG00000064313
GPR180 ENSG00000152749.7 0.28827 0.071491 ENSG00000152749
ARMC7 ENSG00000125449.2 0.14539 0.06982 ENSG00000125449
PPIL4 ENSG00000131013.3 0.137385 0.067581 ENSG00000131013
BLZF1 ENSG00000117475.9 0.111732 0.052196 ENSG00000117475
C4orf3 ENSG00000164096.10 0.094061 0.040182 ENSG00000164096
LILRB3 ENSG00000204577.7 0.243853 0.086425 ENSG00000204577
BAZ2B ENSG00000123636.13 0.113069 0.050596 ENSG00000123636
CYBRD1 ENSG00000071967.7 0.329798 0.075904 ENSG00000071967
DNAJC15 ENSG00000120675.4 0.458767 0.069805 ENSG00000120675
MRPS7 ENSG00000125445.6 0.130479 0.058315 ENSG00000125445
DOPEY1 ENSG00000083097.10 0.148158 0.061246 ENSG00000083097
METTL2B ENSG00000165055.10 0.190391 0.064992 ENSG00000165055
EML3 ENSG00000149499.7 0.195254 0.064312 ENSG00000149499
CXCL5 ENSG00000163735.6 0.147653 0.056852 ENSG00000163735
PPM1K ENSG00000163644.9 0.18776 0.07201 ENSG00000163644
NUP85 ENSG00000125450.6 0.261076 0.068917 ENSG00000125450
GOT2 ENSG00000125166.8 0.128896 0.054903 ENSG00000125166
SIGLEC7 ENSG00000168995.9 0.195997 0.083376 ENSG00000168995
COPG2 ENSG00000158623.10 0.329892 0.079123 ENSG00000158623
EBPL ENSG00000123179.9 0.250253 0.070832 ENSG00000123179
DARS ENSG00000115866.6 0.184707 0.073673 ENSG00000115866
GATAD2A ENSG00000167491.12 0.116161 0.0523 ENSG00000167491
ETFA ENSG00000140374.11 0.140738 0.060555 ENSG00000140374
LY75 ENSG00000054219.9 0.245763 0.068395 ENSG00000054219
FAM177B ENSG00000197520.6 0.228548 0.072929 ENSG00000197520
DLG5 ENSG00000151208.12 0.2883 0.070923 ENSG00000151208
RGL4 ENSG00000159496.10 0.15759 0.07345 ENSG00000159496
GNPDA2 ENSG00000163281.6 0.191853 0.061668 ENSG00000163281
VPS13A ENSG00000197969.7 0.185213 0.073065 ENSG00000197969
SLC25A24 ENSG00000085491.11 0.156734 0.062956 ENSG00000085491
NSUN6 ENSG00000241058.1 0.191824 0.0656 ENSG00000241058
CFDP1 ENSG00000153774.4 0.122426 0.056058 ENSG00000153774
MAP3K11 ENSG00000173327.3 0.156664 0.057619 ENSG00000173327
SPATA5L1 ENSG00000171763.13 0.224753 0.065388 ENSG00000171763
HSD17B13 ENSG00000170509.7 0.186035 0.067391 ENSG00000170509
TONSL ENSG00000160949.12 0.20873 0.068769 ENSG00000160949
SLC39A11 ENSG00000133195.7 0.220751 0.089637 ENSG00000133195
C20orf194 ENSG00000088854.11 0.177209 0.065151 ENSG00000088854
DSE ENSG00000111817.12 0.26122 0.079623 ENSG00000111817
DBNDD1 ENSG00000003249.9 0.114214 0.055482 ENSG00000003249
DESI1 ENSG00000100418.7 0.136266 0.059672 ENSG00000100418
RPS9 ENSG00000170889.9 0.387393 0.077267 ENSG00000170889
KCNJ2 ENSG00000123700.4 0.148067 0.065073 ENSG00000123700
ANKLE2 ENSG00000176915.10 0.270541 0.07491 ENSG00000176915
DNAJB6 ENSG00000105993.10 0.188648 0.07718 ENSG00000105993
SLC25A41 ENSG00000181240.9 0.381287 0.079559 ENSG00000181240
SIRPB2 ENSG00000196209.7 0.45367 0.079802 ENSG00000196209
CERKL ENSG00000188452.9 0.232491 0.07975 ENSG00000188452
MGST3 ENSG00000143198.7 0.224245 0.072124 ENSG00000143198
AGAP8 ENSG00000174194.11 0.545361 0.076028 ENSG00000174194
L3MBTL3 ENSG00000198945.3 0.33273 0.073695 ENSG00000198945
C9orf41 ENSG00000156017.8 0.134125 0.064052 ENSG00000156017
FAM21A ENSG00000099290.11 0.193214 0.071183 ENSG00000099290
GORAB ENSG00000120370.8 0.144085 0.067324 ENSG00000120370
ADH5 ENSG00000197894.6 0.173306 0.061789 ENSG00000197894
EP400NL ENSG00000185684.8 0.376213 0.074883 ENSG00000185684
CLEC18A ENSG00000157322.12 0.464175 0.073532 ENSG00000157322
ULK4 ENSG00000168038.6 0.29962 0.068061 ENSG00000168038
MFSD6 ENSG00000151690.10 0.109086 0.053774 ENSG00000151690
TMEM60 ENSG00000135211.5 0.132941 0.054036 ENSG00000135211
REPS1 ENSG00000135597.14 0.230492 0.076188 ENSG00000135597
GPD1L ENSG00000152642.6 0.154241 0.066913 ENSG00000152642
ZNF772 ENSG00000197128.7 0.145493 0.058324 ENSG00000197128
ANAPC4 ENSG00000053900.6 0.132045 0.056874 ENSG00000053900
SMDT1 ENSG00000183172.7 0.521333 0.065237 ENSG00000183172
TRIM38 ENSG00000112343.8 0.098847 0.045967 ENSG00000112343
ARG1 ENSG00000118520.8 0.199684 0.069601 ENSG00000118520
PPDPF ENSG00000125534.5 0.210481 0.076275 ENSG00000125534
TMEM87B ENSG00000153214.5 0.141833 0.065628 ENSG00000153214
TMEM63B ENSG00000137216.14 0.155556 0.076383 ENSG00000137216
GTPBP3 ENSG00000130299.12 0.153847 0.067507 ENSG00000130299
SCPEP1 ENSG00000121064.8 0.151799 0.070761 ENSG00000121064
MPPED2 ENSG00000066382.12 0.122905 0.060274 ENSG00000066382
SPG7 ENSG00000197912.9 0.129537 0.058506 ENSG00000197912
S100P ENSG00000163993.6 0.44715 0.089533 ENSG00000163993
SIGLEC11 ENSG00000161640.11 0.284864 0.079201 ENSG00000161640
BSCL2 ENSG00000168000.10 0.162046 0.067558 ENSG00000168000
SNAI3 ENSG00000185669.5 0.246165 0.074719 ENSG00000185669
LPGAT1 ENSG00000123684.8 0.121227 0.054868 ENSG00000123684
ESPL1 ENSG00000135476.7 0.125177 0.058264 ENSG00000135476
COQ5 ENSG00000110871.10 0.139777 0.059475 ENSG00000110871
GLOD4 ENSG00000167699.9 0.131942 0.065856 ENSG00000167699
CATSPER2 ENSG00000166762.12 0.131189 0.063921 ENSG00000166762
AGAP6 ENSG00000204149.5 0.205243 0.065762 ENSG00000204149
PXK ENSG00000168297.11 0.107699 0.048267 ENSG00000168297
KIAA0930 ENSG00000100364.13 0.177431 0.084123 ENSG00000100364
PRMT7 ENSG00000132600.12 0.135394 0.053019 ENSG00000132600
MUT ENSG00000146085.7 0.148922 0.058333 ENSG00000146085
ALDH16A1 ENSG00000161618.5 0.434608 0.07157 ENSG00000161618
DDRGK1 ENSG00000198171.8 0.218305 0.073664 ENSG00000198171
SPIRE2 ENSG00000204991.6 0.190715 0.068701 ENSG00000204991
NUDT12 ENSG00000112874.5 0.22182 0.074523 ENSG00000112874
DNA2 ENSG00000138346.10 0.132153 0.056283 ENSG00000138346
ANO5 ENSG00000171714.10 0.125927 0.059606 ENSG00000171714
TEF ENSG00000167074.10 0.136363 0.064495 ENSG00000167074
KLKB1 ENSG00000164344.11 0.133435 0.06443 ENSG00000164344
PPA1 ENSG00000180817.6 0.24142 0.075445 ENSG00000180817
ANGPTL6 ENSG00000130812.6 0.180166 0.075705 ENSG00000130812
RPL8 ENSG00000161016.11 0.098914 0.046243 ENSG00000161016
TRIP4 ENSG00000103671.5 0.132714 0.062372 ENSG00000103671
MRPS16 ENSG00000182180.9 0.14229 0.068701 ENSG00000182180
IFT27 ENSG00000100360.10 0.158403 0.065812 ENSG00000100360
NXPE3 ENSG00000144815.9 0.183579 0.067611 ENSG00000144815
KIR3DL1 ENSG00000167633.12 0.196438 0.084845 ENSG00000167633
TRIM66 ENSG00000166436.11 0.384528 0.079318 ENSG00000166436
C2CD5 ENSG00000111731.8 0.116653 0.055604 ENSG00000111731
CLDN15 ENSG00000106404.9 0.142237 0.056801 ENSG00000106404
QSOX1 ENSG00000116260.12 0.44059 0.08132 ENSG00000116260
CYTL1 ENSG00000170891.6 0.229828 0.088005 ENSG00000170891
TUBGCP3 ENSG00000126216.8 0.308632 0.074144 ENSG00000126216
MYBPC3 ENSG00000134571.6 0.15362 0.065242 ENSG00000134571
BCAR1 ENSG00000050820.12 0.139062 0.064082 ENSG00000050820
RGL3 ENSG00000205517.8 0.171228 0.070169 ENSG00000205517
ITGAX ENSG00000140678.12 0.098584 0.045553 ENSG00000140678
STT3B ENSG00000163527.5 0.161153 0.072959 ENSG00000163527
ABRACL ENSG00000146386.7 0.173797 0.06596 ENSG00000146386
CCDC7 ENSG00000216937.7 0.127125 0.05429 ENSG00000216937
CCSER2 ENSG00000107771.11 0.147925 0.065438 ENSG00000107771
DPEP2 ENSG00000167261.9 0.124222 0.059697 ENSG00000167261
MAF1 ENSG00000179632.5 0.16835 0.064283 ENSG00000179632
IL18RAP ENSG00000115607.5 0.176852 0.055694 ENSG00000115607
C10orf68 ENSG00000150076.18 0.152332 0.064384 ENSG00000150076
HHLA3 ENSG00000197568.9 0.250543 0.076992 ENSG00000197568
RGPD8 ENSG00000169629.7 0.307475 0.071233 ENSG00000169629
CLCN7 ENSG00000103249.13 0.260481 0.073163 ENSG00000103249
GSTM3 ENSG00000134202.6 0.647722 0.062068 ENSG00000134202
PCCA ENSG00000175198.10 0.132481 0.061462 ENSG00000175198
ZYX ENSG00000159840.11 0.468485 0.083272 ENSG00000159840
DNASE2 ENSG00000105612.4 0.180229 0.06761 ENSG00000105612
KCNH3 ENSG00000135519.6 0.129705 0.061081 ENSG00000135519
NUDT2 ENSG00000164978.13 0.543078 0.064944 ENSG00000164978
LILRA2 ENSG00000239998.1 0.337951 0.080295 ENSG00000239998
FCHO1 ENSG00000130475.10 0.263541 0.073536 ENSG00000130475
LYNX1 ENSG00000180155.14 0.152788 0.06501 ENSG00000180155
CD300C ENSG00000167850.3 0.236876 0.084704 ENSG00000167850
NLRC5 ENSG00000140853.11 0.22062 0.077189 ENSG00000140853
C9orf135 ENSG00000204711.4 0.219827 0.078629 ENSG00000204711
GUF1 ENSG00000151806.9 0.140771 0.05725 ENSG00000151806
KIAA0513 ENSG00000135709.8 0.193216 0.076386 ENSG00000135709
TADA2A ENSG00000108264.12 0.238176 0.068969 ENSG00000108264
MED19 ENSG00000156603.10 0.119719 0.058399 ENSG00000156603
NCOA4 ENSG00000138293.15 0.175601 0.070616 ENSG00000138293
KIAA0825 ENSG00000185261.9 0.140569 0.059792 ENSG00000185261
MZT2A ENSG00000173272.9 0.427524 0.076826 ENSG00000173272
MEI1 ENSG00000167077.8 0.154191 0.057301 ENSG00000167077
MOB3C ENSG00000142961.10 0.222692 0.074407 ENSG00000142961
ARPC5 ENSG00000162704.11 0.245819 0.069829 ENSG00000162704
DCAF16 ENSG00000163257.6 0.163464 0.063398 ENSG00000163257
SH3RF3 ENSG00000172985.8 0.135508 0.064987 ENSG00000172985
TEC ENSG00000135605.8 0.147923 0.062491 ENSG00000135605
ZNF34 ENSG00000196378.7 0.118689 0.056201 ENSG00000196378
CDK10 ENSG00000185324.17 0.371688 0.073939 ENSG00000185324
BNIP1 ENSG00000113734.13 0.141123 0.068211 ENSG00000113734
MAP3K7 ENSG00000135341.13 0.132275 0.05923 ENSG00000135341
VNN2 ENSG00000112303.9 0.37111 0.077111 ENSG00000112303
CAPN1 ENSG00000014216.11 0.118156 0.058401 ENSG00000014216
SMPDL3A ENSG00000172594.8 0.139083 0.066519 ENSG00000172594
NFATC3 ENSG00000072736.14 0.192599 0.070806 ENSG00000072736
ATP6V0A2 ENSG00000185344.9 0.152288 0.060557 ENSG00000185344
ZBED6CL ENSG00000188707.4 0.133956 0.064647 ENSG00000188707
ACADM ENSG00000117054.9 0.126024 0.050817 ENSG00000117054
ACSF3 ENSG00000176715.11 0.198787 0.070725 ENSG00000176715
IRF5 ENSG00000128604.14 0.360092 0.072499 ENSG00000128604
SMG7 ENSG00000116698.16 0.234561 0.070686 ENSG00000116698
SUCLG2 ENSG00000172340.10 0.149566 0.069026 ENSG00000172340
ITGA4 ENSG00000115232.9 0.185737 0.070594 ENSG00000115232
GCDH ENSG00000105607.8 0.174298 0.065942 ENSG00000105607
NEDD4 ENSG00000069869.11 0.145367 0.065179 ENSG00000069869
STRC ENSG00000242866.5 0.109023 0.052853 ENSG00000242866
MPHOSPH8 ENSG00000196199.9 0.102334 0.050355 ENSG00000196199
SMPD2 ENSG00000135587.4 0.15852 0.055482 ENSG00000135587
CD36 ENSG00000135218.13 0.176052 0.066323 ENSG00000135218
TTC37 ENSG00000198677.6 0.236881 0.065462 ENSG00000198677
KRT1 ENSG00000167768.4 0.323156 0.073347 ENSG00000167768
EXOSC6 ENSG00000223496.1 0.173142 0.062347 ENSG00000223496
SLC2A9 ENSG00000109667.7 0.118042 0.057434 ENSG00000109667
LARP1 ENSG00000155506.12 0.282973 0.076913 ENSG00000155506
MKKS ENSG00000125863.12 0.171511 0.066813 ENSG00000125863
LRWD1 ENSG00000161036.6 0.348314 0.076635 ENSG00000161036
MPHOSPH6 ENSG00000135698.5 0.186672 0.073992 ENSG00000135698
FGFR4 ENSG00000160867.10 0.108534 0.0503 ENSG00000160867
CRYZ ENSG00000116791.9 0.446274 0.072301 ENSG00000116791
SYCE1L ENSG00000205078.5 0.354188 0.076216 ENSG00000205078
AC021860.1 ENSG00000196355.2 0.3324 0.076477 ENSG00000196355
FPGT ENSG00000254685.1 0.215401 0.06855 ENSG00000254685
TSPAN3 ENSG00000140391.10 0.111104 0.054269 ENSG00000140391
SLC36A1 ENSG00000123643.7 0.477656 0.074129 ENSG00000123643
OMA1 ENSG00000162600.7 0.15507 0.067097 ENSG00000162600
LRRK2 ENSG00000188906.9 0.117989 0.049787 ENSG00000188906
C7orf73 ENSG00000243317.3 0.125064 0.056422 ENSG00000243317
OGFOD1 ENSG00000087263.12 0.143461 0.061899 ENSG00000087263
KIAA1875 ENSG00000179698.9 0.227192 0.071371 ENSG00000179698
NAPRT1 ENSG00000147813.11 0.635388 0.061653 ENSG00000147813
PLEKHO2 ENSG00000241839.5 0.250927 0.067107 ENSG00000241839
NT5C2 ENSG00000076685.14 0.104142 0.049825 ENSG00000076685
TOR3A ENSG00000186283.9 0.196883 0.067222 ENSG00000186283
MED24 ENSG00000008838.13 0.113023 0.055084 ENSG00000008838
SLC44A5 ENSG00000137968.12 0.299396 0.074013 ENSG00000137968
N4BP2 ENSG00000078177.9 0.156118 0.071694 ENSG00000078177
CLTB ENSG00000175416.8 0.110323 0.05455 ENSG00000175416
MARCO ENSG00000019169.9 0.22611 0.073177 ENSG00000019169
CASP8 ENSG00000064012.17 0.137196 0.065762 ENSG00000064012
SPTBN5 ENSG00000137877.8 0.209326 0.074337 ENSG00000137877
TTC39B ENSG00000155158.15 0.191007 0.074035 ENSG00000155158
DDX55 ENSG00000111364.11 0.214639 0.070646 ENSG00000111364
EXT2 ENSG00000151348.9 0.243659 0.077582 ENSG00000151348
RP11-419C5.2 ENSG00000226232.3 0.19215 0.070584 ENSG00000226232
C4orf33 ENSG00000151470.7 0.223303 0.067041 ENSG00000151470
CTD-2368P22.1 ENSG00000176593.3 0.21928 0.070797 ENSG00000176593
SIGLEC12 ENSG00000254521.2 0.66473 0.058244 ENSG00000254521
SCAMP2 ENSG00000140497.12 0.148138 0.060538 ENSG00000140497
CAB39L ENSG00000102547.14 0.133019 0.065079 ENSG00000102547
FAM26F ENSG00000188820.8 0.321541 0.082981 ENSG00000188820
PBX1 ENSG00000185630.13 0.183911 0.076825 ENSG00000185630
MPHOSPH9 ENSG00000051825.10 0.125664 0.059456 ENSG00000051825
ZNF587B ENSG00000269343.2 0.159636 0.066829 ENSG00000269343
HEATR6 ENSG00000068097.10 0.309005 0.076747 ENSG00000068097
CCDC163P ENSG00000236624.4 0.659564 0.05673 ENSG00000236624
FECH ENSG00000066926.6 0.158017 0.076868 ENSG00000066926
LPAR2 ENSG00000064547.9 0.146396 0.055036 ENSG00000064547
PTAR1 ENSG00000188647.8 0.324756 0.080524 ENSG00000188647
