AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
DMRT1 ENSG00000137090.7 0.12722 0.081376 ENSG00000137090
USH1C ENSG00000006611.11 0.438345 0.080486 ENSG00000006611
SERPIND1 ENSG00000099937.6 0.141685 0.080364 ENSG00000099937
DRD4 ENSG00000069696.6 0.105567 0.066367 ENSG00000069696
PPP1R3F ENSG00000049769.8 0.121442 0.077602 ENSG00000049769
MS4A12 ENSG00000071203.5 0.175202 0.07305 ENSG00000071203
ADAM22 ENSG00000008277.10 0.112326 0.069025 ENSG00000008277
CCDC169 ENSG00000242715.3 0.104905 0.055667 ENSG00000242715
TXNDC15 ENSG00000113621.10 0.18199 0.076094 ENSG00000113621
CCDC13 ENSG00000244607.1 0.13607 0.069448 ENSG00000244607
COLEC10 ENSG00000184374.2 0.225638 0.083128 ENSG00000184374
MKX ENSG00000150051.9 0.131982 0.065652 ENSG00000150051
MICAL2 ENSG00000133816.9 0.100351 0.086306 ENSG00000133816
ZNF613 ENSG00000176024.12 0.12371 0.083048 ENSG00000176024
NBPF11 ENSG00000152042.13 0.108003 0.068462 ENSG00000152042
BCL10 ENSG00000142867.8 0.125589 0.068988 ENSG00000142867
KALRN ENSG00000160145.10 0.117735 0.077486 ENSG00000160145
C10orf112 ENSG00000204740.5 0.354922 0.07605 ENSG00000204740
RASA3 ENSG00000185989.9 0.229527 0.07121 ENSG00000185989
SLC41A2 ENSG00000136052.5 0.111228 0.078287 ENSG00000136052
PKHD1L1 ENSG00000205038.7 0.446436 0.078395 ENSG00000205038
FAM98C ENSG00000130244.8 0.102257 0.070338 ENSG00000130244
BOP1 ENSG00000170727.7 0.13028 0.069623 ENSG00000170727
SDR39U1 ENSG00000100445.12 0.133909 0.060785 ENSG00000100445
MED25 ENSG00000104973.10 0.147197 0.087263 ENSG00000104973
MEOX1 ENSG00000005102.8 0.140743 0.067502 ENSG00000005102
TEX2 ENSG00000136478.3 0.103297 0.061761 ENSG00000136478
ERGIC2 ENSG00000087502.13 0.135668 0.068079 ENSG00000087502
FUK ENSG00000157353.12 0.107053 0.061835 ENSG00000157353
POP5 ENSG00000167272.6 0.15198 0.066105 ENSG00000167272
PDS5A ENSG00000121892.10 0.141581 0.074255 ENSG00000121892
NAPEPLD ENSG00000161048.7 0.107635 0.064737 ENSG00000161048
TMEM156 ENSG00000121895.7 0.133747 0.070487 ENSG00000121895
INCENP ENSG00000149503.8 0.370904 0.081859 ENSG00000149503
CCNI2 ENSG00000205089.3 0.102178 0.061321 ENSG00000205089
NRGN ENSG00000154146.7 0.136803 0.084658 ENSG00000154146
TOMM5 ENSG00000175768.8 0.110196 0.069362 ENSG00000175768
SMCO3 ENSG00000179256.2 0.115961 0.071554 ENSG00000179256
PDHX ENSG00000110435.7 0.105647 0.060662 ENSG00000110435
DKFZP779L1853 ENSG00000269514.1 0.134903 0.060031 ENSG00000269514
BAHD1 ENSG00000140320.7 0.125196 0.069495 ENSG00000140320
TSPAN12 ENSG00000106025.4 0.122635 0.062594 ENSG00000106025
NAT16 ENSG00000167011.4 0.217077 0.072337 ENSG00000167011
RFPL2 ENSG00000128253.9 0.233982 0.083876 ENSG00000128253
LRRN1 ENSG00000175928.5 0.1035 0.05715 ENSG00000175928
FAIM3 ENSG00000162894.7 0.160048 0.07418 ENSG00000162894
RBFOX2 ENSG00000100320.18 0.14792 0.086372 ENSG00000100320
UACA ENSG00000137831.10 0.101649 0.069009 ENSG00000137831
RASL10B ENSG00000141150.3 0.182386 0.076534 ENSG00000141150
GSTM3 ENSG00000134202.6 0.144247 0.071453 ENSG00000134202
TRIP11 ENSG00000100815.8 0.110616 0.065036 ENSG00000100815
SLC27A6 ENSG00000113396.8 0.189411 0.071683 ENSG00000113396
RP11-481A20.11 ENSG00000255098.1 0.10567 0.064313 ENSG00000255098
AL357673.1 ENSG00000248835.2 0.154006 0.076094 ENSG00000248835
TMEM56 ENSG00000152078.5 0.182147 0.068887 ENSG00000152078
MAFB ENSG00000204103.2 0.100942 0.074217 ENSG00000204103
FAM155A ENSG00000204442.2 0.172674 0.092389 ENSG00000204442
ADAMTS10 ENSG00000142303.9 0.109112 0.074218 ENSG00000142303
FBLN7 ENSG00000144152.8 0.183415 0.07625 ENSG00000144152
NUDT2 ENSG00000164978.13 0.275881 0.078454 ENSG00000164978
NME7 ENSG00000143156.9 0.189385 0.070135 ENSG00000143156
ASTN1 ENSG00000152092.10 0.189162 0.076899 ENSG00000152092
MPP7 ENSG00000150054.14 0.113378 0.077305 ENSG00000150054
ACSM3 ENSG00000005187.7 0.126284 0.074148 ENSG00000005187
MN1 ENSG00000169184.5 0.163363 0.086027 ENSG00000169184
LPIN3 ENSG00000132793.7 0.234517 0.086586 ENSG00000132793
GUF1 ENSG00000151806.9 0.112104 0.061278 ENSG00000151806
MESDC1 ENSG00000140406.2 0.151459 0.077248 ENSG00000140406
SIL1 ENSG00000120725.8 0.107151 0.064321 ENSG00000120725
MKLN1 ENSG00000128585.13 0.169871 0.081056 ENSG00000128585
CSK ENSG00000103653.12 0.20666 0.082471 ENSG00000103653
ASB4 ENSG00000005981.8 0.14296 0.060267 ENSG00000005981
ZNF346 ENSG00000113761.7 0.193566 0.077293 ENSG00000113761
ZNF365 ENSG00000138311.11 0.122763 0.061191 ENSG00000138311
C4orf19 ENSG00000154274.10 0.100369 0.07375 ENSG00000154274
CSGALNACT2 ENSG00000169826.6 0.148928 0.065877 ENSG00000169826
WFS1 ENSG00000109501.9 0.206921 0.085695 ENSG00000109501
APBB2 ENSG00000163697.12 0.173104 0.080793 ENSG00000163697
MAVS ENSG00000088888.13 0.171641 0.078841 ENSG00000088888
FAM69A ENSG00000154511.7 0.198301 0.087077 ENSG00000154511
STK32A ENSG00000169302.10 0.162349 0.071306 ENSG00000169302
SLC38A10 ENSG00000157637.8 0.133906 0.081619 ENSG00000157637
PRMT2 ENSG00000160310.12 0.11663 0.072889 ENSG00000160310
UBXN2B ENSG00000215114.3 0.137623 0.078549 ENSG00000215114
C1QL4 ENSG00000186897.3 0.492511 0.081253 ENSG00000186897
ACSL1 ENSG00000151726.9 0.108569 0.067622 ENSG00000151726
SH2D3A ENSG00000125731.8 0.115051 0.067838 ENSG00000125731
RIBC2 ENSG00000128408.7 0.17012 0.074919 ENSG00000128408
CELSR1 ENSG00000075275.12 0.181372 0.089687 ENSG00000075275
RASGRF2 ENSG00000113319.7 0.114066 0.071953 ENSG00000113319
RAB5A ENSG00000144566.6 0.116265 0.077655 ENSG00000144566
SAMD5 ENSG00000203727.3 0.529912 0.07833 ENSG00000203727
SYT8 ENSG00000149043.12 0.120104 0.072291 ENSG00000149043
KIAA1217 ENSG00000120549.11 0.408964 0.090665 ENSG00000120549
TAF1A ENSG00000143498.13 0.109536 0.063194 ENSG00000143498
LIMS1 ENSG00000169756.12 0.112873 0.065273 ENSG00000169756
ADRA1B ENSG00000170214.3 0.139334 0.066145 ENSG00000170214
ZNF234 ENSG00000263002.3 0.160899 0.075921 ENSG00000263002
GCSAML ENSG00000169224.8 0.211526 0.080321 ENSG00000169224
PLCB4 ENSG00000101333.12 0.182138 0.078073 ENSG00000101333
CHMP1A ENSG00000131165.10 0.103896 0.062796 ENSG00000131165
AXDND1 ENSG00000162779.16 0.234508 0.073997 ENSG00000162779
MARK1 ENSG00000116141.10 0.121519 0.061438 ENSG00000116141
PTH1R ENSG00000160801.9 0.102248 0.060692 ENSG00000160801
ACSF3 ENSG00000176715.11 0.390671 0.086703 ENSG00000176715
MYCL ENSG00000116990.9 0.134157 0.072821 ENSG00000116990
ZNF843 ENSG00000176723.5 0.106494 0.066361 ENSG00000176723
FRAS1 ENSG00000138759.13 0.128498 0.068446 ENSG00000138759
ISOC2 ENSG00000063241.3 0.147972 0.080012 ENSG00000063241
NDC80 ENSG00000080986.7 0.132249 0.063725 ENSG00000080986
ABCC4 ENSG00000125257.9 0.227486 0.077202 ENSG00000125257
RAB31 ENSG00000168461.8 0.179352 0.094291 ENSG00000168461
AKIP1 ENSG00000166452.7 0.189049 0.073957 ENSG00000166452
ZNF805 ENSG00000204524.5 0.241802 0.086253 ENSG00000204524
SYCE1 ENSG00000171772.11 0.14699 0.076039 ENSG00000171772
PLA2G7 ENSG00000146070.12 0.159145 0.076492 ENSG00000146070
CRYGD ENSG00000118231.4 0.123418 0.072207 ENSG00000118231
TACC1 ENSG00000147526.15 0.118501 0.066129 ENSG00000147526
ST8SIA2 ENSG00000140557.7 0.169012 0.079331 ENSG00000140557
CCDC171 ENSG00000164989.11 0.126932 0.086228 ENSG00000164989
SH3BP4 ENSG00000130147.11 0.147085 0.080497 ENSG00000130147
SLC39A1 ENSG00000143570.13 0.118876 0.077 ENSG00000143570
CAMKK2 ENSG00000110931.14 0.143638 0.064537 ENSG00000110931
HIBCH ENSG00000198130.10 0.12946 0.059241 ENSG00000198130
ASPRV1 ENSG00000244617.1 0.100777 0.071365 ENSG00000244617
TTC37 ENSG00000198677.6 0.147929 0.064461 ENSG00000198677
ACSM5 ENSG00000183549.6 0.126536 0.066415 ENSG00000183549
SYT11 ENSG00000132718.7 0.104569 0.062369 ENSG00000132718
SLC35F5 ENSG00000115084.8 0.152463 0.066603 ENSG00000115084
LRRTM1 ENSG00000162951.6 0.299042 0.093597 ENSG00000162951
PMEPA1 ENSG00000124225.11 0.103254 0.083445 ENSG00000124225
PTPN13 ENSG00000163629.8 0.138642 0.062003 ENSG00000163629
HELZ ENSG00000198265.7 0.17195 0.080916 ENSG00000198265
XPO6 ENSG00000169180.7 0.130529 0.065942 ENSG00000169180
ZMYM1 ENSG00000197056.5 0.155881 0.078185 ENSG00000197056
DTWD1 ENSG00000104047.10 0.105407 0.057336 ENSG00000104047
SLC36A1 ENSG00000123643.7 0.194557 0.0737 ENSG00000123643
TMEM8B ENSG00000137103.12 0.144466 0.063405 ENSG00000137103
PBRM1 ENSG00000163939.14 0.227279 0.075626 ENSG00000163939
POPDC3 ENSG00000132429.5 0.178167 0.072201 ENSG00000132429
HAP1 ENSG00000173805.11 0.339292 0.08652 ENSG00000173805
SHD ENSG00000105251.6 0.198073 0.084771 ENSG00000105251
CAP2 ENSG00000112186.7 0.102197 0.071042 ENSG00000112186
OMA1 ENSG00000162600.7 0.107773 0.06139 ENSG00000162600
ACAA2 ENSG00000167315.13 0.110259 0.0768 ENSG00000167315
CLINT1 ENSG00000113282.9 0.132869 0.067216 ENSG00000113282
DIP2A ENSG00000160305.13 0.112824 0.06807 ENSG00000160305
CACFD1 ENSG00000160325.10 0.126419 0.075103 ENSG00000160325
NFIX ENSG00000008441.12 0.118376 0.071804 ENSG00000008441
TDRKH ENSG00000182134.11 0.103417 0.067326 ENSG00000182134
NAPRT1 ENSG00000147813.11 0.545592 0.080583 ENSG00000147813
C16orf93 ENSG00000196118.7 0.121393 0.059688 ENSG00000196118
DUOX2 ENSG00000140279.8 0.153972 0.075281 ENSG00000140279
CTSE ENSG00000196188.6 0.157991 0.072269 ENSG00000196188
RHOC ENSG00000155366.11 0.117826 0.071582 ENSG00000155366
METTL21D ENSG00000100483.9 0.223667 0.074076 ENSG00000100483
DKFZP761J1410 ENSG00000105520.6 0.193983 0.078916 ENSG00000105520
SLC44A5 ENSG00000137968.12 0.640143 0.069933 ENSG00000137968
SYCE3 ENSG00000217442.3 0.109916 0.07452 ENSG00000217442
SYT14 ENSG00000143469.12 0.102155 0.069407 ENSG00000143469
CRYBG3 ENSG00000080200.5 0.316697 0.085378 ENSG00000080200
NYNRIN ENSG00000205978.5 0.100585 0.06628 ENSG00000205978
DIP2B ENSG00000066084.8 0.169042 0.070077 ENSG00000066084
TMEM184B ENSG00000198792.7 0.187225 0.072955 ENSG00000198792
RGS16 ENSG00000143333.6 0.103978 0.060037 ENSG00000143333
CASP8 ENSG00000064012.17 0.11763 0.064786 ENSG00000064012
XRCC2 ENSG00000196584.2 0.125327 0.077424 ENSG00000196584
RHOQ ENSG00000119729.6 0.110438 0.059648 ENSG00000119729
DCP2 ENSG00000172795.11 0.182324 0.074153 ENSG00000172795
SMPDL3B ENSG00000130768.10 0.160112 0.080934 ENSG00000130768
ETV1 ENSG00000006468.9 0.184016 0.089096 ENSG00000006468
EIF3J ENSG00000104131.8 0.105252 0.056579 ENSG00000104131
C1orf100 ENSG00000173728.6 0.110044 0.076677 ENSG00000173728
FAM115C ENSG00000170379.15 0.195428 0.089715 ENSG00000170379
MSC ENSG00000178860.8 0.101828 0.078795 ENSG00000178860
NSUN7 ENSG00000179299.12 0.293382 0.089543 ENSG00000179299
SLITRK6 ENSG00000184564.8 0.168017 0.076409 ENSG00000184564
ANK2 ENSG00000145362.12 0.133707 0.08308 ENSG00000145362
TRAPPC9 ENSG00000167632.10 0.14258 0.079192 ENSG00000167632
TRERF1 ENSG00000124496.8 0.224095 0.080055 ENSG00000124496
MISP ENSG00000099812.6 0.172757 0.072621 ENSG00000099812
TIMM13 ENSG00000099800.3 0.110372 0.077548 ENSG00000099800
STK33 ENSG00000130413.11 0.189816 0.076328 ENSG00000130413
LIPK ENSG00000204021.3 0.134627 0.069529 ENSG00000204021
SLC46A3 ENSG00000139508.10 0.119194 0.072144 ENSG00000139508
FBXO31 ENSG00000103264.11 0.151235 0.078376 ENSG00000103264
RP11-419C5.2 ENSG00000226232.3 0.200771 0.072932 ENSG00000226232
SYT13 ENSG00000019505.3 0.426342 0.082143 ENSG00000019505
BAX ENSG00000087088.15 0.119574 0.072763 ENSG00000087088
SLC5A1 ENSG00000100170.5 0.206547 0.084187 ENSG00000100170
HPS4 ENSG00000100099.16 0.143163 0.078218 ENSG00000100099
CTD-2368P22.1 ENSG00000176593.3 0.191664 0.079505 ENSG00000176593
PAICS ENSG00000128050.4 0.202043 0.076816 ENSG00000128050
NXT1 ENSG00000132661.3 0.129919 0.06946 ENSG00000132661
PFDN5 ENSG00000123349.9 0.11481 0.069097 ENSG00000123349
THOP1 ENSG00000172009.10 0.264123 0.072276 ENSG00000172009
C9orf91 ENSG00000157693.10 0.100364 0.071571 ENSG00000157693
LRRC36 ENSG00000159708.13 0.137804 0.057836 ENSG00000159708
HEY2 ENSG00000135547.4 0.153821 0.0657 ENSG00000135547
GPC6 ENSG00000183098.6 0.154534 0.075075 ENSG00000183098
MORN4 ENSG00000171160.13 0.11798 0.063566 ENSG00000171160
NUP50 ENSG00000093000.13 0.294617 0.086015 ENSG00000093000
GYPC ENSG00000136732.10 0.115232 0.068202 ENSG00000136732
KCNAB1 ENSG00000169282.13 0.172069 0.0709 ENSG00000169282
CCDC163P ENSG00000236624.4 0.370187 0.081912 ENSG00000236624
MYOM3 ENSG00000142661.14 0.110861 0.068514 ENSG00000142661
C10orf90 ENSG00000154493.13 0.150272 0.080784 ENSG00000154493
WDR33 ENSG00000136709.7 0.134998 0.071989 ENSG00000136709
FAM3D ENSG00000198643.2 0.111617 0.064129 ENSG00000198643
DISP2 ENSG00000140323.4 0.26393 0.08434 ENSG00000140323
EVC ENSG00000072840.8 0.104222 0.085694 ENSG00000072840
CRMP1 ENSG00000072832.10 0.103716 0.084152 ENSG00000072832
RP11-295P9.3 ENSG00000239665.3 0.108129 0.084084 ENSG00000239665
ALG12 ENSG00000182858.8 0.145354 0.083292 ENSG00000182858
TNFSF4 ENSG00000117586.6 0.117537 0.058676 ENSG00000117586
LRP8 ENSG00000157193.10 0.434113 0.08247 ENSG00000157193
ZC3H3 ENSG00000014164.6 0.218788 0.077522 ENSG00000014164
WDYHV1 ENSG00000156795.2 0.129554 0.074463 ENSG00000156795
DUOX1 ENSG00000137857.13 0.236533 0.084835 ENSG00000137857
NTN5 ENSG00000142233.7 0.190031 0.076362 ENSG00000142233
NUCKS1 ENSG00000069275.12 0.115848 0.068637 ENSG00000069275
ATP7B ENSG00000123191.9 0.118914 0.070082 ENSG00000123191
TMEM200B ENSG00000253304.1 0.104463 0.072751 ENSG00000253304
DNASE1L3 ENSG00000163687.9 0.100518 0.059467 ENSG00000163687
PEAK1 ENSG00000173517.6 0.154185 0.070054 ENSG00000173517
IL18R1 ENSG00000115604.6 0.11756 0.059235 ENSG00000115604
AMT ENSG00000145020.10 0.147547 0.077927 ENSG00000145020
ADCY6 ENSG00000174233.7 0.109439 0.066945 ENSG00000174233
ZC3H8 ENSG00000144161.7 0.148705 0.065759 ENSG00000144161
ZNF860 ENSG00000197385.5 0.157762 0.084031 ENSG00000197385
CHST12 ENSG00000136213.7 0.157343 0.077066 ENSG00000136213
JPH3 ENSG00000154118.8 0.108457 0.078068 ENSG00000154118
PIBF1 ENSG00000083535.11 0.130268 0.071666 ENSG00000083535
FAM211A ENSG00000181350.7 0.112425 0.060908 ENSG00000181350
POPDC2 ENSG00000121577.9 0.220969 0.074034 ENSG00000121577
MTCH1 ENSG00000137409.14 0.123352 0.069083 ENSG00000137409
FXYD5 ENSG00000089327.10 0.101101 0.06664 ENSG00000089327
TERF2 ENSG00000132604.6 0.108263 0.058115 ENSG00000132604
NPHS1 ENSG00000161270.15 0.106073 0.072994 ENSG00000161270
RAD21L1 ENSG00000244588.1 0.240718 0.092658 ENSG00000244588
FMO2 ENSG00000094963.9 0.190242 0.075832 ENSG00000094963
PRDX1 ENSG00000117450.9 0.107082 0.058158 ENSG00000117450
FMO3 ENSG00000007933.8 0.111898 0.060577 ENSG00000007933
CA12 ENSG00000074410.9 0.441669 0.077881 ENSG00000074410
UAP1L1 ENSG00000197355.6 0.116104 0.068239 ENSG00000197355
CRYBB2 ENSG00000244752.2 0.154491 0.084851 ENSG00000244752
PRNP ENSG00000171867.12 0.130092 0.086004 ENSG00000171867
NUDT14 ENSG00000183828.10 0.235675 0.084831 ENSG00000183828
SNX32 ENSG00000172803.13 0.144206 0.071457 ENSG00000172803
C11orf73 ENSG00000149196.11 0.120815 0.075227 ENSG00000149196
BRD2 ENSG00000204256.8 0.122764 0.074063 ENSG00000204256
PTN ENSG00000105894.7 0.138991 0.07358 ENSG00000105894
DYNLRB2 ENSG00000168589.10 0.103671 0.071577 ENSG00000168589
DAD1 ENSG00000129562.6 0.151352 0.082027 ENSG00000129562
EYA4 ENSG00000112319.13 0.222412 0.089839 ENSG00000112319
HLA-DOB ENSG00000241106.2 0.12442 0.073995 ENSG00000241106
KRT83 ENSG00000170523.3 0.150927 0.069308 ENSG00000170523
MRPS10 ENSG00000048544.5 0.204988 0.076772 ENSG00000048544
ZNF221 ENSG00000159905.10 0.163393 0.076968 ENSG00000159905
ATXN7L1 ENSG00000146776.10 0.143559 0.08123 ENSG00000146776
CA8 ENSG00000178538.5 0.130131 0.077275 ENSG00000178538
SLCO5A1 ENSG00000137571.5 0.126451 0.073992 ENSG00000137571
MAPKAPK3 ENSG00000114738.6 0.230994 0.092417 ENSG00000114738
CDIP1 ENSG00000089486.12 0.104594 0.077481 ENSG00000089486
ME1 ENSG00000065833.7 0.11757 0.071912 ENSG00000065833
GET4 ENSG00000239857.2 0.103568 0.072074 ENSG00000239857
PPP1R1C ENSG00000150722.6 0.125717 0.070356 ENSG00000150722
TSPAN8 ENSG00000127324.4 0.128385 0.075031 ENSG00000127324
SOX18 ENSG00000203883.5 0.124032 0.076064 ENSG00000203883
CARD10 ENSG00000100065.10 0.193031 0.089361 ENSG00000100065
FAM76B ENSG00000077458.8 0.207272 0.087717 ENSG00000077458
CSTB ENSG00000160213.5 0.143832 0.081495 ENSG00000160213
SERF1B ENSG00000205572.5 0.161197 0.078128 ENSG00000205572
CELSR2 ENSG00000143126.7 0.154305 0.076321 ENSG00000143126
ZNF804A ENSG00000170396.6 0.104419 0.053025 ENSG00000170396
CENPQ ENSG00000031691.6 0.123864 0.068288 ENSG00000031691
PRR12 ENSG00000126464.9 0.29549 0.094131 ENSG00000126464
ZFHX2 ENSG00000136367.12 0.10107 0.058901 ENSG00000136367
ATP2A3 ENSG00000074370.13 0.117719 0.072018 ENSG00000074370
ARRDC2 ENSG00000105643.4 0.109928 0.083309 ENSG00000105643
TTC17 ENSG00000052841.10 0.137923 0.072709 ENSG00000052841
MYO15B ENSG00000266714.2 0.211179 0.083573 ENSG00000266714
C17orf49 ENSG00000258315.1 0.145535 0.081548 ENSG00000258315
RP11-1220K2.2 ENSG00000257743.4 0.109671 0.058796 ENSG00000257743
PRR24 ENSG00000257704.2 0.109145 0.078225 ENSG00000257704
RP11-770J1.4 ENSG00000255384.1 0.103957 0.07809 ENSG00000255384
CCDC71L ENSG00000253276.1 0.109063 0.06966 ENSG00000253276
TMEM150C ENSG00000249242.2 0.148934 0.068402 ENSG00000249242
RP11-247C2.2 ENSG00000248540.2 0.14671 0.074221 ENSG00000248540
OR2A7 ENSG00000243896.3 0.123515 0.07167 ENSG00000243896
APOBEC3D ENSG00000243811.2 0.103025 0.066575 ENSG00000243811
MUSTN1 ENSG00000243696.3 0.169382 0.073394 ENSG00000243696
HLA-DMB ENSG00000242574.4 0.100726 0.072289 ENSG00000242574
C2orf61 ENSG00000239605.3 0.173585 0.077561 ENSG00000239605
KLHL41 ENSG00000239474.2 0.276292 0.094967 ENSG00000239474
ARHGEF38 ENSG00000236699.4 0.136493 0.065351 ENSG00000236699
TMEM238 ENSG00000233493.3 0.131121 0.075402 ENSG00000233493
CRYBG3 ENSG00000233280.2 0.260847 0.085494 ENSG00000233280
AL592284.1 ENSG00000231360.2 0.113681 0.076866 ENSG00000231360
PET100 ENSG00000229833.5 0.117341 0.087446 ENSG00000229833
SFTA3 ENSG00000229415.5 0.127975 0.066299 ENSG00000229415
CKMT1A ENSG00000223572.5 0.151881 0.077342 ENSG00000223572
RP11-17M16.1 ENSG00000220032.4 0.115282 0.076102 ENSG00000220032
ATAD3C ENSG00000215915.5 0.112343 0.059172 ENSG00000215915
CYB5RL ENSG00000215883.5 0.122245 0.07301 ENSG00000215883
PLIN5 ENSG00000214456.4 0.156852 0.076742 ENSG00000214456
TM6SF2 ENSG00000213996.7 0.113193 0.055671 ENSG00000213996
GBP7 ENSG00000213512.1 0.142424 0.07143 ENSG00000213512
C1QTNF9B ENSG00000205863.5 0.199262 0.080089 ENSG00000205863
C15orf59 ENSG00000205363.4 0.139946 0.07448 ENSG00000205363
CASP12 ENSG00000204403.5 0.115621 0.06479 ENSG00000204403
SMIM5 ENSG00000204323.5 0.102296 0.072536 ENSG00000204323
FAM229B ENSG00000203778.3 0.193527 0.073131 ENSG00000203778
EFCAB2 ENSG00000203666.8 0.154575 0.069198 ENSG00000203666
RASGEF1A ENSG00000198915.7 0.142835 0.067794 ENSG00000198915
SHISA4 ENSG00000198892.6 0.206701 0.084661 ENSG00000198892
RCSD1 ENSG00000198771.6 0.143798 0.074752 ENSG00000198771
SMOC1 ENSG00000198732.6 0.101582 0.06529 ENSG00000198732
PPP1R14C ENSG00000198729.4 0.109568 0.070801 ENSG00000198729
ZNF544 ENSG00000198131.9 0.168889 0.07035 ENSG00000198131
ZNF667 ENSG00000198046.7 0.113365 0.070576 ENSG00000198046
KLHL14 ENSG00000197705.5 0.156979 0.078378 ENSG00000197705
ZNF786 ENSG00000197362.9 0.129094 0.071864 ENSG00000197362
DDI2 ENSG00000197312.7 0.127437 0.074092 ENSG00000197312
SRC ENSG00000197122.7 0.10279 0.065105 ENSG00000197122
RYR1 ENSG00000196218.7 0.10673 0.070265 ENSG00000196218
ZNF600 ENSG00000189190.7 0.112534 0.065863 ENSG00000189190
KLRG2 ENSG00000188883.4 0.108172 0.059984 ENSG00000188883
H3F3C ENSG00000188375.3 0.11393 0.07024 ENSG00000188375
COMMD6 ENSG00000188243.8 0.112111 0.073042 ENSG00000188243
PLA2G4E ENSG00000188089.9 0.107797 0.063225 ENSG00000188089
COL14A1 ENSG00000187955.7 0.148299 0.079289 ENSG00000187955
PALM3 ENSG00000187867.4 0.300198 0.096807 ENSG00000187867
HAPLN4 ENSG00000187664.8 0.11982 0.057082 ENSG00000187664
GCNT1 ENSG00000187210.8 0.193533 0.082938 ENSG00000187210
FGF3 ENSG00000186895.2 0.133021 0.071319 ENSG00000186895
VSIG10L ENSG00000186806.5 0.107688 0.082162 ENSG00000186806
BCR ENSG00000186716.15 0.122392 0.073024 ENSG00000186716
LRRC16B ENSG00000186648.10 0.165634 0.078818 ENSG00000186648
WWOX ENSG00000186153.12 0.196115 0.09506 ENSG00000186153
ZNF284 ENSG00000186026.6 0.168525 0.084383 ENSG00000186026
GRK1 ENSG00000185974.6 0.284863 0.085848 ENSG00000185974
ROR1 ENSG00000185483.7 0.170341 0.077614 ENSG00000185483
PARK2 ENSG00000185345.14 0.173024 0.077548 ENSG00000185345
BPIFC ENSG00000184459.4 0.121317 0.071234 ENSG00000184459
ST6GALNAC3 ENSG00000184005.9 0.145358 0.06996 ENSG00000184005
C19orf71 ENSG00000183397.5 0.113696 0.084238 ENSG00000183397
HEPHL1 ENSG00000181333.11 0.111216 0.073123 ENSG00000181333
ZNF443 ENSG00000180855.11 0.168439 0.076312 ENSG00000180855
DEFB124 ENSG00000180383.3 0.105333 0.065554 ENSG00000180383
PRNT ENSG00000180259.5 0.135814 0.07905 ENSG00000180259
SEPW1 ENSG00000178980.10 0.1082 0.071809 ENSG00000178980
GAK ENSG00000178950.12 0.101084 0.06366 ENSG00000178950
RIIAD1 ENSG00000178796.8 0.118114 0.072265 ENSG00000178796
STAP2 ENSG00000178078.7 0.316251 0.092267 ENSG00000178078
PGBD5 ENSG00000177614.5 0.131951 0.075659 ENSG00000177614
PPFIA3 ENSG00000177380.9 0.109711 0.080928 ENSG00000177380
KCNA3 ENSG00000177272.7 0.112027 0.070932 ENSG00000177272
LY6H ENSG00000176956.8 0.10773 0.070179 ENSG00000176956
FOXL1 ENSG00000176678.4 0.252653 0.099853 ENSG00000176678
RIMS2 ENSG00000176406.16 0.313112 0.075136 ENSG00000176406
DLEU1 ENSG00000176124.7 0.107762 0.070995 ENSG00000176124
SFN ENSG00000175793.10 0.112055 0.064886 ENSG00000175793
MCTP1 ENSG00000175471.15 0.154221 0.073062 ENSG00000175471
SCUBE2 ENSG00000175356.8 0.190812 0.084582 ENSG00000175356
DNAH12 ENSG00000174844.10 0.109753 0.06565 ENSG00000174844
C4orf32 ENSG00000174749.4 0.123427 0.065355 ENSG00000174749
UGT8 ENSG00000174607.6 0.346647 0.083221 ENSG00000174607
CTSF ENSG00000174080.6 0.10229 0.078636 ENSG00000174080
GNG5 ENSG00000174021.6 0.112572 0.064215 ENSG00000174021
KIAA1919 ENSG00000173214.5 0.101445 0.059552 ENSG00000173214
TMEM217 ENSG00000172738.7 0.116897 0.068383 ENSG00000172738
CARNS1 ENSG00000172508.6 0.119949 0.07442 ENSG00000172508
VAT1L ENSG00000171724.2 0.124953 0.075309 ENSG00000171724
ZNF561 ENSG00000171469.6 0.109742 0.062153 ENSG00000171469
KRT19 ENSG00000171345.9 0.116406 0.069552 ENSG00000171345
RALGAPB ENSG00000170471.10 0.101429 0.079872 ENSG00000170471
KRT86 ENSG00000170442.7 0.149321 0.068517 ENSG00000170442
LRRN2 ENSG00000170382.7 0.174885 0.076495 ENSG00000170382
SLN ENSG00000170290.3 0.140679 0.079838 ENSG00000170290
SLC38A11 ENSG00000169507.5 0.331528 0.084415 ENSG00000169507
HSPBAP1 ENSG00000169087.6 0.101917 0.063771 ENSG00000169087
UPF3A ENSG00000169062.10 0.215641 0.080275 ENSG00000169062
FSTL5 ENSG00000168843.9 0.157535 0.073072 ENSG00000168843
STX18 ENSG00000168818.5 0.141142 0.077979 ENSG00000168818
XIRP1 ENSG00000168334.8 0.134239 0.070998 ENSG00000168334
C11orf85 ENSG00000168070.7 0.129975 0.068125 ENSG00000168070
KLK1 ENSG00000167748.6 0.318709 0.091934 ENSG00000167748
ZNF444 ENSG00000167685.10 0.107468 0.082833 ENSG00000167685
PLIN4 ENSG00000167676.3 0.127829 0.069294 ENSG00000167676
