AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
PKDREJ ENSG00000130943.5 0.342294 0.088686 ENSG00000130943
SLC7A10 ENSG00000130876.6 0.181302 0.076896 ENSG00000130876
CYP2E1 ENSG00000130649.5 0.262205 0.079065 ENSG00000130649
ZNF557 ENSG00000130544.7 0.211904 0.084519 ENSG00000130544
MYO5C ENSG00000128833.8 0.239895 0.087038 ENSG00000128833
BCL11B ENSG00000127152.13 0.203804 0.07631 ENSG00000127152
CPNE5 ENSG00000124772.7 0.188102 0.085896 ENSG00000124772
KLHL31 ENSG00000124743.5 0.177461 0.069407 ENSG00000124743
DNAH8 ENSG00000124721.13 0.385513 0.084109 ENSG00000124721
CCDC91 ENSG00000123106.6 0.105702 0.052148 ENSG00000123106
SPINK4 ENSG00000122711.4 0.183246 0.067158 ENSG00000122711
NBPF14 ENSG00000122497.13 0.184042 0.068275 ENSG00000122497
TMEM39B ENSG00000121775.13 0.154792 0.070246 ENSG00000121775
HEATR1 ENSG00000119285.6 0.14651 0.073153 ENSG00000119285
C2orf40 ENSG00000119147.5 0.157834 0.074726 ENSG00000119147
GDA ENSG00000119125.12 0.204349 0.073371 ENSG00000119125
KMT2A ENSG00000118058.16 0.145291 0.07193 ENSG00000118058
NENF ENSG00000117691.5 0.157993 0.065912 ENSG00000117691
MAN1C1 ENSG00000117643.10 0.125578 0.060023 ENSG00000117643
DHCR24 ENSG00000116133.7 0.148778 0.068011 ENSG00000116133
PDCL3 ENSG00000115539.9 0.18429 0.074118 ENSG00000115539
STEAP3 ENSG00000115107.15 0.32065 0.082432 ENSG00000115107
IL1A ENSG00000115008.5 0.210339 0.077956 ENSG00000115008
WISP3 ENSG00000112761.14 0.343147 0.076545 ENSG00000112761
UHRF1BP1L ENSG00000111647.8 0.145835 0.069242 ENSG00000111647
RAB5B ENSG00000111540.11 0.218339 0.084323 ENSG00000111540
TSPAN14 ENSG00000108219.9 0.173147 0.070733 ENSG00000108219
PITRM1 ENSG00000107959.11 0.250393 0.081937 ENSG00000107959
DOCK8 ENSG00000107099.11 0.356435 0.091047 ENSG00000107099
KIAA1432 ENSG00000107036.7 0.141381 0.063882 ENSG00000107036
TAX1BP1 ENSG00000106052.8 0.192876 0.072772 ENSG00000106052
RPS19 ENSG00000105372.2 0.206109 0.078454 ENSG00000105372
MYH14 ENSG00000105357.11 0.219359 0.086004 ENSG00000105357
SLC1A6 ENSG00000105143.8 0.145066 0.067874 ENSG00000105143
TLE6 ENSG00000104953.14 0.193919 0.084832 ENSG00000104953
SLC6A2 ENSG00000103546.14 0.586803 0.07219 ENSG00000103546
MT4 ENSG00000102891.3 0.458992 0.083377 ENSG00000102891
MEDAG ENSG00000102802.5 0.160248 0.072153 ENSG00000102802
NALCN ENSG00000102452.11 0.210458 0.084287 ENSG00000102452
KIAA0226L ENSG00000102445.14 0.184278 0.07243 ENSG00000102445
CHGA ENSG00000100604.8 0.135279 0.060379 ENSG00000100604
GZMB ENSG00000100453.8 0.156374 0.07218 ENSG00000100453
MLC1 ENSG00000100427.11 0.206349 0.074549 ENSG00000100427
FBXO7 ENSG00000100225.13 0.146916 0.071131 ENSG00000100225
OCEL1 ENSG00000099330.4 0.199432 0.081755 ENSG00000099330
CDC7 ENSG00000097046.8 0.12634 0.062233 ENSG00000097046
MYO3A ENSG00000095777.10 0.230248 0.07636 ENSG00000095777
TLL2 ENSG00000095587.8 0.154421 0.068525 ENSG00000095587
ZC3HC1 ENSG00000091732.11 0.158198 0.070286 ENSG00000091732
RIF1 ENSG00000080345.12 0.195023 0.074624 ENSG00000080345
MARK3 ENSG00000075413.13 0.230167 0.090579 ENSG00000075413
MOV10L1 ENSG00000073146.11 0.175972 0.07689 ENSG00000073146
SLC6A15 ENSG00000072041.12 0.162323 0.075799 ENSG00000072041
POLB ENSG00000070501.7 0.133679 0.060155 ENSG00000070501
STAG3 ENSG00000066923.13 0.141265 0.066933 ENSG00000066923
COL11A1 ENSG00000060718.14 0.13691 0.062847 ENSG00000060718
PTPRU ENSG00000060656.15 0.119824 0.051443 ENSG00000060656
PTGER3 ENSG00000050628.16 0.211592 0.068164 ENSG00000050628
TSPAN6 ENSG00000000003.10 0.154969 0.075322 ENSG00000000003
