AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
DOPEY1 ENSG00000083097.10 0.34314 0.084981 ENSG00000083097
METTL2B ENSG00000165055.10 0.429269 0.084776 ENSG00000165055
KANSL2 ENSG00000139620.8 0.246803 0.079539 ENSG00000139620
NUP85 ENSG00000125450.6 0.351736 0.086166 ENSG00000125450
PPM1M ENSG00000164088.13 0.307172 0.082359 ENSG00000164088
COPG2 ENSG00000158623.10 0.180506 0.077911 ENSG00000158623
INO80E ENSG00000169592.10 0.301154 0.084814 ENSG00000169592
FAM57A ENSG00000167695.10 0.203138 0.086124 ENSG00000167695
EBPL ENSG00000123179.9 0.502987 0.074552 ENSG00000123179
RALGPS2 ENSG00000116191.12 0.162888 0.064473 ENSG00000116191
LARGE ENSG00000133424.15 0.231982 0.084353 ENSG00000133424
DOCK9 ENSG00000088387.13 0.179725 0.080153 ENSG00000088387
FAM184B ENSG00000047662.4 0.131968 0.063299 ENSG00000047662
THBS4 ENSG00000113296.10 0.180876 0.081229 ENSG00000113296
MTIF3 ENSG00000122033.10 0.262161 0.080053 ENSG00000122033
LY75 ENSG00000054219.9 0.341753 0.076445 ENSG00000054219
NOXA1 ENSG00000188747.4 0.271722 0.088952 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.461359 0.088421 ENSG00000172986
FMO4 ENSG00000076258.5 0.386672 0.07746 ENSG00000076258
DLG5 ENSG00000151208.12 0.303999 0.081481 ENSG00000151208
RGL4 ENSG00000159496.10 0.281999 0.080122 ENSG00000159496
PACRGL ENSG00000163138.14 0.208692 0.075313 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.349558 0.082155 ENSG00000163281
VPS13A ENSG00000197969.7 0.387595 0.070752 ENSG00000197969
NSUN6 ENSG00000241058.1 0.182704 0.072027 ENSG00000241058
THEGL ENSG00000249693.2 0.159946 0.073084 ENSG00000249693
CFDP1 ENSG00000153774.4 0.196465 0.080273 ENSG00000153774
MAP3K11 ENSG00000173327.3 0.190418 0.064078 ENSG00000173327
RNF14 ENSG00000013561.13 0.165501 0.073474 ENSG00000013561
CPAMD8 ENSG00000160111.8 0.234147 0.086109 ENSG00000160111
SPATA5L1 ENSG00000171763.13 0.169139 0.071381 ENSG00000171763
HSD17B13 ENSG00000170509.7 0.275682 0.087265 ENSG00000170509
H1FNT ENSG00000187166.1 0.18882 0.073798 ENSG00000187166
DBNDD1 ENSG00000003249.9 0.330489 0.085955 ENSG00000003249
ATP8B3 ENSG00000130270.11 0.327094 0.089548 ENSG00000130270
BRI3 ENSG00000164713.5 0.19111 0.076475 ENSG00000164713
CARD8 ENSG00000105483.12 0.244459 0.08088 ENSG00000105483
RPS9 ENSG00000170889.9 0.420299 0.086401 ENSG00000170889
ART4 ENSG00000111339.6 0.120925 0.058678 ENSG00000111339
MYO3B ENSG00000071909.14 0.278408 0.081998 ENSG00000071909
KIAA0195 ENSG00000177728.10 0.189294 0.076139 ENSG00000177728
THEM6 ENSG00000130193.7 0.148716 0.064504 ENSG00000130193
ANKLE2 ENSG00000176915.10 0.143923 0.064581 ENSG00000176915
SLC25A41 ENSG00000181240.9 0.503488 0.076883 ENSG00000181240
HTATIP2 ENSG00000109854.9 0.322792 0.094826 ENSG00000109854
AGAP8 ENSG00000174194.11 0.674058 0.065783 ENSG00000174194
FOCAD ENSG00000188352.8 0.220884 0.080486 ENSG00000188352
RNASEL ENSG00000135828.7 0.222594 0.080387 ENSG00000135828
AGAP9 ENSG00000198035.9 0.272715 0.083911 ENSG00000198035
FAM21A ENSG00000099290.11 0.613894 0.068812 ENSG00000099290
TASP1 ENSG00000089123.11 0.184368 0.08035 ENSG00000089123
RPS27L ENSG00000185088.8 0.2414 0.082055 ENSG00000185088
ZNF468 ENSG00000204604.5 0.409607 0.086296 ENSG00000204604
GORAB ENSG00000120370.8 0.164546 0.077988 ENSG00000120370
EP400NL ENSG00000185684.8 0.411466 0.083563 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.209369 0.072977 ENSG00000163320
CLEC18A ENSG00000157322.12 0.448345 0.081169 ENSG00000157322
ACTR8 ENSG00000113812.9 0.246044 0.0806 ENSG00000113812
CDKL1 ENSG00000100490.5 0.184371 0.081289 ENSG00000100490
TBC1D9 ENSG00000109436.7 0.366293 0.087605 ENSG00000109436
SDR42E1 ENSG00000184860.5 0.271041 0.09697 ENSG00000184860
ULK4 ENSG00000168038.6 0.28414 0.07158 ENSG00000168038
MFSD6 ENSG00000151690.10 0.365812 0.086804 ENSG00000151690
ABHD6 ENSG00000163686.9 0.168274 0.07094 ENSG00000163686
HEXA ENSG00000213614.5 0.13401 0.064636 ENSG00000213614
DECR2 ENSG00000242612.2 0.217966 0.086585 ENSG00000242612
LIN7C ENSG00000148943.7 0.240502 0.069929 ENSG00000148943
TYW3 ENSG00000162623.10 0.159268 0.063902 ENSG00000162623
AKR1C2 ENSG00000151632.12 0.208861 0.081011 ENSG00000151632
HAUS6 ENSG00000147874.6 0.183178 0.076692 ENSG00000147874
EPS15 ENSG00000085832.12 0.452874 0.093306 ENSG00000085832
OLR1 ENSG00000173391.4 0.191879 0.086916 ENSG00000173391
TEX264 ENSG00000164081.8 0.205114 0.088896 ENSG00000164081
ZNF7 ENSG00000147789.11 0.22938 0.079779 ENSG00000147789
C1orf94 ENSG00000142698.10 0.158704 0.077218 ENSG00000142698
ZNF772 ENSG00000197128.7 0.222285 0.077835 ENSG00000197128
SMIM2 ENSG00000139656.5 0.269556 0.083202 ENSG00000139656
ANAPC4 ENSG00000053900.6 0.416837 0.079862 ENSG00000053900
SMDT1 ENSG00000183172.7 0.467368 0.074046 ENSG00000183172
KIAA1683 ENSG00000130518.11 0.266532 0.077183 ENSG00000130518
RABL2A ENSG00000144134.14 0.132466 0.063756 ENSG00000144134
TXNL4B ENSG00000140830.4 0.325854 0.090249 ENSG00000140830
ALS2CL ENSG00000178038.12 0.257284 0.091389 ENSG00000178038
MFSD4 ENSG00000174514.8 0.24199 0.074838 ENSG00000174514
CAPN8 ENSG00000203697.7 0.348419 0.078021 ENSG00000203697
CDH13 ENSG00000140945.11 0.409857 0.105363 ENSG00000140945
FAM153B ENSG00000182230.7 0.22789 0.077992 ENSG00000182230
DDX59 ENSG00000118197.9 0.233349 0.082318 ENSG00000118197
SUCO ENSG00000094975.8 0.174324 0.072395 ENSG00000094975
AK9 ENSG00000155085.11 0.208885 0.073816 ENSG00000155085
FNDC5 ENSG00000160097.10 0.223658 0.082899 ENSG00000160097
TIMM10 ENSG00000134809.4 0.473437 0.083782 ENSG00000134809
DMRTA1 ENSG00000176399.2 0.246759 0.084135 ENSG00000176399
DHODH ENSG00000102967.7 0.345803 0.080839 ENSG00000102967
MAST2 ENSG00000086015.15 0.227856 0.076312 ENSG00000086015
CLDN16 ENSG00000113946.3 0.173207 0.079368 ENSG00000113946
EFTUD2 ENSG00000108883.8 0.421508 0.074027 ENSG00000108883
COQ5 ENSG00000110871.10 0.415771 0.07741 ENSG00000110871
TUSC5 ENSG00000184811.3 0.247299 0.089248 ENSG00000184811
SYPL2 ENSG00000143028.7 0.47028 0.084631 ENSG00000143028
CATSPER2 ENSG00000166762.12 0.3059 0.097956 ENSG00000166762
AGAP6 ENSG00000204149.5 0.444551 0.079538 ENSG00000204149
PXK ENSG00000168297.11 0.141604 0.065271 ENSG00000168297
NMT1 ENSG00000136448.7 0.128572 0.058846 ENSG00000136448
UPB1 ENSG00000100024.10 0.152168 0.073093 ENSG00000100024
TDRD5 ENSG00000162782.11 0.363883 0.080221 ENSG00000162782
SCUBE1 ENSG00000159307.13 0.210265 0.091184 ENSG00000159307
PRMT7 ENSG00000132600.12 0.341473 0.079897 ENSG00000132600
PDHB ENSG00000168291.8 0.136527 0.060498 ENSG00000168291
TUBG2 ENSG00000037042.8 0.188167 0.067573 ENSG00000037042
INADL ENSG00000132849.14 0.299955 0.093514 ENSG00000132849
APTX ENSG00000137074.14 0.185694 0.071913 ENSG00000137074
MUT ENSG00000146085.7 0.146475 0.071067 ENSG00000146085
GPR17 ENSG00000144230.12 0.391207 0.082759 ENSG00000144230
KLF5 ENSG00000102554.9 0.194479 0.084434 ENSG00000102554
ALDH16A1 ENSG00000161618.5 0.370129 0.079936 ENSG00000161618
HID1 ENSG00000167861.11 0.261637 0.081611 ENSG00000167861
ARHGDIB ENSG00000111348.4 0.146231 0.064541 ENSG00000111348
RHBDD2 ENSG00000005486.12 0.12875 0.064308 ENSG00000005486
NCLN ENSG00000125912.6 0.391452 0.082361 ENSG00000125912
SPIRE2 ENSG00000204991.6 0.182519 0.067914 ENSG00000204991
PARP10 ENSG00000178685.9 0.141326 0.066202 ENSG00000178685
BEND6 ENSG00000151917.13 0.179392 0.069907 ENSG00000151917
DNA2 ENSG00000138346.10 0.383512 0.082989 ENSG00000138346
CDK5RAP3 ENSG00000108465.10 0.221823 0.069151 ENSG00000108465
ANO5 ENSG00000171714.10 0.398553 0.076817 ENSG00000171714
B3GALTL ENSG00000187676.7 0.249324 0.079591 ENSG00000187676
ZNHIT6 ENSG00000117174.6 0.139079 0.065838 ENSG00000117174
MED28 ENSG00000118579.6 0.150484 0.074848 ENSG00000118579
NICN1 ENSG00000145029.7 0.120757 0.056277 ENSG00000145029
AQP3 ENSG00000165272.10 0.326003 0.09107 ENSG00000165272
ASCC1 ENSG00000138303.13 0.258019 0.090129 ENSG00000138303
NT5DC1 ENSG00000178425.9 0.246028 0.07744 ENSG00000178425
KIAA1109 ENSG00000138688.11 0.189917 0.07925 ENSG00000138688
PPA1 ENSG00000180817.6 0.682299 0.065173 ENSG00000180817
RPL8 ENSG00000161016.11 0.184851 0.073889 ENSG00000161016
TXNDC15 ENSG00000113621.10 0.166522 0.077474 ENSG00000113621
WDR52 ENSG00000206530.4 0.121401 0.05884 ENSG00000206530
TRIP4 ENSG00000103671.5 0.311103 0.086178 ENSG00000103671
EPB41L4A ENSG00000129595.8 0.215103 0.073092 ENSG00000129595
MXD3 ENSG00000213347.6 0.212051 0.076458 ENSG00000213347
PLA2G10 ENSG00000069764.5 0.151622 0.075605 ENSG00000069764
EIF2D ENSG00000143486.11 0.251605 0.084228 ENSG00000143486
ERCC3 ENSG00000163161.8 0.180768 0.067235 ENSG00000163161
IVD ENSG00000128928.4 0.184348 0.081075 ENSG00000128928
TRIM66 ENSG00000166436.11 0.565923 0.081229 ENSG00000166436
C2CD5 ENSG00000111731.8 0.235219 0.08319 ENSG00000111731
C10orf112 ENSG00000204740.5 0.466279 0.08306 ENSG00000204740
SLC22A16 ENSG00000004809.9 0.186852 0.08527 ENSG00000004809
RNGTT ENSG00000111880.11 0.201818 0.088386 ENSG00000111880
RINT1 ENSG00000135249.3 0.168268 0.076906 ENSG00000135249
RPL23 ENSG00000125691.8 0.162593 0.076528 ENSG00000125691
MMS22L ENSG00000146263.7 0.237742 0.074289 ENSG00000146263
STK35 ENSG00000125834.8 0.26782 0.082148 ENSG00000125834
TRAF3IP2 ENSG00000056972.14 0.156229 0.063616 ENSG00000056972
GHRH ENSG00000118702.5 0.452267 0.09295 ENSG00000118702
CLDN15 ENSG00000106404.9 0.254518 0.080927 ENSG00000106404
DR1 ENSG00000117505.7 0.119838 0.059419 ENSG00000117505
SMIM8 ENSG00000111850.5 0.26512 0.08101 ENSG00000111850
PCDHB15 ENSG00000113248.3 0.238814 0.081279 ENSG00000113248
CNOT8 ENSG00000155508.9 0.238254 0.082895 ENSG00000155508
APRT ENSG00000198931.6 0.376203 0.099463 ENSG00000198931
TCN2 ENSG00000185339.4 0.22276 0.085982 ENSG00000185339
QSOX1 ENSG00000116260.12 0.658522 0.063622 ENSG00000116260
AK4 ENSG00000162433.10 0.194369 0.084363 ENSG00000162433
NMNAT2 ENSG00000157064.6 0.191462 0.074522 ENSG00000157064
SP5 ENSG00000204335.3 0.313418 0.086458 ENSG00000204335
MAP3K2 ENSG00000169967.12 0.222049 0.075877 ENSG00000169967
ADAL ENSG00000168803.10 0.45798 0.091191 ENSG00000168803
LIG4 ENSG00000174405.9 0.213072 0.090129 ENSG00000174405
CTD-2210P24.4 ENSG00000205106.2 0.159171 0.069561 ENSG00000205106
CYTL1 ENSG00000170891.6 0.226533 0.092139 ENSG00000170891
SLAIN2 ENSG00000109171.10 0.127751 0.059085 ENSG00000109171
CALCRL ENSG00000064989.8 0.165842 0.067481 ENSG00000064989
INCENP ENSG00000149503.8 0.184467 0.078747 ENSG00000149503
TPD52L1 ENSG00000111907.16 0.187932 0.082394 ENSG00000111907
IL17RB ENSG00000056736.5 0.317246 0.08186 ENSG00000056736
SMCO3 ENSG00000179256.2 0.14394 0.070247 ENSG00000179256
PDHX ENSG00000110435.7 0.182602 0.07514 ENSG00000110435
C17orf82 ENSG00000187013.2 0.204405 0.080205 ENSG00000187013
SCYL2 ENSG00000136021.13 0.194468 0.07771 ENSG00000136021
DZIP1L ENSG00000158163.10 0.321861 0.10342 ENSG00000158163
YPEL3 ENSG00000090238.7 0.267183 0.086808 ENSG00000090238
TMBIM6 ENSG00000139644.8 0.170867 0.076701 ENSG00000139644
AKR1E2 ENSG00000165568.13 0.185973 0.085389 ENSG00000165568
ABRACL ENSG00000146386.7 0.188863 0.070871 ENSG00000146386
C1orf106 ENSG00000163362.6 0.172323 0.071625 ENSG00000163362
CYP3A5 ENSG00000106258.9 0.18061 0.083729 ENSG00000106258
TSPAN12 ENSG00000106025.4 0.405172 0.077836 ENSG00000106025
DIS3L ENSG00000166938.8 0.323705 0.084649 ENSG00000166938
CERS4 ENSG00000090661.7 0.515679 0.087981 ENSG00000090661
SCRN3 ENSG00000144306.9 0.192223 0.082247 ENSG00000144306
DPP7 ENSG00000176978.9 0.251907 0.082052 ENSG00000176978
PAPSS2 ENSG00000198682.8 0.188247 0.075411 ENSG00000198682
C10orf68 ENSG00000150076.18 0.256916 0.073899 ENSG00000150076
HHLA3 ENSG00000197568.9 0.492759 0.077871 ENSG00000197568
ARMC2 ENSG00000118690.8 0.169965 0.070787 ENSG00000118690
DSTYK ENSG00000133059.12 0.330071 0.081103 ENSG00000133059
GTPBP10 ENSG00000105793.11 0.222041 0.074969 ENSG00000105793
CHKB ENSG00000100288.15 0.276355 0.076407 ENSG00000100288
RGPD8 ENSG00000169629.7 0.528253 0.072935 ENSG00000169629
GSTM3 ENSG00000134202.6 0.663861 0.064501 ENSG00000134202
HSD17B1 ENSG00000108786.6 0.177233 0.072566 ENSG00000108786
TMEM56 ENSG00000152078.5 0.160875 0.071895 ENSG00000152078
SSPN ENSG00000123096.7 0.267117 0.087039 ENSG00000123096
ZNF518B ENSG00000178163.3 0.142267 0.064947 ENSG00000178163
ZKSCAN2 ENSG00000155592.11 0.181678 0.071307 ENSG00000155592
FBLN7 ENSG00000144152.8 0.441107 0.085447 ENSG00000144152
NUDT2 ENSG00000164978.13 0.728608 0.049981 ENSG00000164978
NME7 ENSG00000143156.9 0.298027 0.072314 ENSG00000143156
LYNX1 ENSG00000180155.14 0.458915 0.079472 ENSG00000180155
GLP1R ENSG00000112164.5 0.179093 0.073539 ENSG00000112164
ATXN7L2 ENSG00000162650.11 0.308093 0.093978 ENSG00000162650
LDB3 ENSG00000122367.15 0.249104 0.075799 ENSG00000122367
CAAP1 ENSG00000120159.7 0.266318 0.08236 ENSG00000120159
NAGA ENSG00000198951.7 0.138111 0.0633 ENSG00000198951
MRPS26 ENSG00000125901.5 0.184797 0.075727 ENSG00000125901
SLC35A5 ENSG00000138459.4 0.257213 0.079531 ENSG00000138459
GUF1 ENSG00000151806.9 0.284784 0.076229 ENSG00000151806
FLNB ENSG00000136068.10 0.183002 0.079109 ENSG00000136068
ALG11 ENSG00000253710.1 0.155635 0.064148 ENSG00000253710
CNOT6L ENSG00000138767.8 0.352795 0.078073 ENSG00000138767
TADA2A ENSG00000108264.12 0.407271 0.073153 ENSG00000108264
MED19 ENSG00000156603.10 0.240395 0.084157 ENSG00000156603
MTR ENSG00000116984.8 0.155416 0.072149 ENSG00000116984
MUM1 ENSG00000160953.10 0.177168 0.085014 ENSG00000160953
MBNL2 ENSG00000139793.14 0.143229 0.068049 ENSG00000139793
CSGALNACT2 ENSG00000169826.6 0.208176 0.067308 ENSG00000169826
RSPO2 ENSG00000147655.6 0.176367 0.068236 ENSG00000147655
C17orf47 ENSG00000181013.3 0.164969 0.080971 ENSG00000181013
PCDHB2 ENSG00000112852.4 0.178321 0.067576 ENSG00000112852
FAM69A ENSG00000154511.7 0.458217 0.080292 ENSG00000154511
MAPK10 ENSG00000109339.14 0.146861 0.069343 ENSG00000109339
PMM1 ENSG00000100417.7 0.147165 0.064475 ENSG00000100417
MZT2A ENSG00000173272.9 0.377109 0.08251 ENSG00000173272
PRKAR2B ENSG00000005249.8 0.184246 0.080579 ENSG00000005249
MEI1 ENSG00000167077.8 0.132789 0.059668 ENSG00000167077
LGI2 ENSG00000153012.7 0.251376 0.093881 ENSG00000153012
ETV4 ENSG00000175832.8 0.371942 0.076898 ENSG00000175832
SLC6A7 ENSG00000011083.4 0.250804 0.088338 ENSG00000011083
TUSC1 ENSG00000198680.3 0.237278 0.085068 ENSG00000198680
SH2D3A ENSG00000125731.8 0.466906 0.088695 ENSG00000125731
DCAF16 ENSG00000163257.6 0.172176 0.075652 ENSG00000163257
LPHN3 ENSG00000150471.10 0.384278 0.084839 ENSG00000150471
PARVG ENSG00000138964.11 0.170548 0.084745 ENSG00000138964
PLA2G16 ENSG00000176485.6 0.416413 0.092633 ENSG00000176485
RPS6KC1 ENSG00000136643.7 0.452815 0.074691 ENSG00000136643
ERICH2 ENSG00000204334.7 0.257811 0.086031 ENSG00000204334
FGGY ENSG00000172456.12 0.210714 0.082356 ENSG00000172456
ZNF34 ENSG00000196378.7 0.195333 0.074196 ENSG00000196378
CDK10 ENSG00000185324.17 0.29217 0.077089 ENSG00000185324
BNIP1 ENSG00000113734.13 0.224284 0.08144 ENSG00000113734
APOL6 ENSG00000221963.4 0.174797 0.085668 ENSG00000221963
BICC1 ENSG00000122870.7 0.154608 0.068268 ENSG00000122870
VNN2 ENSG00000112303.9 0.185302 0.083248 ENSG00000112303
DDX51 ENSG00000185163.5 0.167667 0.083038 ENSG00000185163
NNT ENSG00000112992.12 0.185674 0.082567 ENSG00000112992
NF2 ENSG00000186575.13 0.163927 0.072642 ENSG00000186575
RAB24 ENSG00000169228.9 0.180211 0.078108 ENSG00000169228
ITGB5 ENSG00000082781.6 0.454537 0.07762 ENSG00000082781
ARPP21 ENSG00000172995.12 0.232901 0.073056 ENSG00000172995
PLCB4 ENSG00000101333.12 0.244951 0.084894 ENSG00000101333
RASA4 ENSG00000105808.13 0.145606 0.072028 ENSG00000105808
TEX14 ENSG00000121101.11 0.227728 0.081851 ENSG00000121101
GAS2L1 ENSG00000185340.11 0.201947 0.084154 ENSG00000185340
NFATC3 ENSG00000072736.14 0.227066 0.084391 ENSG00000072736
ACSF3 ENSG00000176715.11 0.234166 0.081573 ENSG00000176715
IRF5 ENSG00000128604.14 0.190742 0.073186 ENSG00000128604
GRAMD3 ENSG00000155324.5 0.162825 0.076337 ENSG00000155324
GLO1 ENSG00000124767.6 0.247692 0.074466 ENSG00000124767
BRCA2 ENSG00000139618.10 0.14931 0.073154 ENSG00000139618
REEP5 ENSG00000129625.8 0.133752 0.065602 ENSG00000129625
NUP35 ENSG00000163002.8 0.230793 0.0784 ENSG00000163002
LNPEP ENSG00000113441.11 0.162212 0.065849 ENSG00000113441
NCF2 ENSG00000116701.10 0.258447 0.072667 ENSG00000116701
LARS ENSG00000133706.13 0.154941 0.063794 ENSG00000133706
DMXL1 ENSG00000172869.10 0.169584 0.074684 ENSG00000172869
AKIP1 ENSG00000166452.7 0.161958 0.077269 ENSG00000166452
FAM63B ENSG00000128923.6 0.200557 0.083941 ENSG00000128923
POLR3G ENSG00000113356.6 0.129837 0.062533 ENSG00000113356
LPCAT2 ENSG00000087253.7 0.17554 0.078021 ENSG00000087253
CHN1 ENSG00000128656.9 0.378027 0.094627 ENSG00000128656
FBXL3 ENSG00000005812.6 0.152371 0.068674 ENSG00000005812
NEDD4 ENSG00000069869.11 0.161087 0.068988 ENSG00000069869
MRPL54 ENSG00000183617.4 0.533016 0.081034 ENSG00000183617
CCDC171 ENSG00000164989.11 0.168135 0.075398 ENSG00000164989
TTC37 ENSG00000198677.6 0.18989 0.080206 ENSG00000198677
EXOSC6 ENSG00000223496.1 0.272594 0.081671 ENSG00000223496
SLC2A9 ENSG00000109667.7 0.273878 0.077181 ENSG00000109667
TMEM41B ENSG00000166471.6 0.128728 0.063721 ENSG00000166471
PLEKHA6 ENSG00000143850.8 0.25123 0.083698 ENSG00000143850
ADH1B ENSG00000196616.8 0.254969 0.086989 ENSG00000196616
MKKS ENSG00000125863.12 0.247977 0.091491 ENSG00000125863
LRWD1 ENSG00000161036.6 0.176789 0.070793 ENSG00000161036
MPHOSPH6 ENSG00000135698.5 0.379272 0.091284 ENSG00000135698
AC007405.2 ENSG00000222033.1 0.211874 0.079479 ENSG00000222033
LONP1 ENSG00000196365.7 0.402679 0.075794 ENSG00000196365
BROX ENSG00000162819.7 0.232989 0.080955 ENSG00000162819
WWP2 ENSG00000198373.8 0.141775 0.069759 ENSG00000198373
SAMD14 ENSG00000167100.10 0.276969 0.084825 ENSG00000167100
TCTN2 ENSG00000168778.7 0.349394 0.078516 ENSG00000168778
CRYZ ENSG00000116791.9 0.601408 0.073123 ENSG00000116791
PCDHA4 ENSG00000204967.6 0.138924 0.054098 ENSG00000204967
TMEM173 ENSG00000184584.8 0.216321 0.083803 ENSG00000184584
SNAP25 ENSG00000132639.8 0.30671 0.09488 ENSG00000132639
GRIK2 ENSG00000164418.15 0.181461 0.073299 ENSG00000164418
SYCE1L ENSG00000205078.5 0.634876 0.067569 ENSG00000205078
AC021860.1 ENSG00000196355.2 0.500088 0.078417 ENSG00000196355
ITGBL1 ENSG00000198542.9 0.165827 0.07993 ENSG00000198542
FPGT ENSG00000254685.1 0.23684 0.077837 ENSG00000254685
TSPAN3 ENSG00000140391.10 0.133611 0.063442 ENSG00000140391
SLC36A1 ENSG00000123643.7 0.21689 0.081789 ENSG00000123643
PIGB ENSG00000069943.5 0.254521 0.076136 ENSG00000069943
ANO6 ENSG00000177119.11 0.167878 0.072654 ENSG00000177119
GPR115 ENSG00000153294.7 0.185531 0.071325 ENSG00000153294
SAMM50 ENSG00000100347.10 0.236649 0.093391 ENSG00000100347
CDO1 ENSG00000129596.4 0.351931 0.088845 ENSG00000129596
TMEM8B ENSG00000137103.12 0.385888 0.080883 ENSG00000137103
SIRT3 ENSG00000142082.10 0.254398 0.07399 ENSG00000142082
PBRM1 ENSG00000163939.14 0.163613 0.065293 ENSG00000163939
TMEM161A ENSG00000064545.10 0.424203 0.094276 ENSG00000064545
KATNAL1 ENSG00000102781.9 0.225814 0.090823 ENSG00000102781
PGM2 ENSG00000169299.9 0.194056 0.081113 ENSG00000169299
CLDN17 ENSG00000156282.3 0.611579 0.082378 ENSG00000156282
ZNF471 ENSG00000196263.3 0.295113 0.087499 ENSG00000196263
HFM1 ENSG00000162669.11 0.565225 0.073234 ENSG00000162669
LRRK2 ENSG00000188906.9 0.319742 0.079796 ENSG00000188906
CASD1 ENSG00000127995.12 0.136309 0.065151 ENSG00000127995
C7orf73 ENSG00000243317.3 0.290693 0.077718 ENSG00000243317
EFNA5 ENSG00000184349.8 0.218798 0.078712 ENSG00000184349
DUSP19 ENSG00000162999.8 0.173037 0.069114 ENSG00000162999
NUDT13 ENSG00000166321.9 0.222154 0.077938 ENSG00000166321
KCNJ11 ENSG00000187486.5 0.232528 0.077282 ENSG00000187486
KIFAP3 ENSG00000075945.8 0.154394 0.068638 ENSG00000075945
KDM5D ENSG00000012817.11 0.164011 0.080505 ENSG00000012817
SLC25A30 ENSG00000174032.12 0.167486 0.073425 ENSG00000174032
NAPRT1 ENSG00000147813.11 0.659183 0.061745 ENSG00000147813
PLEKHO2 ENSG00000241839.5 0.522179 0.072921 ENSG00000241839
ZFYVE19 ENSG00000166140.13 0.405008 0.081162 ENSG00000166140
TPBG ENSG00000146242.5 0.288741 0.077917 ENSG00000146242
TOR3A ENSG00000186283.9 0.240035 0.069581 ENSG00000186283
ZDHHC7 ENSG00000153786.8 0.249751 0.093737 ENSG00000153786
FAM107A ENSG00000168309.12 0.321642 0.084529 ENSG00000168309
VDAC2 ENSG00000165637.9 0.131111 0.064736 ENSG00000165637
REEP2 ENSG00000132563.11 0.216813 0.078512 ENSG00000132563
MAP7 ENSG00000135525.14 0.306001 0.071919 ENSG00000135525
PLAC9 ENSG00000189129.9 0.211465 0.07034 ENSG00000189129
METTL21D ENSG00000100483.9 0.364187 0.078366 ENSG00000100483
MED24 ENSG00000008838.13 0.387042 0.073801 ENSG00000008838
WDSUB1 ENSG00000196151.6 0.464499 0.085114 ENSG00000196151
LYPD6 ENSG00000187123.10 0.196475 0.083654 ENSG00000187123
KIAA1211 ENSG00000109265.8 0.231652 0.084567 ENSG00000109265
CATSPERD ENSG00000174898.11 0.18 0.086546 ENSG00000174898
ABCD3 ENSG00000117528.7 0.203936 0.076358 ENSG00000117528
COG2 ENSG00000135775.8 0.16548 0.072791 ENSG00000135775
LAMB1 ENSG00000091136.9 0.182367 0.082635 ENSG00000091136
DCP2 ENSG00000172795.11 0.148532 0.073121 ENSG00000172795
SPTBN5 ENSG00000137877.8 0.479684 0.081588 ENSG00000137877
TPM1 ENSG00000140416.15 0.214818 0.075687 ENSG00000140416
LSS ENSG00000160285.10 0.213709 0.084854 ENSG00000160285
AAAS ENSG00000094914.8 0.179231 0.077351 ENSG00000094914
GAS2 ENSG00000148935.6 0.347103 0.087618 ENSG00000148935
RPS5 ENSG00000083845.4 0.193431 0.076779 ENSG00000083845
TSG101 ENSG00000074319.8 0.150471 0.069391 ENSG00000074319
NSUN7 ENSG00000179299.12 0.419063 0.082348 ENSG00000179299
TFAM ENSG00000108064.6 0.155168 0.076159 ENSG00000108064
DDX55 ENSG00000111364.11 0.325102 0.089728 ENSG00000111364
ZNF615 ENSG00000197619.9 0.204085 0.076547 ENSG00000197619
STK33 ENSG00000130413.11 0.29049 0.073723 ENSG00000130413
WNT3 ENSG00000108379.5 0.127178 0.060949 ENSG00000108379
PLA2G6 ENSG00000184381.14 0.303272 0.089839 ENSG00000184381
ARL17A ENSG00000185829.11 0.716855 0.057048 ENSG00000185829
EXT2 ENSG00000151348.9 0.214889 0.085041 ENSG00000151348
RP11-419C5.2 ENSG00000226232.3 0.335773 0.078847 ENSG00000226232
C4orf33 ENSG00000151470.7 0.18226 0.060982 ENSG00000151470
NELL2 ENSG00000184613.6 0.312336 0.071775 ENSG00000184613
CTD-2368P22.1 ENSG00000176593.3 0.258955 0.082973 ENSG00000176593
SIGLEC12 ENSG00000254521.2 0.463402 0.078329 ENSG00000254521
ALX3 ENSG00000156150.6 0.17032 0.076072 ENSG00000156150
LILRA6 ENSG00000244482.5 0.268301 0.096094 ENSG00000244482
COTL1 ENSG00000103187.6 0.197983 0.097343 ENSG00000103187
DHX35 ENSG00000101452.10 0.245136 0.092038 ENSG00000101452
EDEM3 ENSG00000116406.14 0.241303 0.073301 ENSG00000116406
TMEM106C ENSG00000134291.7 0.166723 0.073767 ENSG00000134291
FAM26F ENSG00000188820.8 0.137208 0.065798 ENSG00000188820
TNKS2 ENSG00000107854.5 0.148962 0.064618 ENSG00000107854
PPP1R3A ENSG00000154415.3 0.497967 0.078026 ENSG00000154415
WDR72 ENSG00000166415.10 0.343295 0.079613 ENSG00000166415
CENPC ENSG00000145241.6 0.154964 0.069304 ENSG00000145241
PAQR8 ENSG00000170915.8 0.197039 0.081097 ENSG00000170915
GPC6 ENSG00000183098.6 0.269925 0.080266 ENSG00000183098
